address,chain,code_bytes,opcode_count,bytecode_sha256,is_exact_historical_duplicate,best_family_similarity,matched_historical_family,is_previously_unseen_family,fetch_error
0xcc0c946eecf01a4bc76bc333ea74ceb04756f17b,ethereum,3834,1567,c1ae5da81c52e358461883a4446a2d5eff6ec6af204f169aac9e2e9ab8d36844,False,0.9834,F00976,False,
0x17cb2452565c192706f93203a6326f35b8e0d899,ethereum,1045,515,6bed41fb87cc82f6c03fee3137f424c67d7753fe3fedbaba7b7b8873094d2ada,False,0.8254,,True,
0x4884d28f048e66a537762334937e01a044cbdfac,ethereum,1594,1019,32541c64e544c95873ab889f29eeec0a4cb6d7d3a220aab28de9d53dd423cf22,False,0.0615,,True,
0xb15bed8fc30d3e82672bf7cd75417b414983934b,ethereum,7713,4426,5cc35d65cb8508d9e0c7b6fb9dfbba5de7eabeb3e4fcdc82654724e2a3f12033,False,1.0,F00983,False,
0xff26b51fb5a6420453f362e26dc5e3d5adbfa208,ethereum,4643,2929,f7e18e96d2d9c11ef7110c814306b6e88779b7ba9c189910fc5b448642b6d616,False,0.7709,,True,
0xdd0683ebe4c5482d6903d827eb68f5c2f2cf7139,ethereum,2303,1315,baef78be65013787cd6853dfbd05d9f431489ca2463cfdd921d0af3f641676b5,False,0.724,,True,
0xac9a3c7c64e865d3b547aea2aeeb436cfddb7c7b,ethereum,1748,1048,7803a14104924612f45b160f578bb08693b9d00f54e75d21fa29792604e05cb0,False,1.0,F00978,False,
0xc7eccbb718cf9563f92127f20ddcbb2b81589a8f,ethereum,11037,5053,fe167cc7f871d282cf0c27ced06e260092c2ca9188014f782cd4bc394f9af27a,False,0.4653,,True,
0xff02c0c9644e519256b0e03e19f41793e9c0624f,ethereum,3452,1976,6175ac08fa07bfce1bae8fe087837395bf8beb5c28caba87eeb07382205969e7,False,0.9449,F00031,False,
0x018782d960790fba802798372d641f7b4c1cb301,ethereum,1427,925,b464fd25d70e3aec7077661c71cc227eb1ff6d1fae60c223c7da181270704f67,False,0.8078,,True,
0x2a088149132c101f8120d157e9f34a172efab61f,ethereum,1452,865,bb07e0cacaa0388208ae23c7c1709d79f4daebe84913750b846184a640adce49,False,0.5507,,True,
0x73fb41d1b93a595a2b35125f5c474f972e5bcac8,ethereum,11037,5055,1e4dc2dcb55ce0a744493156b620223682f5deab954861c272f2ad757b79609c,False,0.4646,,True,
0x726ab4d2607908c5136ad5d1dff2072b85c4eaf4,ethereum,2140,1288,596d608bb0a23a5812774215d275d15c1cc131bf325ab588226c710a37c7418d,False,0.5331,,True,
0xb59f313dcf8c8107adffeabd0c041c896c64dfca,ethereum,1042,513,17ff7b51659185b0cac2f395f05a4db5cbe302f70782a42d0330b2799574216e,False,0.9587,F00023,False,
0x3ae1f70cf6da80955936f5599d103fcf62162d10,ethereum,7585,4508,f1754c0802f45a54aba32184db0125a45f0d217c8ffa9f120ae0247c9bf17840,False,0.8662,F01243,False,
0x909f7f6d34ca5ce32147da41e51ed7881e667915,ethereum,2140,1288,40c88cfab483c157a20f59a5eed87677a56a429b192b6a79f823689f435e7451,False,0.5331,,True,
0xc3c89ff8589644332c916d9c6ec2883eb69d44e5,ethereum,1180,623,c27cf7bef76ea664db5e1e03f036fb441bfd1646ad6460e3ca1a2bea106b0587,False,0.5084,,True,
0xad9cca330a131cd3bf3886db21d734ec60ab3076,ethereum,1954,1251,c4bb95600d576f19c8ea5209d7ff8eff40bb232f9aeb697a7f890c97e88c5541,False,0.2578,,True,
0x80296ff8d1ed46f8e3c7992664d13b833504c2bb,ethereum,9452,5692,b701151cec54963b3390a7ccf142347308600445cb97a3e17a60d4c45fbf9f77,False,1.0,F00672,False,
0x08bf3aa11cf3063ae49c9383e74eb72b3329aa24,ethereum,630,445,008f348b06cc740b1aa490387847dd72109c32f8089ea337ec6bb921d3f23084,False,0.8805,F01049,False,
0xa667a49275d1913b5d9ec51c3475bcdab7375a8b,ethereum,621,436,2ae06e920e4f641e76025e0efa7ad55df65b819a15259a41b408184a2880a03b,False,0.766,,True,
0x7690e32c929d6c0348f5aea214da9be5a1189b46,ethereum,9708,5733,257bc6947651af1c73267b1b45e72a5d3cadc98ce0e7bc4e7ee1dbd5fe9caf63,False,0.052,,True,
0x07e24e265de698fb3b2b02315f70154619a184b0,ethereum,2099,1123,3be9ea6eda486bddbed2a3e4a82bb1a36031744cb2ec48fc81ec842aff40b547,False,0.5609,,True,
0x57678b37823e47b13c17cab41b1e9c264c9d93a3,ethereum,3335,2136,d18eb8dad206e3e1a0a8e56944b804a79494ef22ba0c7c5e9679837f31c7b902,False,1.0,F00683,False,
0x0a16c9aa612fd6abfe59553b04a5e0529176b7c3,ethereum,11037,5040,f89647c0d5a6dd50e2c30bd6355540f33206dfe3f2af8b51afde7689bb003d87,False,0.4699,,True,
0x854249aa14f6f357aeee5b7e0faffa90692de85e,ethereum,2709,1714,0d2b5bdfeba0e9f96477521ad741ab8a252fc8391b3ec2a110a5d4f73ca204c1,False,0.1715,,True,
0x370fb5a3b645bbf45451ea5431440675d47957bc,ethereum,1352,852,d49ce04e173cf311835a4ef2562ca9de18a14b8d85ac939815445f0a5b6b6e34,False,0.4104,,True,
0xb174b7ce27fbe1e7b501ad68c657d0d76697725a,ethereum,2140,1288,4fc0e750a730e4db092064ea3bc26c0fe81db6a4076a6326622979fb45eaf5bd,False,0.5331,,True,
0x399fbfea9fce84e57976c5c57d6ce7725a7f96f4,ethereum,2140,1288,14217eeb1690e817a361d3a891d55dab2dd8d659d102c3f8fe6ebf8916f76dc1,False,0.5331,,True,
0x47e747f5e8cb5819c966292dd969d989ae9dea5e,ethereum,5695,3529,1a6ee6a3ee149c25721e6dc97e3955484737d1b79857568c217ea7421bd42f85,False,0.5712,,True,
0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d,ethereum,11162,6249,fdadb553cb1e210742e748822cf295f7baab01373ddc3ab79c026b9c710f25a4,False,0.19,,True,
0x61c7ac1d9d0d3efd1a3934794e749cd653a5465f,ethereum,2043,1164,a2e9d88bdcab81a78ea5c39bc3b06e784fde74da9fa8d79b585704904a36ff47,False,0.9566,F00684,False,
0x3bbb1bad779bbc269eb46aecb6a4ff177a4a850a,ethereum,5963,3381,eaddbc29404daadb9377be232062e172bbdc2f2020e21d1a16f3d8d57498b001,False,0.2055,,True,
0x332fbc0badd8a6920e38b6470e6abc4d0050fdc9,ethereum,2146,1256,eb7f47820cfba3d96698fd8103c741f07b50faa0147388c37b81c844cd81c823,False,0.5894,,True,
0x0e04736a85433445ef602d07946671685ec94647,ethereum,717,260,22fa5d377c5cd4d71f2a140af7655bab38e772d8ba5df12309f79f23b0d5400d,False,0.9256,F00720,False,
0xcda3577ca7ef65f6b7201e9bd80375f5628d15f7,ethereum,1707,856,60f2a809377fbacb17e5108f5f045f12c94ff2b1c5996246547a1af69f4fee8d,False,1.0,F00696,False,
0xe9eaef23ac3ce6c232517541c7d361852b06f911,ethereum,3764,2131,8f39cbf28c5b79a0702a898ad70af3694c9cdb4f9d39882c32a8e34a1b28216a,False,0.9662,F00031,False,
0x36d3cbd83961868398d056efbf50f5ce15528c0d,ethereum,23615,13517,c3e88f38a107ef9feb5a0c9802b061df9b480284d52263de565018b726b266ed,False,0.963,F00219,False,
0xcc6fb2901c0b8ebfe3ed0ca5e61320a32bab1696,ethereum,3984,1906,2041ab456b0c97efdbd47dba5605bcdf8ac0ead1caedfd7e1f54b31342ec4175,False,0.1992,,True,
0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6,ethereum,1519,909,2fb6b134aa13eeaf4dc89ee279ca2ab43b9beaefd84b52893ce3d0e9ac00ed4a,False,0.8148,,True,
0x87c322a93a6cd7b1beb3dbe1f3f296cf2b8eefae,ethereum,2140,1288,a0ce02cba9bce9859d20a6767cc6c268c5f9d6b92cc07a47064f87501071cfb4,False,0.5331,,True,
0x3dadeaf7c5e57c68379f6db9e9d1a13d6e1b4c37,ethereum,2043,1160,b7fd74b1b9d5121029705d8b21898d6b390c0ddc9e8f4f69e6286ecdc5711016,False,0.9626,F00684,False,
0xe58c00943c99841717d9f62416173ba54607dbe2,ethereum,7252,4493,4d1f332d8ca241f4429908dabd945fe1f846dee01cf4390b41ba7bc51607dfe3,False,0.542,,True,
0xb684710e6d5914ad6e64493de2a3c424cc43e970,ethereum,2142,1147,0af53bf9afc74f0c7f66c346437e78ac65ba015151fef2dbf7ce20cf32a786a7,False,0.9614,F00917,False,
0x0a13bf0d471035b381ea62851a13dcbfd044cf55,ethereum,2304,1520,379539e2ff6923010cc076b54e4bda5e441799a23bba828ce8a5492ee3a62e87,False,0.469,,True,
0xa3ad12a43bf4b110489450f482c5090b617c483d,ethereum,2140,1288,0c4610c4059806d3162e3b351342c69c5104c3f65db1a9f494713e4f5176ea61,False,0.5331,,True,
0xd6c3ea8b6d52c8b193aebb66fc2482b8408f98d7,ethereum,5237,2981,a4a76ad55f0efe5abc74f7e87875d8cd32b2118b319a4fe1bd0bbd149e0aa06e,False,0.5578,,True,
0x211aea658c4f2492a7586b65299f1dccf2cd66d0,ethereum,13014,6463,4e467ccd1837daace20e3201d35e1a28596abfbf480d958619e529682b4f38f8,False,0.0921,,True,
0x424bca7ce4fe49d215ca9221f677fcadf37aa24e,ethereum,3215,2126,9f3a1d4b11c9ea63fcad87b27fb80024acb8af2ccb36b5753b034c5663b53f86,False,0.4612,,True,
0x69f3814cd453980531e3f089448b11ec2ef865e6,ethereum,3192,1852,249edceadba2a0bb61e3cae450c55ce2a03b2a750e5c5c23d880353e35841ee6,False,0.9227,F00031,False,
0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2,ethereum,1214,684,740eb5eb75edcfd903e1b809d4accd89c369cf437bb7f8e5f2eae67c546df5b2,False,0.5545,,True,
0x5c7fc9439fd67cbcc3cfd61917c5953847f342f1,ethereum,1452,865,89eaf3558fb6f33d0d07fcaaeb2b19b6edb1e9129cc2a4623f9386878c5fa696,False,0.5507,,True,
0x8a2bcea8eb379ec31fff60748969c078cab05961,ethereum,1720,991,f29247f1f192c712d2cb5f4f83e7e9e1fe245261cb6a2b5601cc71725f759287,False,0.4889,,True,
0xb6da1852c218d74257593126fdfbd20f0bceb2a8,ethereum,1045,531,1e4f1daeaacf10e94de3a793f124a2958bd67b92b1345ceb4117e5f278559afd,False,0.7881,,True,
0x59d3ee3563a4d7e3b631af80538dacbfff1ab775,ethereum,490,337,f25e7c105a41d776a6abdc1b031e8200260bb6531a219e6dec27328ffab31856,False,0.0769,,True,
0xca11bde05977b3631167028862be2a173976ca11,ethereum,3808,2159,2756d7c52baee85cacb504f6ee1df7aad6809ac8d94a4a111d76991f90d36d6e,False,1.0,F00724,False,
0xcea43594f38316f0e01c161d8dabde0a07a1f512,ethereum,4066,2437,4e0d9f3caf3e15f9383ab9649d0cbf95a321d26a1c4a09d5f70ca5c6715ccad8,False,1.0,F00945,False,
0x000000004f43c49e93c970e84001853a70923b03,ethereum,23452,14329,8e52c6ccb2abb2bd02c2075b421773769b0d9b419c7746b057a9f03b8756913b,False,1.0,F00722,False,
0x000069d8726b7135bbb9cd4c9f8e66b381d00000,ethereum,5119,2938,258f0dee2ef385f950b1d0ffd5ba5f1edd579c0708e52afd37ba726e88b5aa90,False,0.695,,True,
0x92e32d427b4bbcadc4a83ff853d20defb55ce829,ethereum,1236,774,be2e9b0644a0e2dd529070847f9e0d4520dd1f22184eea1418c87fd36a67d79f,False,0.5532,,True,
0x9ed18ba902951c16c2299ac234921380743a0a67,ethereum,2143,1350,55f44a3a5c7701d38238e99c760670448319a736f2b0f0dfe8d70b3d897b020a,False,0.3408,,True,
0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b,ethereum,22553,12375,750ad7585196263aab3f47e8915ba606d8953f81ea91a417695dff4501e294cd,False,0.931,F00728,False,
0x54bf93ee1a08af3c90c1cf9973d6e95be9ef65d7,ethereum,2117,1344,244116e9fd65371c0c720b9eb4643d179de1c1ecf798102cd1d2ea122b899275,False,0.8358,,True,
0xd224b62ed5acc62fe4e57e92a25d18806d36d471,ethereum,2140,1288,c644903690c5330d9ae5342b8428c5bd538bdf8bf47d961a43d91185ddb09aeb,False,0.5331,,True,
0x029901e77902e3656ee7b207d04df5330c4450c7,ethereum,3287,1936,936f67dc9f7d4c0a06671ac41b942271f51578ad931ea3e6cdbc949f02167452,False,0.6792,,True,
0x442f107801f03ce47c08bae0f8efcac84c28e0b6,ethereum,10264,6528,7e82a095dc5a3fdb3c8afe0d40f4b9c3d053e11b4d47ed303081d7c727cbb3bc,False,0.2257,,True,
0xe99a364f089fde96b10687300edb7ab2ae10b535,ethereum,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,0.0,,True,
0x030ed61fef086b11623096ab0d725dc52df4e6e1,ethereum,7075,4094,f23e7769442960b2baf08e97ec8ae354f9094e40bae10b6802a6b931d33c664e,False,0.5303,,True,
0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,ethereum,3606,1928,c72bde071c77554b2eb0add120777df4bd8ecc41f38bc47ce556592e5ef47a3b,False,0.8928,F00013,False,
0xda77ac15efc047e1b0cb34361096172b5936678a,ethereum,6467,3755,fbd2a4b876130107b9ddcf2d92dc674c088b7af10c3e32efca788234c5aee8b5,False,0.5848,,True,
0x0000041f1d03fefdd35a3d9ae75ce12c4ce8c768,ethereum,4914,2439,53a90f0a5d8e31ef64b0d9d280e1e2b0f5becd6fc6d384c42ddc93542174a070,False,0.7175,,True,
