item_id,proposed_project_family_id,proposal_status,proposed_cluster_size,dependence_cluster_id,dependence_linkage_evidence,verified_source_names,creator_address,evidence_reference_candidates,auditor_instruction
ethereum:0x3fc77ac54dc5b7aa4ee77cf23f2e53400df366f1,PF_CANDIDATE_DE5777B7CBAB,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0035,SHARED_DEPLOYER_EOA,,0xe8b5bb3520ac6d39347dd0d40492906e2174df8d,"https://eth.blockscout.com/api/v2/addresses/0x3fc77ac54dc5b7aa4ee77cf23f2e53400df366f1;https://eth.blockscout.com/api/v2/smart-contracts/0x3fc77ac54dc5b7aa4ee77cf23f2e53400df366f1;https://sourcify.dev/server/v2/contract/1/0x3fc77ac54dc5b7aa4ee77cf23f2e53400df366f1?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x436f98879a8abec170933d6c5fd23423dcac93d9,PF_CANDIDATE_D54FE67ECA6C,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0036,SINGLETON_NO_MUST_LINK,,0xb14d31431d97baa4ce687e6a15cbaec363c2ec35,"https://eth.blockscout.com/api/v2/addresses/0x436f98879a8abec170933d6c5fd23423dcac93d9;https://eth.blockscout.com/api/v2/smart-contracts/0x436f98879a8abec170933d6c5fd23423dcac93d9;https://sourcify.dev/server/v2/contract/1/0x436f98879a8abec170933d6c5fd23423dcac93d9?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x438f67c2aa7ff150352295dcb190c19fb6672ad5,PF_CANDIDATE_B8F772C4E508,VERIFIED_SOURCE_SINGLETON_PROPOSAL,1,D0037,SINGLETON_NO_MUST_LINK,AuthorizedExecutor,0xba5ed099633d3b313e4d5f7bdc1305d3c28ba5ed,"https://eth.blockscout.com/api/v2/addresses/0x438f67c2aa7ff150352295dcb190c19fb6672ad5;https://eth.blockscout.com/api/v2/smart-contracts/0x438f67c2aa7ff150352295dcb190c19fb6672ad5;https://sourcify.dev/server/v2/contract/1/0x438f67c2aa7ff150352295dcb190c19fb6672ad5?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x442f107801f03ce47c08bae0f8efcac84c28e0b6,PF_CANDIDATE_C2640E6DD316,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0038,SINGLETON_NO_MUST_LINK,,0x0dee571e14ea69a6bc625cd2b1fd3d67eda9fba3,"https://eth.blockscout.com/api/v2/addresses/0x442f107801f03ce47c08bae0f8efcac84c28e0b6;https://eth.blockscout.com/api/v2/smart-contracts/0x442f107801f03ce47c08bae0f8efcac84c28e0b6;https://sourcify.dev/server/v2/contract/1/0x442f107801f03ce47c08bae0f8efcac84c28e0b6?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x49293098877b6f2e0e5a6178593f3197b169123c,PF_CANDIDATE_4B2EC24E9904,STRONG_ONCHAIN_CLUSTER_PROPOSAL,4,D0039,SHARED_DEPLOYER_EOA,,0xbd43bd6b25e80310869a56d4e395026b8256dd2a,"https://eth.blockscout.com/api/v2/addresses/0x49293098877b6f2e0e5a6178593f3197b169123c;https://eth.blockscout.com/api/v2/smart-contracts/0x49293098877b6f2e0e5a6178593f3197b169123c;https://sourcify.dev/server/v2/contract/1/0x49293098877b6f2e0e5a6178593f3197b169123c?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x4ae24b0edee921d4cc4763efdff1662ae4972f1a,PF_CANDIDATE_42F84D74621C,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0040,SINGLETON_NO_MUST_LINK,,0xdead8f0b9a3399487399189e1ab8de027b20dead,"https://eth.blockscout.com/api/v2/addresses/0x4ae24b0edee921d4cc4763efdff1662ae4972f1a;https://eth.blockscout.com/api/v2/smart-contracts/0x4ae24b0edee921d4cc4763efdff1662ae4972f1a;https://sourcify.dev/server/v2/contract/1/0x4ae24b0edee921d4cc4763efdff1662ae4972f1a?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896,PF_CANDIDATE_DC4AE3E49BB3,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0041,SINGLETON_NO_MUST_LINK,,0x4e59b44847b379578588920ca78fbf26c0b4956c,"https://eth.blockscout.com/api/v2/addresses/0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896;https://eth.blockscout.com/api/v2/smart-contracts/0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896;https://sourcify.dev/server/v2/contract/1/0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x508df091b860386c283dffd7fd74d1fa8f99ec36,PF_CANDIDATE_BD308EB90FC7,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0042,SINGLETON_NO_MUST_LINK,,0x2689dec7f57719c997268062b046cb0d016eb30a,"https://eth.blockscout.com/api/v2/addresses/0x508df091b860386c283dffd7fd74d1fa8f99ec36;https://eth.blockscout.com/api/v2/smart-contracts/0x508df091b860386c283dffd7fd74d1fa8f99ec36;https://sourcify.dev/server/v2/contract/1/0x508df091b860386c283dffd7fd74d1fa8f99ec36?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x528a52d95aeb693b409b11381d48cb0a9e515f14,PF_CANDIDATE_FF760A624794,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0043,SHARED_AUTHORITY_EOA,,0x4c0b4c8e618268b16af1996455996f6550abac6b,"https://eth.blockscout.com/api/v2/addresses/0x528a52d95aeb693b409b11381d48cb0a9e515f14;https://eth.blockscout.com/api/v2/smart-contracts/0x528a52d95aeb693b409b11381d48cb0a9e515f14;https://sourcify.dev/server/v2/contract/1/0x528a52d95aeb693b409b11381d48cb0a9e515f14?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x532fe05a23c1f9fe1e93ae63f5b99253b2480931,PF_CANDIDATE_4BAC29034352,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0044,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA,,0x1c83e9a7b032f703c629b0006c40290ddc68bd1f,"https://eth.blockscout.com/api/v2/addresses/0x532fe05a23c1f9fe1e93ae63f5b99253b2480931;https://eth.blockscout.com/api/v2/smart-contracts/0x532fe05a23c1f9fe1e93ae63f5b99253b2480931;https://sourcify.dev/server/v2/contract/1/0x532fe05a23c1f9fe1e93ae63f5b99253b2480931?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x53812282aa0e79e790a0758eb2395e9ecaa2ec90,PF_CANDIDATE_5AD7DA1360F8,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0045,SINGLETON_NO_MUST_LINK,,0x0e63ee1a039bcc422b1baaf65c7ae30c497d3fc8,"https://eth.blockscout.com/api/v2/addresses/0x53812282aa0e79e790a0758eb2395e9ecaa2ec90;https://eth.blockscout.com/api/v2/smart-contracts/0x53812282aa0e79e790a0758eb2395e9ecaa2ec90;https://sourcify.dev/server/v2/contract/1/0x53812282aa0e79e790a0758eb2395e9ecaa2ec90?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x56ae8cfa557f2823adbb962ed72f1757247a35ab,PF_CANDIDATE_E511F92D376B,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0046,SINGLETON_NO_MUST_LINK,,0x950971b30014a309408bdc584e4d49c38b918e38,"https://eth.blockscout.com/api/v2/addresses/0x56ae8cfa557f2823adbb962ed72f1757247a35ab;https://eth.blockscout.com/api/v2/smart-contracts/0x56ae8cfa557f2823adbb962ed72f1757247a35ab;https://sourcify.dev/server/v2/contract/1/0x56ae8cfa557f2823adbb962ed72f1757247a35ab?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x575bb2c1d0f74e9d75713b2cdeaf826356ada3d2,PF_CANDIDATE_975BA8E00AA3,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0047,SHARED_DEPLOYER_EOA,,0x76d54f4cc560f0bd2b3fa84eb467efd84c272e5c,"https://eth.blockscout.com/api/v2/addresses/0x575bb2c1d0f74e9d75713b2cdeaf826356ada3d2;https://eth.blockscout.com/api/v2/smart-contracts/0x575bb2c1d0f74e9d75713b2cdeaf826356ada3d2;https://sourcify.dev/server/v2/contract/1/0x575bb2c1d0f74e9d75713b2cdeaf826356ada3d2?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x57832717d0f671c17c79bd0ad23f05a5b1a65270,PF_CANDIDATE_05C8D20CBDC5,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0013,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA,MetaMaskSwapRouter,0x810b0cfd3efc3006e8819a2f96225be6a228b752,"https://eth.blockscout.com/api/v2/addresses/0x57832717d0f671c17c79bd0ad23f05a5b1a65270;https://eth.blockscout.com/api/v2/smart-contracts/0x57832717d0f671c17c79bd0ad23f05a5b1a65270;https://sourcify.dev/server/v2/contract/1/0x57832717d0f671c17c79bd0ad23f05a5b1a65270?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x5844a543986b7a5e6d2da9b1a68d462227fe0ebb,PF_CANDIDATE_2C4B28513341,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0048,SINGLETON_NO_MUST_LINK,,0xb9f35bac68a6115efe5776bac4bef8de4b4fd46b,"https://eth.blockscout.com/api/v2/addresses/0x5844a543986b7a5e6d2da9b1a68d462227fe0ebb;https://eth.blockscout.com/api/v2/smart-contracts/0x5844a543986b7a5e6d2da9b1a68d462227fe0ebb;https://sourcify.dev/server/v2/contract/1/0x5844a543986b7a5e6d2da9b1a68d462227fe0ebb?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x591420a265e2e796c22e1264237eb1456679cd7f,PF_CANDIDATE_1F6106F0C183,VERIFIED_SOURCE_SINGLETON_PROPOSAL,1,D0049,SINGLETON_NO_MUST_LINK,EnhancedMulticall,0xeb180ae0fa1bdfd72cecd67709e7ad6474c31368,"https://eth.blockscout.com/api/v2/addresses/0x591420a265e2e796c22e1264237eb1456679cd7f;https://eth.blockscout.com/api/v2/smart-contracts/0x591420a265e2e796c22e1264237eb1456679cd7f;https://sourcify.dev/server/v2/contract/1/0x591420a265e2e796c22e1264237eb1456679cd7f?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x5972fb985276f061e6ae9ef78a789b8ed089cbd0,PF_CANDIDATE_9E48237309C7,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0050,SINGLETON_NO_MUST_LINK,,0x0005bb7a3bf95a6f77a87af5e9cd85cd57e2ab07,"https://eth.blockscout.com/api/v2/addresses/0x5972fb985276f061e6ae9ef78a789b8ed089cbd0;https://eth.blockscout.com/api/v2/smart-contracts/0x5972fb985276f061e6ae9ef78a789b8ed089cbd0;https://sourcify.dev/server/v2/contract/1/0x5972fb985276f061e6ae9ef78a789b8ed089cbd0?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d,PF_CANDIDATE_F7133756EF8A,VERIFIED_SOURCE_SINGLETON_PROPOSAL,1,D0051,SINGLETON_NO_MUST_LINK,AmbireAccount7702,0xce0042b868300000d44a59004da54a005ffdcf9f,"https://eth.blockscout.com/api/v2/addresses/0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d;https://eth.blockscout.com/api/v2/smart-contracts/0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d;https://sourcify.dev/server/v2/contract/1/0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x5a85f443b34b079d2065ceb6289f02aadae7b041,PF_CANDIDATE_C46E424537A0,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0052,SINGLETON_NO_MUST_LINK,,0xb0e1fdb4b907674cb7898f83de62810c9a1315cf,"https://eth.blockscout.com/api/v2/addresses/0x5a85f443b34b079d2065ceb6289f02aadae7b041;https://eth.blockscout.com/api/v2/smart-contracts/0x5a85f443b34b079d2065ceb6289f02aadae7b041;https://sourcify.dev/server/v2/contract/1/0x5a85f443b34b079d2065ceb6289f02aadae7b041?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x5ad18e609d9fcc75bce67b8fb8e9f033af9fdd16,PF_CANDIDATE_43E8CC841757,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0053,SINGLETON_NO_MUST_LINK,,0x5a4be146ba1fd4a2bbd265db2f1a3a3cf7b77236,"https://eth.blockscout.com/api/v2/addresses/0x5ad18e609d9fcc75bce67b8fb8e9f033af9fdd16;https://eth.blockscout.com/api/v2/smart-contracts/0x5ad18e609d9fcc75bce67b8fb8e9f033af9fdd16;https://sourcify.dev/server/v2/contract/1/0x5ad18e609d9fcc75bce67b8fb8e9f033af9fdd16?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x5c3ffa4e5d044ece95cd2136b11ba8e19cf2e315,PF_CANDIDATE_DD5BDE266555,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0054,SINGLETON_NO_MUST_LINK,,0x1bc4d4848d7f72efba4200b7dc5ca8ec686cf0fb,"https://eth.blockscout.com/api/v2/addresses/0x5c3ffa4e5d044ece95cd2136b11ba8e19cf2e315;https://eth.blockscout.com/api/v2/smart-contracts/0x5c3ffa4e5d044ece95cd2136b11ba8e19cf2e315;https://sourcify.dev/server/v2/contract/1/0x5c3ffa4e5d044ece95cd2136b11ba8e19cf2e315?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x5c7fc9439fd67cbcc3cfd61917c5953847f342f1,PF_CANDIDATE_FDF7EF676711,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0055,SINGLETON_NO_MUST_LINK,,0x16b3ebfc7c5d7385e7f8bdfd3d6dd5c999835536,"https://eth.blockscout.com/api/v2/addresses/0x5c7fc9439fd67cbcc3cfd61917c5953847f342f1;https://eth.blockscout.com/api/v2/smart-contracts/0x5c7fc9439fd67cbcc3cfd61917c5953847f342f1;https://sourcify.dev/server/v2/contract/1/0x5c7fc9439fd67cbcc3cfd61917c5953847f342f1?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x5e9743bb24e0882e2e2516afa617b6f6c71634ef,PF_CANDIDATE_043191459342,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0056,SINGLETON_NO_MUST_LINK,,0xd6309d958328352620b8856c0b08bd64c82244d2,"https://eth.blockscout.com/api/v2/addresses/0x5e9743bb24e0882e2e2516afa617b6f6c71634ef;https://eth.blockscout.com/api/v2/smart-contracts/0x5e9743bb24e0882e2e2516afa617b6f6c71634ef;https://sourcify.dev/server/v2/contract/1/0x5e9743bb24e0882e2e2516afa617b6f6c71634ef?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x5f9958c407da8884ae677bf63c4b07e3fe517c0f,PF_CANDIDATE_9E591C3A7DFA,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0057,SINGLETON_NO_MUST_LINK,,0xbffbb7401a4b0ae571bb69dd3b94efa2528a2981,"https://eth.blockscout.com/api/v2/addresses/0x5f9958c407da8884ae677bf63c4b07e3fe517c0f;https://eth.blockscout.com/api/v2/smart-contracts/0x5f9958c407da8884ae677bf63c4b07e3fe517c0f;https://sourcify.dev/server/v2/contract/1/0x5f9958c407da8884ae677bf63c4b07e3fe517c0f?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x6214f1224ef2aca4bf63c4ef880564872dd83f30,PF_CANDIDATE_1AAA6D5527C7,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0058,SINGLETON_NO_MUST_LINK,,0x000000104551469868bb70b231d6cfff35e43826,"https://eth.blockscout.com/api/v2/addresses/0x6214f1224ef2aca4bf63c4ef880564872dd83f30;https://eth.blockscout.com/api/v2/smart-contracts/0x6214f1224ef2aca4bf63c4ef880564872dd83f30;https://sourcify.dev/server/v2/contract/1/0x6214f1224ef2aca4bf63c4ef880564872dd83f30?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x6497cc0960f9c17cca1d31db8ec3c2b1c3d23c83,PF_CANDIDATE_3FAC9B007EC2,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0059,SINGLETON_NO_MUST_LINK,,0x82b008936a0beb5f7c15b63a2c20fb82becec278,"https://eth.blockscout.com/api/v2/addresses/0x6497cc0960f9c17cca1d31db8ec3c2b1c3d23c83;https://eth.blockscout.com/api/v2/smart-contracts/0x6497cc0960f9c17cca1d31db8ec3c2b1c3d23c83;https://sourcify.dev/server/v2/contract/1/0x6497cc0960f9c17cca1d31db8ec3c2b1c3d23c83?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x6740cbafec96ffb02d9b4bce85fcf8994388e0ee,PF_CANDIDATE_2C46455A2DED,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0060,SINGLETON_NO_MUST_LINK,,0xe921103af3526bf92f55ea622bd347a10f3e37c4,"https://eth.blockscout.com/api/v2/addresses/0x6740cbafec96ffb02d9b4bce85fcf8994388e0ee;https://eth.blockscout.com/api/v2/smart-contracts/0x6740cbafec96ffb02d9b4bce85fcf8994388e0ee;https://sourcify.dev/server/v2/contract/1/0x6740cbafec96ffb02d9b4bce85fcf8994388e0ee?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x6b9c0e61bc7f5e2a477387ed03a1de3d16efd95f,PF_CANDIDATE_C533BB414CD5,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0061,SINGLETON_NO_MUST_LINK,,0x6b0db1b15ac198bc9fa147f0edd335b2ef9e90f9,"https://eth.blockscout.com/api/v2/addresses/0x6b9c0e61bc7f5e2a477387ed03a1de3d16efd95f;https://eth.blockscout.com/api/v2/smart-contracts/0x6b9c0e61bc7f5e2a477387ed03a1de3d16efd95f;https://sourcify.dev/server/v2/contract/1/0x6b9c0e61bc7f5e2a477387ed03a1de3d16efd95f?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x6f00e926ccdd2b2f48474b5ac91e6475034fd856,PF_CANDIDATE_11199EDD298A,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0062,SINGLETON_NO_MUST_LINK,,0xa3a041f3997b1f9206406242e91f435b48ad0bc2,"https://eth.blockscout.com/api/v2/addresses/0x6f00e926ccdd2b2f48474b5ac91e6475034fd856;https://eth.blockscout.com/api/v2/smart-contracts/0x6f00e926ccdd2b2f48474b5ac91e6475034fd856;https://sourcify.dev/server/v2/contract/1/0x6f00e926ccdd2b2f48474b5ac91e6475034fd856?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x6f12031bc579ffc760493b0ef5788c2f321ef396,PF_CANDIDATE_4B2EC24E9904,STRONG_ONCHAIN_CLUSTER_PROPOSAL,4,D0039,SHARED_DEPLOYER_EOA,,0xbd43bd6b25e80310869a56d4e395026b8256dd2a,"https://eth.blockscout.com/api/v2/addresses/0x6f12031bc579ffc760493b0ef5788c2f321ef396;https://eth.blockscout.com/api/v2/smart-contracts/0x6f12031bc579ffc760493b0ef5788c2f321ef396;https://sourcify.dev/server/v2/contract/1/0x6f12031bc579ffc760493b0ef5788c2f321ef396?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x7031df1a3861a5e8bfe4df237fbcc8b0feb7e539,PF_CANDIDATE_CC831AF4BF2D,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0063,SINGLETON_NO_MUST_LINK,,0xec8acd2536dc8a0364ab14e686f0d975ce6ca4d9,"https://eth.blockscout.com/api/v2/addresses/0x7031df1a3861a5e8bfe4df237fbcc8b0feb7e539;https://eth.blockscout.com/api/v2/smart-contracts/0x7031df1a3861a5e8bfe4df237fbcc8b0feb7e539;https://sourcify.dev/server/v2/contract/1/0x7031df1a3861a5e8bfe4df237fbcc8b0feb7e539?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x70f8364a39c86332a2b1b6785d0214acdef58f20,PF_CANDIDATE_9707E869C372,STRONG_ONCHAIN_CLUSTER_PROPOSAL,3,D0064,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA,,0xe324c63fdb51f7d597ff68d92bec74fa054ee128,"https://eth.blockscout.com/api/v2/addresses/0x70f8364a39c86332a2b1b6785d0214acdef58f20;https://eth.blockscout.com/api/v2/smart-contracts/0x70f8364a39c86332a2b1b6785d0214acdef58f20;https://sourcify.dev/server/v2/contract/1/0x70f8364a39c86332a2b1b6785d0214acdef58f20?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x77f64403a328ffd675bc12e18bff559242a7f510,PF_CANDIDATE_14EA35FEBE50,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0065,SINGLETON_NO_MUST_LINK,,0xa61919b4591110c344b3c7fb231dcb4e2df10e8a,"https://eth.blockscout.com/api/v2/addresses/0x77f64403a328ffd675bc12e18bff559242a7f510;https://eth.blockscout.com/api/v2/smart-contracts/0x77f64403a328ffd675bc12e18bff559242a7f510;https://sourcify.dev/server/v2/contract/1/0x77f64403a328ffd675bc12e18bff559242a7f510?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x781e91ee7512859559c7309b84e24a9b765858a5,PF_CANDIDATE_4F53C7E0A7C4,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0066,SINGLETON_NO_MUST_LINK,,0x4ea3e98983497329a8be8d50d2d7e0946102f863,"https://eth.blockscout.com/api/v2/addresses/0x781e91ee7512859559c7309b84e24a9b765858a5;https://eth.blockscout.com/api/v2/smart-contracts/0x781e91ee7512859559c7309b84e24a9b765858a5;https://sourcify.dev/server/v2/contract/1/0x781e91ee7512859559c7309b84e24a9b765858a5?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x7cd3717264da69a9472d8cd2580e124a57982754,PF_CANDIDATE_F6E454273E15,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0067,SINGLETON_NO_MUST_LINK,,0x0083022683e56a51ef1199573411ba6c2ab60000,"https://eth.blockscout.com/api/v2/addresses/0x7cd3717264da69a9472d8cd2580e124a57982754;https://eth.blockscout.com/api/v2/smart-contracts/0x7cd3717264da69a9472d8cd2580e124a57982754;https://sourcify.dev/server/v2/contract/1/0x7cd3717264da69a9472d8cd2580e124a57982754?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x812b5afc0dd3761b65fd5eea6aed59c4e571631f,PF_CANDIDATE_43F03FEDB071,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0068,SINGLETON_NO_MUST_LINK,,0x62b397afd9dfb2166c57323fa3bbeaaceecb3460,"https://eth.blockscout.com/api/v2/addresses/0x812b5afc0dd3761b65fd5eea6aed59c4e571631f;https://eth.blockscout.com/api/v2/smart-contracts/0x812b5afc0dd3761b65fd5eea6aed59c4e571631f;https://sourcify.dev/server/v2/contract/1/0x812b5afc0dd3761b65fd5eea6aed59c4e571631f?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
