0x9	0x7e
0x2242V0x24a9B0x24d2V0x18ec	0x2249B0x24a9B0x24d2B0x18ec
0x2237V0x24a9B0x24d2V0x18ec	0x223fB0x24a9B0x24d2B0x18ec
0x3480V0x1910	0x3488B0x1910
0x3484V0x1910	0x344fB0x1910
0x345eV0x1910	0x3466B0x1910
0x3462V0x1910	0x3427B0x1910
0x348bV0x1910	0x3497B0x1910
0x3451V0x1910	0x345bB0x1910
0x22fdV0x3488V0x1910	0x2305B0x3488B0x1910
0x37e0V0x1d1a	0x37e8B0x1d1a
0x37e4V0x1d1a	0x37afB0x1d1a
0x37beV0x1d1a	0x37c6B0x1d1a
0x37c2V0x1d1a	0x3787B0x1d1a
0x37ebV0x1d1a	0x37f7B0x1d1a
0x37b1V0x1d1a	0x37bbB0x1d1a
0x2a2aV0x37e8V0x1d1a	0x2a32B0x37e8B0x1d1a
0x36b8V0x1c52	0x36c3B0x1c52
0x36c4V0x1c52	0x36d0B0x1c52
0x36d1V0x1c52	0x36ddB0x1c52
0x22fdV0x36b0V0x1c52	0x2305B0x36b0B0x1c52
0x22fdV0x36c3V0x1c52	0x2305B0x36c3B0x1c52
0x2a2aV0x36d0V0x1c52	0x2a32B0x36d0B0x1c52
0x35beV0x1a2c	0x35c6B0x1a2c
0x35d1V0x1a2c	0x35daB0x1a2c
0x359cV0x35afV0x1a2c	0x35a4B0x35afB0x1a2c
0x35a0V0x35afV0x1a2c	0x3565B0x35afB0x1a2c
0x358fV0x35afV0x1a2c	0x3599B0x35afB0x1a2c
0x2c7dV0x35c6V0x1a2c	0x2c93B0x35c6B0x1a2c
0x2ca9V0x35c6V0x1a2c	0x2cb2B0x35c6B0x1a2c
0x2cb5V0x35c6V0x1a2c	0x2cc2B0x35c6B0x1a2c
0x2cbeV0x35c6V0x1a2c	0x2c76B0x35c6B0x1a2c
0x2cc3V0x35c6V0x1a2c	0x2ccbB0x35c6B0x1a2c
0x2ca0V0x35c6V0x1a2c	0x2ca8B0x35c6B0x1a2c
0x2ca4V0x35c6V0x1a2c	0x2c6cB0x35c6B0x1a2c
0x2c8fV0x35c6V0x1a2c	0x2c78B0x35c6B0x1a2c
0x3626V0x1b42	0x362eB0x1b42
0x3639V0x1b42	0x3641B0x1b42
0x359cV0x3617V0x1b42	0x35a4B0x3617B0x1b42
0x35a0V0x3617V0x1b42	0x3565B0x3617B0x1b42
0x358fV0x3617V0x1b42	0x3599B0x3617B0x1b42
0x2d60V0x362eV0x1b42	0x2d68B0x362eB0x1b42
0x2d64V0x362eV0x1b42	0x2d29B0x362eB0x1b42
0x2d53V0x362eV0x1b42	0x2d5dB0x362eB0x1b42
0x2a40V0x1aad	0x2a4bB0x1aad
0x2a2aV0x2a38V0x1aad	0x2a32B0x2a38B0x1aad
0x2d18V0x1afb	0x2d21B0x1afb
0x2c7dV0x2d09V0x1afb	0x2c93B0x2d09B0x1afb
0x2ca9V0x2d09V0x1afb	0x2cb2B0x2d09B0x1afb
0x2cb5V0x2d09V0x1afb	0x2cc2B0x2d09B0x1afb
0x2cbeV0x2d09V0x1afb	0x2c76B0x2d09B0x1afb
0x2cc3V0x2d09V0x1afb	0x2ccbB0x2d09B0x1afb
0x2ca0V0x2d09V0x1afb	0x2ca8B0x2d09B0x1afb
0x2ca4V0x2d09V0x1afb	0x2c6cB0x2d09B0x1afb
0x2c8fV0x2d09V0x1afb	0x2c78B0x2d09B0x1afb
0x2a40V0x1bc1	0x2a4bB0x1bc1
0x2a2aV0x2a38V0x1bc1	0x2a32B0x2a38B0x1bc1
0x36f4V0x1c9d	0x36fcB0x1c9d
0x36ffV0x1c9d	0x370bB0x1c9d
0x359cV0x36e5V0x1c9d	0x35a4B0x36e5B0x1c9d
0x35a0V0x36e5V0x1c9d	0x3565B0x36e5B0x1c9d
0x358fV0x36e5V0x1c9d	0x3599B0x36e5B0x1c9d
0x2a2aV0x36fcV0x1c9d	0x2a32B0x36fcB0x1c9d
0x376aV0x1cd5	0x3772B0x1cd5
0x376eV0x1cd5	0x3739B0x1cd5
0x3748V0x1cd5	0x3750B0x1cd5
0x374cV0x1cd5	0x3711B0x1cd5
0x3775V0x1cd5	0x3781B0x1cd5
0x373bV0x1cd5	0x3745B0x1cd5
0x22fdV0x3772V0x1cd5	0x2305B0x3772B0x1cd5
0x2a40V0x20b4	0x2a4bB0x20b4
0x2a2aV0x2a38V0x20b4	0x2a32B0x2a38B0x20b4
0x3882V0x2029	0x388dB0x2029
0x388eV0x2029	0x389aB0x2029
0x22fdV0x387aV0x2029	0x2305B0x387aB0x2029
0x2a2aV0x388dV0x2029	0x2a32B0x388dB0x2029
0x3856V0x1e07	0x385eB0x1e07
0x3869V0x1e07	0x3872B0x1e07
0x3834V0x3847V0x1e07	0x383cB0x3847B0x1e07
0x3838V0x3847V0x1e07	0x37fdB0x3847B0x1e07
0x3827V0x3847V0x1e07	0x3831B0x3847B0x1e07
0x2c7dV0x385eV0x1e07	0x2c93B0x385eB0x1e07
0x2ca9V0x385eV0x1e07	0x2cb2B0x385eB0x1e07
0x2cb5V0x385eV0x1e07	0x2cc2B0x385eB0x1e07
0x2cbeV0x385eV0x1e07	0x2c76B0x385eB0x1e07
0x2cc3V0x385eV0x1e07	0x2ccbB0x385eB0x1e07
0x2ca0V0x385eV0x1e07	0x2ca8B0x385eB0x1e07
0x2ca4V0x385eV0x1e07	0x2c6cB0x385eB0x1e07
0x2c8fV0x385eV0x1e07	0x2c78B0x385eB0x1e07
0x38b0V0x1f1b	0x38b8B0x1f1b
0x38c3V0x1f1b	0x38cbB0x1f1b
0x3834V0x38a1V0x1f1b	0x383cB0x38a1B0x1f1b
0x3838V0x38a1V0x1f1b	0x37fdB0x38a1B0x1f1b
0x3827V0x38a1V0x1f1b	0x3831B0x38a1B0x1f1b
0x2d60V0x38b8V0x1f1b	0x2d68B0x38b8B0x1f1b
0x2d64V0x38b8V0x1f1b	0x2d29B0x38b8B0x1f1b
0x2d53V0x38b8V0x1f1b	0x2d5dB0x38b8B0x1f1b
0x3882V0x1e36	0x388dB0x1e36
0x388eV0x1e36	0x389aB0x1e36
0x22fdV0x387aV0x1e36	0x2305B0x387aB0x1e36
0x2a2aV0x388dV0x1e36	0x2a32B0x388dB0x1e36
0x2a40V0x1e86	0x2a4bB0x1e86
0x2a2aV0x2a38V0x1e86	0x2a32B0x2a38B0x1e86
0x2d18V0x1ed4	0x2d21B0x1ed4
0x2c7dV0x2d09V0x1ed4	0x2c93B0x2d09B0x1ed4
0x2ca9V0x2d09V0x1ed4	0x2cb2B0x2d09B0x1ed4
0x2cb5V0x2d09V0x1ed4	0x2cc2B0x2d09B0x1ed4
0x2cbeV0x2d09V0x1ed4	0x2c76B0x2d09B0x1ed4
0x2cc3V0x2d09V0x1ed4	0x2ccbB0x2d09B0x1ed4
0x2ca0V0x2d09V0x1ed4	0x2ca8B0x2d09B0x1ed4
0x2ca4V0x2d09V0x1ed4	0x2c6cB0x2d09B0x1ed4
0x2c8fV0x2d09V0x1ed4	0x2c78B0x2d09B0x1ed4
0x3882V0x1f48	0x388dB0x1f48
0x388eV0x1f48	0x389aB0x1f48
0x22fdV0x387aV0x1f48	0x2305B0x387aB0x1f48
0x2a2aV0x388dV0x1f48	0x2a32B0x388dB0x1f48
0x2a40V0x1f98	0x2a4bB0x1f98
0x2a2aV0x2a38V0x1f98	0x2a32B0x2a38B0x1f98
0x396fV0x2073	0x3977B0x2073
0x397aV0x2073	0x3986B0x2073
0x3834V0x3960V0x2073	0x383cB0x3960B0x2073
0x3838V0x3960V0x2073	0x37fdB0x3960B0x2073
0x3827V0x3960V0x2073	0x3831B0x3960B0x2073
0x2a2aV0x3977V0x2073	0x2a32B0x3977B0x2073
0x248eV0xb99	0x73d8B0xb99
0x2487V0xb99	0x2493B0xb99
0x2495V0xb99	0x24a0B0xb99
0x2470V0x2493V0xb99	0x2478B0x2493B0xb99
0x233bV0x246aB0x2493V0xb99	0x2342B0x246aB0x2493B0xb99
0x2330V0x246aB0x2493V0xb99	0x2338B0x246aB0x2493B0xb99
0x24cdV0x19de	0x73fbB0x19de
0x24c6V0x19de	0x24d2B0x19de
0x24d4V0x19de	0x24dfB0x19de
0x24afV0x24d2V0x19de	0x24b7B0x24d2B0x19de
0x2242V0x24a9B0x24d2V0x19de	0x2249B0x24a9B0x24d2B0x19de
0x2237V0x24a9B0x24d2V0x19de	0x223fB0x24a9B0x24d2B0x19de
0x248eV0x1db9	0x73d8B0x1db9
0x2487V0x1db9	0x2493B0x1db9
0x2495V0x1db9	0x24a0B0x1db9
0x2470V0x2493V0x1db9	0x2478B0x2493B0x1db9
0x233bV0x246aB0x2493V0x1db9	0x2342B0x246aB0x2493B0x1db9
0x2330V0x246aB0x2493V0x1db9	0x2338B0x246aB0x2493B0x1db9
0x2171V0x149	0x217cB0x149
0x215bV0x2169V0x149	0x2163B0x2169B0x149
0x214bV0x215aV0x2169V0x149	0x2153B0x215aB0x2169B0x149
0x2171V0x173	0x217cB0x173
0x215bV0x2169V0x173	0x2163B0x2169B0x173
0x214bV0x215aV0x2169V0x173	0x2153B0x215aB0x2169B0x173
0x244bV0x381	0x2456B0x381
0x2457V0x381	0x2463B0x381
0x22fdV0x2456V0x381	0x2305B0x2456B0x381
0x215bV0x2443V0x381	0x2163B0x2443B0x381
0x214bV0x215aV0x2443V0x381	0x2153B0x215aB0x2443B0x381
0x2171V0x219	0x217cB0x219
0x215bV0x2169V0x219	0x2163B0x2169B0x219
0x214bV0x215aV0x2169V0x219	0x2153B0x215aB0x2169B0x219
0x275fV0x872	0x276aB0x872
0x276bV0x872	0x2777B0x872
0x2778V0x872	0x2784B0x872
0x215bV0x2757V0x872	0x2163B0x2757B0x872
0x214bV0x215aV0x2757V0x872	0x2153B0x215aB0x2757B0x872
0x215bV0x276aV0x872	0x2163B0x276aB0x872
0x214bV0x215aV0x276aV0x872	0x2153B0x215aB0x276aB0x872
0x215bV0x2777V0x872	0x2163B0x2777B0x872
0x214bV0x215aV0x2777V0x872	0x2153B0x215aB0x2777B0x872
0x2171V0x411	0x217cB0x411
0x215bV0x2169V0x411	0x2163B0x2169B0x411
0x214bV0x215aV0x2169V0x411	0x2153B0x215aB0x2169B0x411
0x2171V0x5d8	0x217cB0x5d8
0x215bV0x2169V0x5d8	0x2163B0x2169B0x5d8
0x214bV0x215aV0x2169V0x5d8	0x2153B0x215aB0x2169B0x5d8
0x267fV0x675	0x268aB0x675
0x268bV0x675	0x2697B0x675
0x215bV0x2677V0x675	0x2163B0x2677B0x675
0x214bV0x215aV0x2677V0x675	0x2153B0x215aB0x2677B0x675
0x2669V0x268aV0x675	0x2671B0x268aB0x675
0x2649V0x2668V0x268aV0x675	0x2661B0x2668B0x268aB0x675
0x264cV0x2668V0x268aV0x675	0x265cB0x2668B0x268aB0x675
0x264fV0x2668V0x268aV0x675	0x2657B0x2668B0x268aB0x675
0x2653V0x2668V0x268aV0x675	0x263eB0x2668B0x268aB0x675
0x27e5V0x8bc	0x27edB0x8bc
0x27e9V0x8bc	0x27b4B0x8bc
0x27c3V0x8bc	0x27cbB0x8bc
0x27c7V0x8bc	0x278cB0x8bc
0x27f0V0x8bc	0x27fcB0x8bc
0x27b6V0x8bc	0x27c0B0x8bc
0x215bV0x27edV0x8bc	0x2163B0x27edB0x8bc
0x214bV0x215aV0x27edV0x8bc	0x2153B0x215aB0x27edB0x8bc
0x285bV0x8f3	0x2863B0x8f3
0x285fV0x8f3	0x282aB0x8f3
0x2839V0x8f3	0x2841B0x8f3
0x283dV0x8f3	0x2802B0x8f3
0x2866V0x8f3	0x2872B0x8f3
0x282cV0x8f3	0x2836B0x8f3
0x215bV0x2863V0x8f3	0x2163B0x2863B0x8f3
0x214bV0x215aV0x2863V0x8f3	0x2153B0x215aB0x2863B0x8f3
0x28d1V0x92a	0x28d9B0x92a
0x28d5V0x92a	0x28a0B0x92a
0x28afV0x92a	0x28b7B0x92a
0x28b3V0x92a	0x2878B0x92a
0x28dcV0x92a	0x28e8B0x92a
0x28a2V0x92a	0x28acB0x92a
0x215bV0x28d9V0x92a	0x2163B0x28d9B0x92a
0x214bV0x215aV0x28d9V0x92a	0x2153B0x215aB0x28d9B0x92a
0x2947V0x961	0x294fB0x961
0x294bV0x961	0x2916B0x961
0x2925V0x961	0x292dB0x961
0x2929V0x961	0x28eeB0x961
0x2952V0x961	0x295eB0x961
0x2918V0x961	0x2922B0x961
0x215bV0x294fV0x961	0x2163B0x294fB0x961
0x214bV0x215aV0x294fV0x961	0x2153B0x215aB0x294fB0x961
0x2171V0xb35	0x217cB0xb35
0x215bV0x2169V0xb35	0x2163B0x2169B0xb35
0x214bV0x215aV0x2169V0xb35	0x2153B0x215aB0x2169B0xb35
0x2171V0xe22	0x217cB0xe22
0x215bV0x2169V0xe22	0x2163B0x2169B0xe22
0x214bV0x215aV0x2169V0xe22	0x2153B0x215aB0x2169B0xe22
0x2171V0x1897	0x217cB0x1897
0x215bV0x2169V0x1897	0x2163B0x2169B0x1897
0x214bV0x215aV0x2169V0x1897	0x2153B0x215aB0x2169B0x1897
0x352aV0x197f	0x3535B0x197f
0x3536V0x197f	0x3542B0x197f
0x3543V0x197f	0x354fB0x197f
0x3550V0x197f	0x355cB0x197f
0x3558V0x197f	0x3513B0x197f
0x3514V0x197f	0x351cB0x197f
0x22fdV0x3535V0x197f	0x2305B0x3535B0x197f
0x22fdV0x3542V0x197f	0x2305B0x3542B0x197f
0x215bV0x3522V0x197f	0x2163B0x3522B0x197f
0x214bV0x215aV0x3522V0x197f	0x2153B0x215aB0x3522B0x197f
0x35eaV0x1a5b	0x35f5B0x1a5b
0x35f6V0x1a5b	0x3602B0x1a5b
0x3603V0x1a5b	0x360fB0x1a5b
0x22fdV0x35e2V0x1a5b	0x2305B0x35e2B0x1a5b
0x2a2aV0x3602V0x1a5b	0x2a32B0x3602B0x1a5b
0x2669V0x35f5V0x1a5b	0x2671B0x35f5B0x1a5b
0x2649V0x2668V0x35f5V0x1a5b	0x2661B0x2668B0x35f5B0x1a5b
0x264cV0x2668V0x35f5V0x1a5b	0x265cB0x2668B0x35f5B0x1a5b
0x264fV0x2668V0x35f5V0x1a5b	0x2657B0x2668B0x35f5B0x1a5b
0x2653V0x2668V0x35f5V0x1a5b	0x263eB0x2668B0x35f5B0x1a5b
0x35eaV0x1b6f	0x35f5B0x1b6f
0x35f6V0x1b6f	0x3602B0x1b6f
0x3603V0x1b6f	0x360fB0x1b6f
0x22fdV0x35e2V0x1b6f	0x2305B0x35e2B0x1b6f
0x2a2aV0x3602V0x1b6f	0x2a32B0x3602B0x1b6f
0x2669V0x35f5V0x1b6f	0x2671B0x35f5B0x1b6f
0x2649V0x2668V0x35f5V0x1b6f	0x2661B0x2668B0x35f5B0x1b6f
0x264cV0x2668V0x35f5V0x1b6f	0x265cB0x2668B0x35f5B0x1b6f
0x264fV0x2668V0x35f5V0x1b6f	0x2657B0x2668B0x35f5B0x1b6f
0x2653V0x2668V0x35f5V0x1b6f	0x263eB0x2668B0x35f5B0x1b6f
0x244bV0x1d4a	0x2456B0x1d4a
0x2457V0x1d4a	0x2463B0x1d4a
0x22fdV0x2456V0x1d4a	0x2305B0x2456B0x1d4a
0x215bV0x2443V0x1d4a	0x2163B0x2443B0x1d4a
0x214bV0x215aV0x2443V0x1d4a	0x2153B0x215aB0x2443B0x1d4a
0x21e5V0x19d	0x21f0B0x19d
0x21ecV0x19d	0x21ceB0x19d
0x21cfV0x19d	0x21d7B0x19d
0x21bfV0x21ceV0x19d	0x21c7B0x21ceB0x19d
0x21aeV0x21bdV0x21ceV0x19d	0x21b6B0x21bdB0x21ceB0x19d
0x218dV0x21acV0x21bdV0x21ceV0x19d	0x21a5B0x21acB0x21bdB0x21ceB0x19d
0x2190V0x21acV0x21bdV0x21ceV0x19d	0x21a0B0x21acB0x21bdB0x21ceB0x19d
0x2193V0x21acV0x21bdV0x21ceV0x19d	0x219bB0x21acB0x21bdB0x21ceB0x19d
0x22abV0x1d4	0x7392B0x1d4
0x22a4V0x1d4	0x22b0B0x1d4
0x22b2V0x1d4	0x22bdB0x1d4
0x22c3V0x1d4	0x22ceB0x1d4
0x22d4V0x1d4	0x22dfB0x1d4
0x22e5V0x1d4	0x22f0B0x1d4
0x2252V0x22bdV0x1d4	0x225aB0x22bdB0x1d4
0x2252V0x22ceV0x1d4	0x225aB0x22ceB0x1d4
0x2242V0x224cB0x22bdV0x1d4	0x2249B0x224cB0x22bdB0x1d4
0x2237V0x224cB0x22bdV0x1d4	0x223fB0x224cB0x22bdB0x1d4
0x2242V0x224cB0x22ceV0x1d4	0x2249B0x224cB0x22ceB0x1d4
0x2237V0x224cB0x22ceV0x1d4	0x223fB0x224cB0x22ceB0x1d4
0x228aV0x22dfV0x1d4	0x2292B0x22dfB0x1d4
0x227aV0x2284V0x22dfV0x1d4	0x2281B0x2284B0x22dfB0x1d4
0x226fV0x2284V0x22dfV0x1d4	0x2277B0x2284B0x22dfB0x1d4
0x221fV0x22b0V0x1d4	0x2227B0x22b0B0x1d4
0x220fV0x2219V0x22b0V0x1d4	0x2216B0x2219B0x22b0B0x1d4
0x2204V0x2219V0x22b0V0x1d4	0x220cB0x2219B0x22b0B0x1d4
0x214bV0x2203V0x2219V0x22b0V0x1d4	0x2153B0x2203B0x2219B0x22b0B0x1d4
0x2371V0x23a	0x73b5B0x23a
0x236aV0x23a	0x2376B0x23a
0x2378V0x23a	0x2383B0x23a
0x2389V0x23a	0x2394B0x23a
0x239aV0x23a	0x23a5B0x23a
0x23abV0x23a	0x23b6B0x23a
0x23bcV0x23a	0x23c7B0x23a
0x23cdV0x23a	0x23d8B0x23a
0x23deV0x23a	0x23e9B0x23a
0x23efV0x23a	0x23faB0x23a
0x234bV0x2376V0x23a	0x2353B0x2376B0x23a
0x234bV0x2383V0x23a	0x2353B0x2383B0x23a
0x234bV0x2394V0x23a	0x2353B0x2394B0x23a
0x234bV0x23a5V0x23a	0x2353B0x23a5B0x23a
0x233bV0x2345B0x2376V0x23a	0x2342B0x2345B0x2376B0x23a
0x2330V0x2345B0x2376V0x23a	0x2338B0x2345B0x2376B0x23a
0x233bV0x2345B0x2383V0x23a	0x2342B0x2345B0x2383B0x23a
0x2330V0x2345B0x2383V0x23a	0x2338B0x2345B0x2383B0x23a
0x233bV0x2345B0x2394V0x23a	0x2342B0x2345B0x2394B0x23a
0x2330V0x2345B0x2394V0x23a	0x2338B0x2345B0x2394B0x23a
0x233bV0x2345B0x23a5V0x23a	0x2342B0x2345B0x23a5B0x23a
0x2330V0x2345B0x23a5V0x23a	0x2338B0x2345B0x23a5B0x23a
0x228aV0x23e9V0x23a	0x2292B0x23e9B0x23a
0x227aV0x2284V0x23e9V0x23a	0x2281B0x2284B0x23e9B0x23a
0x226fV0x2284V0x23e9V0x23a	0x2277B0x2284B0x23e9B0x23a
0x221fV0x23b6V0x23a	0x2227B0x23b6B0x23a
0x220fV0x2219V0x23b6V0x23a	0x2216B0x2219B0x23b6B0x23a
0x2204V0x2219V0x23b6V0x23a	0x220cB0x2219B0x23b6B0x23a
0x214bV0x2203V0x2219V0x23b6V0x23a	0x2153B0x2203B0x2219B0x23b6B0x23a
0x221fV0x23c7V0x23a	0x2227B0x23c7B0x23a
0x220fV0x2219V0x23c7V0x23a	0x2216B0x2219B0x23c7B0x23a
0x2204V0x2219V0x23c7V0x23a	0x220cB0x2219B0x23c7B0x23a
0x214bV0x2203V0x2219V0x23c7V0x23a	0x2153B0x2203B0x2219B0x23c7B0x23a
0x221fV0x23d8V0x23a	0x2227B0x23d8B0x23a
0x220fV0x2219V0x23d8V0x23a	0x2216B0x2219B0x23d8B0x23a
0x2204V0x2219V0x23d8V0x23a	0x220cB0x2219B0x23d8B0x23a
0x214bV0x2203V0x2219V0x23d8V0x23a	0x2153B0x2203B0x2219B0x23d8B0x23a
0x2432V0x26b	0x243dB0x26b
0x2439V0x26b	0x241bB0x26b
0x241cV0x26b	0x2424B0x26b
0x240cV0x241bV0x26b	0x2414B0x241bB0x26b
0x21aeV0x240aV0x241bV0x26b	0x21b6B0x240aB0x241bB0x26b
0x218dV0x21acV0x240aV0x241bV0x26b	0x21a5B0x21acB0x240aB0x241bB0x26b
0x2190V0x21acV0x240aV0x241bV0x26b	0x21a0B0x21acB0x240aB0x241bB0x26b
0x2193V0x21acV0x240aV0x241bV0x26b	0x219bB0x21acB0x240aB0x241bB0x26b
0x25cdV0x49f	0x25d8B0x49f
0x2540V0x25c4V0x49f	0x254cB0x25c4B0x49f
0x2553V0x25c4V0x49f	0x255fB0x25c4B0x49f
0x255bV0x25c4V0x49f	0x24f7B0x25c4B0x49f
0x2566V0x25c4V0x49f	0x2572B0x25c4B0x49f
0x24f8V0x25c4V0x49f	0x2500B0x25c4B0x49f
0x2579V0x25c4V0x49f	0x2585B0x25c4B0x49f
0x258cV0x25c4V0x49f	0x2598B0x25c4B0x49f
0x259fV0x25c4V0x49f	0x25abB0x25c4B0x49f
0x25b2V0x25c4V0x49f	0x25beB0x25c4B0x49f
0x25baV0x25c4V0x49f	0x2515B0x25c4B0x49f
0x2516V0x25c4V0x49f	0x251eB0x25c4B0x49f
0x252eV0x25c4V0x49f	0x2539B0x25c4B0x49f
0x2507V0x2572V0x25c4V0x49f	0x250fB0x2572B0x25c4B0x49f
0x2507V0x2585V0x25c4V0x49f	0x250fB0x2585B0x25c4B0x49f
0x2507V0x2598V0x25c4V0x49f	0x250fB0x2598B0x25c4B0x49f
0x24e9V0x2539V0x25c4V0x49f	0x24f1B0x2539B0x25c4B0x49f
0x214bV0x24e8V0x2539V0x25c4V0x49f	0x2153B0x24e8B0x2539B0x25c4B0x49f
0x24e9V0x255fV0x25c4V0x49f	0x24f1B0x255fB0x25c4B0x49f
0x214bV0x24e8V0x255fV0x25c4V0x49f	0x2153B0x24e8B0x255fB0x25c4B0x49f
0x24e9V0x2524V0x25c4V0x49f	0x24f1B0x2524B0x25c4B0x49f
0x214bV0x24e8V0x2524V0x25c4V0x49f	0x2153B0x24e8B0x2524B0x25c4B0x49f
0x260dV0x666	0x2615B0x666
0x2618V0x666	0x2620B0x666
0x262cV0x666	0x2638B0x666
0x2633V0x666	0x741eB0x666
0x2a53V0xaf5	0x2a5bB0xaf5
0x2a5eV0xaf5	0x2a66B0xaf5
0x2a72V0xaf5	0x2a7eB0xaf5
0x2a79V0xaf5	0x746aB0xaf5
