review_id,contract_address,exact_bytecode_hash,bytecode_family_id,represented_contract_count,verified_project_name,coverage_status,llm_label,llm_confidence,llm_explanation,evidence_summary,decision,final_label,final_confidence,comment,llm_risk_categories,llm_uncertainties,represented_addresses,bytecode_length,first_observed_block,authorization_frequency,evidence_path,explorer_link,diagnostic_reasons
V2-0009,0xcb9a7207e42210229800424149604f7993a2d1c0,0546afecf3f0822ae2d925aa1e3c1b0bc6acbd2df3fbe9420cb6ffa46c785080,FAM00136,1,,COMPLETE,R2,medium,0xcb9a7207e42210229800424149604f7993a2d1c0: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=2568B meta=53B; reachable={'CALL': 8}; unguarded=none; guards=20; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0xcb9a7207e42210229800424149604f7993a2d1c0,2621,25642173,20,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xcb9a7207e42210229800424149604f7993a2d1c0.json,https://etherscan.io/address/0xcb9a7207e42210229800424149604f7993a2d1c0,label_changed_v1_B_to_v2_R2
V2-0010,0xf1adfb6e5eaa7616c1e29c59e4c845f9d09feea9,0587fcfdec19eff69947af117cd107e915ddb076826c6d86eba9742a08d11d63,FAM00016,1,,PARTIAL,R2,low,0xf1adfb6e5eaa7616c1e29c59e4c845f9d09feea9: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xf1adfb6e5eaa7616c1e29c59e4c845f9d09feea9,13527,25608397,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xf1adfb6e5eaa7616c1e29c59e4c845f9d09feea9.json,https://etherscan.io/address/0xf1adfb6e5eaa7616c1e29c59e4c845f9d09feea9,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0011,0x000000d431c6af6dbc651184c9c8abf98462789b,05b2dc3b74112e34d19028f8b9141c4016a9cb1463b634739ee55fbd6fbef852,FAM00010,1,,PARTIAL,R2,low,0x000000d431c6af6dbc651184c9c8abf98462789b: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=6609B meta=53B; reachable={'CALL': 4, 'SSTORE': 1}; unguarded={'CALL': 1}; guards=10; ecrecover=True; unresolved_jumps=6; coverage=PARTIAL; coverage_reasons=6 dynamic JUMP target(s) could not be resolved; 9 stack underflow(s) during symbolic execution",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: 6 dynamic JUMP target(s) could not be resolved; 9 stack underflow(s) during symbolic execution | No verified source on Sourcify to corroborate the bytecode evidence.",0x000000d431c6af6dbc651184c9c8abf98462789b,6662,25612117,151,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x000000d431c6af6dbc651184c9c8abf98462789b.json,https://etherscan.io/address/0x000000d431c6af6dbc651184c9c8abf98462789b,low_confidence
V2-0014,0x1620e126e62e693659bb6f2a5f82c6d4cc34bf9f,06b2731ac34a20595c8a30fe07fffd1e95ae25ba7b8e805e816dca0aac7d83bf,FAM00016,1,,PARTIAL,R2,low,0x1620e126e62e693659bb6f2a5f82c6d4cc34bf9f: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x1620e126e62e693659bb6f2a5f82c6d4cc34bf9f,13527,25614484,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x1620e126e62e693659bb6f2a5f82c6d4cc34bf9f.json,https://etherscan.io/address/0x1620e126e62e693659bb6f2a5f82c6d4cc34bf9f,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0024,0x2778c550f989a2fef56c39ba5b0a8f885285dd66,08d3f2158cbe3049fda435c12c7392ce9039bf372ff1f411e5f1a5f76f62b371,FAM00016,1,,PARTIAL,R2,low,0x2778c550f989a2fef56c39ba5b0a8f885285dd66: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x2778c550f989a2fef56c39ba5b0a8f885285dd66,13527,25627997,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2778c550f989a2fef56c39ba5b0a8f885285dd66.json,https://etherscan.io/address/0x2778c550f989a2fef56c39ba5b0a8f885285dd66,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0026,0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b,091a1addecbbfdff936b30ccf976475d9c969a0b18e9573d0e1aafcf15453c7b,FAM00016,1,,PARTIAL,R2,low,0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b,13527,25615509,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b.json,https://etherscan.io/address/0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0028,0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988,0969925ed579db49d3a579fcc508c7ec5e4df7fd86f8d431f7028730b7f5a7c0,FAM00095,1,SOURCIFY_VERIFIED_UNNAMED,COMPLETE,R2,medium,0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=2680B meta=53B; reachable={'SSTORE': 1, 'CALL': 1}; unguarded=none; guards=2; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve.",0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988,2733,25595654,10,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988.json,https://etherscan.io/address/0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988,verified_source; label_changed_v1_B_to_v2_R2
V2-0034,0x0000000020fe2f30453074ad916edeb653ec7e9d,0b7ffcdc71f85149b91065fc79f727c802535279d05082ecdc6dbcd7a750ddfc,FAM00003,1,Biconomy_Nexus_v1.3.1,PARTIAL,R2,low,"0x0000000020fe2f30453074ad916edeb653ec7e9d: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation, unresolved_proxy_target). Documented as Biconomy_Nexus_v1.3.1.","exec=24541B meta=0B; reachable={'CALL': 25, 'DELEGATECALL': 6, 'SSTORE': 16}; unguarded={'CALL': 6, 'SSTORE': 7}; guards=99; ecrecover=True; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target",,,,,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation; unresolved_proxy_target,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | A reachable DELEGATECALL has a non-constant target: the code actually executed in the EOA's context depends on runtime state and may be upgradeable. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target | No verified source on Sourcify to corroborate the bytecode evidence.",0x0000000020fe2f30453074ad916edeb653ec7e9d,24541,25644459,10,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0000000020fe2f30453074ad916edeb653ec7e9d.json,https://etherscan.io/address/0x0000000020fe2f30453074ad916edeb653ec7e9d,low_confidence; documented_project; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0035,0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf,0ba9c087bd1fd8f04bc412946c10440fcf9148a4b3a3983e9c72b3dc752d59ab,FAM00016,1,,PARTIAL,R2,low,0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf,13527,25628013,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf.json,https://etherscan.io/address/0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0040,0xda3294566b16b0ef00718206a77c9477d72fcbb8,0ceade47c23515bfdf6588b79d1efd3db9ba8a020f988e1cf8c2994c76250aa8,FAM00391,1,,PARTIAL,R2,low,"0xda3294566b16b0ef00718206a77c9477d72fcbb8: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability, unresolved_proxy_target).","exec=22443B meta=0B; reachable={'CALL': 9, 'SSTORE': 4, 'DELEGATECALL': 3}; unguarded=none; guards=48; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target",,,,,guard_dominated_sensitive_capability; unresolved_proxy_target,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | A reachable DELEGATECALL has a non-constant target: the code actually executed in the EOA's context depends on runtime state and may be upgradeable. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target; metadata trailer not separable (executable_fallthrough_into_metadata_possible); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xda3294566b16b0ef00718206a77c9477d72fcbb8,22443,25667991,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xda3294566b16b0ef00718206a77c9477d72fcbb8.json,https://etherscan.io/address/0xda3294566b16b0ef00718206a77c9477d72fcbb8,low_confidence; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0041,0x6d154b2eccaf6c9d2ae0d07897d4cf522ecb2e93,0d215655f3a5b87956b9cf873df2f59c7869a4c41003218969f4ffe72dca7584,FAM00224,1,SOURCIFY_VERIFIED_UNNAMED,PARTIAL,R2,low,0x6d154b2eccaf6c9d2ae0d07897d4cf522ecb2e93: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=5452B meta=53B; reachable={'CALL': 1}; unguarded=none; guards=2; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: SSTOREx1,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: capabilities present in executable code were never reached by the traversal: SSTOREx1",0x6d154b2eccaf6c9d2ae0d07897d4cf522ecb2e93,5505,25598165,16,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x6d154b2eccaf6c9d2ae0d07897d4cf522ecb2e93.json,https://etherscan.io/address/0x6d154b2eccaf6c9d2ae0d07897d4cf522ecb2e93,low_confidence; verified_source; analyzer_disagreement_present_but_unreached
V2-0042,0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896,0d33d260bc8bbfcf0fcedf4fda38925e63b4fd567c8aaf63bd5e4ed0e8a86e68,FAM00180,1,,COMPLETE,R2,medium,"0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability, unguarded_state_write_or_creation).","exec=3303B meta=53B; reachable={'SSTORE': 3, 'CALL': 3}; unguarded={'SSTORE': 1}; guards=4; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability; unguarded_state_write_or_creation,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896,3356,25643996,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896.json,https://etherscan.io/address/0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896,label_changed_v1_B_to_v2_R2
V2-0044,0x0c8c225152faeb06ab88cf825ad61e5c4072e529,0d7b75f773f80cf47f64d7b508adb0df5aa9ef12bffcf88dd8cbb449fdd0cd35,FAM00046,1,,PARTIAL,R2,low,0x0c8c225152faeb06ab88cf825ad61e5c4072e529: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=14469B meta=0B; reachable={'CALL': 11}; unguarded=none; guards=16; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x0c8c225152faeb06ab88cf825ad61e5c4072e529,14469,25649183,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0c8c225152faeb06ab88cf825ad61e5c4072e529.json,https://etherscan.io/address/0x0c8c225152faeb06ab88cf825ad61e5c4072e529,low_confidence; no_recognizable_solidity_metadata
V2-0052,0xe60064f3efde79b0a98217ad5a1270b1daeeb2c9,10475202d24e384f702dd124d3191cbd4acd88ce95bd4584f178f58a96ee2f06,FAM00016,1,,PARTIAL,R2,low,0xe60064f3efde79b0a98217ad5a1270b1daeeb2c9: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xe60064f3efde79b0a98217ad5a1270b1daeeb2c9,13527,25609525,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xe60064f3efde79b0a98217ad5a1270b1daeeb2c9.json,https://etherscan.io/address/0xe60064f3efde79b0a98217ad5a1270b1daeeb2c9,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0055,0xe0ae36347de591a318ac22278d1d4f2f85f8b7d0,119f8898cfcf8d705680f7f548599188a19c6fd76fc037ee1ab2bd9d47276991,FAM00016,1,,PARTIAL,R2,low,0xe0ae36347de591a318ac22278d1d4f2f85f8b7d0: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1, CREATE2x1, DELEGATECALLx1, SSTOREx5",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1, CREATE2x1, DELEGATECALLx1, SSTOREx5; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xe0ae36347de591a318ac22278d1d4f2f85f8b7d0,13527,25628004,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xe0ae36347de591a318ac22278d1d4f2f85f8b7d0.json,https://etherscan.io/address/0xe0ae36347de591a318ac22278d1d4f2f85f8b7d0,low_confidence; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0056,0x15c5998fda2cfe01e99b052b90be359ffa58f9cf,11c56d4fe151f9190d82383a576f1cc648c8947648f5dcecd8ced0a50f4eedb8,FAM00016,1,,PARTIAL,R2,low,0x15c5998fda2cfe01e99b052b90be359ffa58f9cf: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x15c5998fda2cfe01e99b052b90be359ffa58f9cf,13527,25614896,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x15c5998fda2cfe01e99b052b90be359ffa58f9cf.json,https://etherscan.io/address/0x15c5998fda2cfe01e99b052b90be359ffa58f9cf,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0058,0xa7ea63ae1dc11d80f9aed4c836709ba3b28d12d0,128fff192d2d5935c00ff3aeab2d884ec8fa853572911615a2700d2ac70f52db,FAM00319,1,,COMPLETE,R2,medium,0xa7ea63ae1dc11d80f9aed4c836709ba3b28d12d0: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,exec=1812B meta=53B; reachable={'CALL': 3}; unguarded={'CALL': 3}; guards=0; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0xa7ea63ae1dc11d80f9aed4c836709ba3b28d12d0,1865,25646545,4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xa7ea63ae1dc11d80f9aed4c836709ba3b28d12d0.json,https://etherscan.io/address/0xa7ea63ae1dc11d80f9aed4c836709ba3b28d12d0,label_changed_v1_B_to_v2_R2
V2-0062,0xfe01f1d8c4bc794f8fca6d7f39915c6af2bd6980,1366ec37929ad5f1031f36ff1e4b913bef6c4f2bacae4d379fd550b8e91b8829,FAM00451,1,,PARTIAL,R2,low,"0xfe01f1d8c4bc794f8fca6d7f39915c6af2bd6980: reachable sensitive capability whose exploitability is conditional (unguarded_capability_under_incomplete_coverage, unguarded_call_with_unproven_target_control).",exec=2250B meta=53B; reachable={'CALL': 2}; unguarded={'CALL': 2}; guards=0; ecrecover=False; unresolved_jumps=1; coverage=PARTIAL; coverage_reasons=1 dynamic JUMP target(s) could not be resolved,,,,,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control,"Control-flow coverage is PARTIAL, so an unexplored region may contain the guard that dominates these sites. Not escalated to R1 for that reason. | Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: 1 dynamic JUMP target(s) could not be resolved | No verified source on Sourcify to corroborate the bytecode evidence.",0xfe01f1d8c4bc794f8fca6d7f39915c6af2bd6980,2303,25620598,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xfe01f1d8c4bc794f8fca6d7f39915c6af2bd6980.json,https://etherscan.io/address/0xfe01f1d8c4bc794f8fca6d7f39915c6af2bd6980,low_confidence
V2-0073,0xc4adacfe960c5ef36e9d732b2696d2f736333177,163a8fe7d910209ac4d48d55fe2be86d6468caec4a7ec7c2951087af6814a6a7,FAM00354,1,,COMPLETE,R2,medium,0xc4adacfe960c5ef36e9d732b2696d2f736333177: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=11448B meta=53B; reachable={'SSTORE': 4, 'CALL': 1}; unguarded=none; guards=1; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0xc4adacfe960c5ef36e9d732b2696d2f736333177,11501,25631211,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xc4adacfe960c5ef36e9d732b2696d2f736333177.json,https://etherscan.io/address/0xc4adacfe960c5ef36e9d732b2696d2f736333177,proxy_or_delegatecall
V2-0074,0x239b26a77a81c95f96efc8b6cba85f72aacf51c0,16a37178f9fbda736269e4d01b0f6827b50bdb8fafce3271a9fe66e68be73d51,FAM00090,1,SOURCIFY_VERIFIED_UNNAMED,COMPLETE,R2,medium,0x239b26a77a81c95f96efc8b6cba85f72aacf51c0: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=3516B meta=53B; reachable={'SSTORE': 1, 'CALL': 1}; unguarded=none; guards=3; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve.",0x239b26a77a81c95f96efc8b6cba85f72aacf51c0,3569,25670002,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x239b26a77a81c95f96efc8b6cba85f72aacf51c0.json,https://etherscan.io/address/0x239b26a77a81c95f96efc8b6cba85f72aacf51c0,verified_source; label_changed_v1_B_to_v2_R2
V2-0077,0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd,1881595dce23fe167a4b92ea05431da0c912ad2e4241e9367b3be0ed8566317e,FAM00152,1,,COMPLETE,R2,medium,0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=6642B meta=53B; reachable={'CALL': 8}; unguarded=none; guards=9; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd,6695,25609193,72,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd.json,https://etherscan.io/address/0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd,label_changed_v1_B_to_v2_R2
