review_id,contract_address,exact_bytecode_hash,bytecode_family_id,represented_contract_count,verified_project_name,coverage_status,llm_label,llm_confidence,llm_explanation,evidence_summary,decision,final_label,final_confidence,comment,llm_risk_categories,llm_uncertainties,represented_addresses,bytecode_length,first_observed_block,authorization_frequency,evidence_path,explorer_link,diagnostic_reasons,llm_evidence_detail,guard_semantics_observed,prompt_version
V2-0259,0x90288146dab49f899e87e3a54b47f3a9396c5bd6,5c3787680e4425d760c653ba59470113dbe233d2d4f6cf45526a51c5d96f0c3f,FAM00284,1,,COMPLETE,R2,medium,0x90288146dab49f899e87e3a54b47f3a9396c5bd6: a reachable unguarded call has an unresolved callee; that one dependency decides whether it is adequately protected.,"exec=7465B; reachable_dangerous=5; unguarded_dangerous=5; unguarded_targets(calldata=0,const=2,unresolved=3,critical=0); guards=2 (strong=1); ecrecover=True; coverage=COMPLETE",,,,,unresolved_call_target_provenance,"The single blocking dependency is callee provenance: the target is computed through memory, which this analyzer does not track transitively. If it derives from calldata the path is attacker-directed; if from a fixed stored value it is not.",0x90288146dab49f899e87e3a54b47f3a9396c5bd6,7518,25674814,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x90288146dab49f899e87e3a54b47f3a9396c5bd6.json,https://etherscan.io/address/0x90288146dab49f899e87e3a54b47f3a9396c5bd6,,3 reachable unguarded call site(s) whose callee address is neither a constant nor traceable to calldata | strong guards present: 1 (signature_authorization),"signature_authorization (branch depends on an ecrecover result) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0327,0x540fe9bec2470e93aa911906eb560ad6647612c2,76d26274a54629ae9747ab65dc5ed97c6c072855f37f4ee33b10ca659de549ad,FAM00184,1,,COMPLETE,R2,medium,0x540fe9bec2470e93aa911906eb560ad6647612c2: a reachable unguarded call has an unresolved callee; that one dependency decides whether it is adequately protected.,"exec=2214B; reachable_dangerous=1; unguarded_dangerous=1; unguarded_targets(calldata=0,const=0,unresolved=1,critical=0); guards=2 (strong=0); ecrecover=False; coverage=COMPLETE",,,,,unresolved_call_target_provenance,"The single blocking dependency is callee provenance: the target is computed through memory, which this analyzer does not track transitively. If it derives from calldata the path is attacker-directed; if from a fixed stored value it is not.",0x540fe9bec2470e93aa911906eb560ad6647612c2,2267,25609861,20,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x540fe9bec2470e93aa911906eb560ad6647612c2.json,https://etherscan.io/address/0x540fe9bec2470e93aa911906eb560ad6647612c2,label_changed_v1_B_to_v2_R2,1 reachable unguarded call site(s) whose callee address is neither a constant nor traceable to calldata | strong guards present: 0,"storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0587,0xd72bdc8db4b0a34d936b3e96b531a08937608162,e009bbe4fb11fde6bae75bdfd00f88d51daacb3daa96934524405a9e87d1c6da,FAM00385,1,,COMPLETE,R2,medium,0xd72bdc8db4b0a34d936b3e96b531a08937608162: a reachable unguarded call has an unresolved callee; that one dependency decides whether it is adequately protected.,"exec=5224B; reachable_dangerous=3; unguarded_dangerous=1; unguarded_targets(calldata=0,const=0,unresolved=1,critical=0); guards=7 (strong=3); ecrecover=False; coverage=COMPLETE",,,,,unresolved_call_target_provenance,"The single blocking dependency is callee provenance: the target is computed through memory, which this analyzer does not track transitively. If it derives from calldata the path is attacker-directed; if from a fixed stored value it is not.",0xd72bdc8db4b0a34d936b3e96b531a08937608162,5277,25623441,53,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xd72bdc8db4b0a34d936b3e96b531a08937608162.json,https://etherscan.io/address/0xd72bdc8db4b0a34d936b3e96b531a08937608162,,1 reachable unguarded call site(s) whose callee address is neither a constant nor traceable to calldata | strong guards present: 3 (hardcoded_address_check),"hardcoded_address_check (tx.origin compared against a fixed address literal) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0625,0x563f842256263621947cad4deb105e0eaf2deee3,ee558f902140b9f9be74e0f920977a83e2fcf24fe99cb91524e5598793dddc91,FAM00194,1,,COMPLETE,R2,medium,0x563f842256263621947cad4deb105e0eaf2deee3: a reachable unguarded call has an unresolved callee; that one dependency decides whether it is adequately protected.,"exec=10443B; reachable_dangerous=11; unguarded_dangerous=10; unguarded_targets(calldata=0,const=2,unresolved=8,critical=0); guards=8 (strong=1); ecrecover=False; coverage=COMPLETE",,,,,unresolved_call_target_provenance,"The single blocking dependency is callee provenance: the target is computed through memory, which this analyzer does not track transitively. If it derives from calldata the path is attacker-directed; if from a fixed stored value it is not.",0x563f842256263621947cad4deb105e0eaf2deee3,10443,25595323,270,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x563f842256263621947cad4deb105e0eaf2deee3.json,https://etherscan.io/address/0x563f842256263621947cad4deb105e0eaf2deee3,low_confidence; no_recognizable_solidity_metadata,8 reachable unguarded call site(s) whose callee address is neither a constant nor traceable to calldata | strong guards present: 1 (hardcoded_address_check),"hardcoded_address_check (msg.sender compared against a fixed address literal) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0047,0x7517e1ae3b1bb0a13300573b017ebf89e33dcb27,0dec31405bcd2c609d218650cb7715420784f9aaf347ba9cd79989bc574d50ed,FAM00016,1,,PARTIAL,U,medium,"0x7517e1ae3b1bb0a13300573b017ebf89e33dcb27: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1), so whether the reachable capabilities are protected cannot be determined.","exec=13527B; reachable_dangerous=11; unguarded_dangerous=3; unguarded_targets(calldata=0,const=0,unresolved=3,critical=0); guards=1 (strong=1); ecrecover=False; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1",,,,,insufficient_control_flow_coverage,dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1,0x7517e1ae3b1bb0a13300573b017ebf89e33dcb27,13527,25628002,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x7517e1ae3b1bb0a13300573b017ebf89e33dcb27.json,https://etherscan.io/address/0x7517e1ae3b1bb0a13300573b017ebf89e33dcb27,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata,reachable dangerous operations found: 11 | strong authorization guards observed: 1 (hardcoded_address_check),hardcoded_address_check (msg.sender compared against a fixed address literal),v3
V2-0059,0x39165d069fb2ad145cafa7c4bf710f4566aa5218,12f6d2f6bb789399b72774a1b526a9af101673e0ee4fb6b2850dcc0ebf319924,FAM00129,1,,PARTIAL,U,medium,"0x39165d069fb2ad145cafa7c4bf710f4566aa5218: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: CALLCODEx2), so whether the reachable capabilities are protected cannot be determined.","exec=7898B; reachable_dangerous=4; unguarded_dangerous=1; unguarded_targets(calldata=0,const=1,unresolved=0,critical=0); guards=6 (strong=6); ecrecover=False; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: CALLCODEx2",,,,,insufficient_control_flow_coverage,dangerous capabilities present in executable code were never reached by the traversal: CALLCODEx2,0x39165d069fb2ad145cafa7c4bf710f4566aa5218,7898,25595209,283,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x39165d069fb2ad145cafa7c4bf710f4566aa5218.json,https://etherscan.io/address/0x39165d069fb2ad145cafa7c4bf710f4566aa5218,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata,reachable dangerous operations found: 4 | strong authorization guards observed: 6 (hardcoded_address_check),hardcoded_address_check (msg.sender compared against a fixed address literal),v3
V2-0072,0x0e83f7049e82b61251a4a296451ea286475cf918,16051991ac62d9e0d280e45bb7707732fa987038f45c0de0b658f54b9e40c263,FAM00016,1,,PARTIAL,U,medium,"0x0e83f7049e82b61251a4a296451ea286475cf918: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1), so whether the reachable capabilities are protected cannot be determined.","exec=13527B; reachable_dangerous=11; unguarded_dangerous=3; unguarded_targets(calldata=0,const=0,unresolved=3,critical=0); guards=1 (strong=1); ecrecover=False; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1",,,,,insufficient_control_flow_coverage,dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1,0x0e83f7049e82b61251a4a296451ea286475cf918,13527,25616223,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0e83f7049e82b61251a4a296451ea286475cf918.json,https://etherscan.io/address/0x0e83f7049e82b61251a4a296451ea286475cf918,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata,reachable dangerous operations found: 11 | strong authorization guards observed: 1 (hardcoded_address_check),hardcoded_address_check (msg.sender compared against a fixed address literal),v3
V2-0103,0xc105861b60e69ea98c0fdee7fda61c474b4eeda5,2122de2c64a5d9ce4bb9106550d64553a3de73227211801abac271e754184e1b,FAM00016,1,,PARTIAL,U,medium,"0xc105861b60e69ea98c0fdee7fda61c474b4eeda5: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1), so whether the reachable capabilities are protected cannot be determined.","exec=13527B; reachable_dangerous=11; unguarded_dangerous=3; unguarded_targets(calldata=0,const=0,unresolved=3,critical=0); guards=1 (strong=1); ecrecover=False; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1",,,,,insufficient_control_flow_coverage,dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1,0xc105861b60e69ea98c0fdee7fda61c474b4eeda5,13527,25613359,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xc105861b60e69ea98c0fdee7fda61c474b4eeda5.json,https://etherscan.io/address/0xc105861b60e69ea98c0fdee7fda61c474b4eeda5,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata,reachable dangerous operations found: 11 | strong authorization guards observed: 1 (hardcoded_address_check),hardcoded_address_check (msg.sender compared against a fixed address literal),v3
V2-0238,0x612373d7003d694220f7800eeaf8e3924c0951d3,56926d3a19c73d00c503d036de685b104193f90188b6d5ad952f991acd0ec682,FAM00007,1,,PARTIAL,U,medium,"0x612373d7003d694220f7800eeaf8e3924c0951d3: control-flow coverage is incomplete (a reachable DELEGATECALL has an unresolved (non-constant) target), so whether the reachable capabilities are protected cannot be determined.","exec=24504B; reachable_dangerous=7; unguarded_dangerous=3; unguarded_targets(calldata=2,const=0,unresolved=1,critical=1); guards=63 (strong=8); ecrecover=True; coverage=PARTIAL; why_partial=a reachable DELEGATECALL has an unresolved (non-constant) target",,,,,unresolved_proxy_target,a reachable DELEGATECALL has an unresolved (non-constant) target,0x612373d7003d694220f7800eeaf8e3924c0951d3,24504,25595276,700,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x612373d7003d694220f7800eeaf8e3924c0951d3.json,https://etherscan.io/address/0x612373d7003d694220f7800eeaf8e3924c0951d3,low_confidence; proxy_or_delegatecall; no_recognizable_solidity_metadata,"reachable dangerous operations found: 7 | strong authorization guards observed: 8 (hardcoded_address_check, self_call_check)","hardcoded_address_check (msg.sender compared against a fixed address literal) | self_call_check (msg.sender == address(this)) — the canonical EIP-7702 pattern | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0239,0x0055079c877f564f9f624a7b81a3479d8fd05500,56da422675139b3dfc07a7d9b8b3761712132021b2bdece039aa845edab661be,FAM00013,1,SOURCIFY_VERIFIED_UNNAMED,PARTIAL,U,medium,"0x0055079c877f564f9f624a7b81a3479d8fd05500: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: CALLx2), so whether the reachable capabilities are protected cannot be determined.","exec=6956B; reachable_dangerous=0; unguarded_dangerous=0; unguarded_targets(calldata=0,const=0,unresolved=0,critical=0); guards=5 (strong=5); ecrecover=True; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: CALLx2",,,,,insufficient_control_flow_coverage,dangerous capabilities present in executable code were never reached by the traversal: CALLx2,0x0055079c877f564f9f624a7b81a3479d8fd05500,7009,25634645,3,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0055079c877f564f9f624a7b81a3479d8fd05500.json,https://etherscan.io/address/0x0055079c877f564f9f624a7b81a3479d8fd05500,u_case; verified_source; analyzer_disagreement_present_but_unreached; label_changed_v1_B_to_v2_U,"reachable dangerous operations found: 0 | strong authorization guards observed: 5 (hardcoded_address_check, self_call_check, signature_authorization)",hardcoded_address_check (msg.sender compared against a fixed address literal) | self_call_check (msg.sender == address(this)) — the canonical EIP-7702 pattern | signature_authorization (branch depends on an ecrecover result),v3
V2-0295,0x40a044318af172ad8d1228f9dfcff2f7ea929a8c,6cf143c59067ff01618690ea92fa1a1203a6c4e2c25155601035ad8b8b2979f0,FAM00149,1,,PARTIAL,U,medium,"0x40a044318af172ad8d1228f9dfcff2f7ea929a8c: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: DELEGATECALLx1), so whether the reachable capabilities are protected cannot be determined.","exec=2492B; reachable_dangerous=4; unguarded_dangerous=0; unguarded_targets(calldata=0,const=0,unresolved=0,critical=0); guards=7 (strong=6); ecrecover=False; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: DELEGATECALLx1",,,,,insufficient_control_flow_coverage,dangerous capabilities present in executable code were never reached by the traversal: DELEGATECALLx1,0x40a044318af172ad8d1228f9dfcff2f7ea929a8c,2492,25637486,100,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x40a044318af172ad8d1228f9dfcff2f7ea929a8c.json,https://etherscan.io/address/0x40a044318af172ad8d1228f9dfcff2f7ea929a8c,low_confidence; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata,"reachable dangerous operations found: 4 | strong authorization guards observed: 6 (self_call_check, storage_based_caller_check)","self_call_check (msg.sender == address(this)) — the canonical EIP-7702 pattern | storage_based_caller_check (msg.sender compared against a stored authority) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0350,0x60ec737913dbadeda2439fff4ad1dc98aa833a93,81fd1b6a57804c62865573f27529c8da8803e59a131fc9b8d4a8d4bf1b4d04ea,FAM00016,1,,PARTIAL,U,medium,"0x60ec737913dbadeda2439fff4ad1dc98aa833a93: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1), so whether the reachable capabilities are protected cannot be determined.","exec=13527B; reachable_dangerous=11; unguarded_dangerous=3; unguarded_targets(calldata=0,const=0,unresolved=3,critical=0); guards=1 (strong=1); ecrecover=False; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1",,,,,insufficient_control_flow_coverage,dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1,0x60ec737913dbadeda2439fff4ad1dc98aa833a93,13527,25620765,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x60ec737913dbadeda2439fff4ad1dc98aa833a93.json,https://etherscan.io/address/0x60ec737913dbadeda2439fff4ad1dc98aa833a93,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata,reachable dangerous operations found: 11 | strong authorization guards observed: 1 (hardcoded_address_check),hardcoded_address_check (msg.sender compared against a fixed address literal),v3
V2-0498,0xee62fdefdb8ed5e31d851fe7a1002dcd69aeb003,c1984455e822b48bbb7d322cc9005c85f793d4337b81a1d13b1148accd6fb57a,FAM00016,1,,PARTIAL,U,medium,"0xee62fdefdb8ed5e31d851fe7a1002dcd69aeb003: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1, DELEGATECALLx1), so whether the reachable capabilities are protected cannot be determined.","exec=13527B; reachable_dangerous=11; unguarded_dangerous=3; unguarded_targets(calldata=0,const=0,unresolved=3,critical=0); guards=1 (strong=1); ecrecover=False; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1, DELEGATECALLx1",,,,,insufficient_control_flow_coverage,"dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1, DELEGATECALLx1",0xee62fdefdb8ed5e31d851fe7a1002dcd69aeb003,13527,25605395,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xee62fdefdb8ed5e31d851fe7a1002dcd69aeb003.json,https://etherscan.io/address/0xee62fdefdb8ed5e31d851fe7a1002dcd69aeb003,low_confidence; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata,reachable dangerous operations found: 11 | strong authorization guards observed: 1 (hardcoded_address_check),hardcoded_address_check (msg.sender compared against a fixed address literal),v3
V2-0503,0xddfd1df74f389e7506c453066cb1477e4c536c26,c33cd8d6daae3b196ded999c815cd88ae3ce67c86eff9ceeb7c10e454bd77d4f,FAM00016,1,,PARTIAL,U,medium,"0xddfd1df74f389e7506c453066cb1477e4c536c26: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1), so whether the reachable capabilities are protected cannot be determined.","exec=13527B; reachable_dangerous=11; unguarded_dangerous=3; unguarded_targets(calldata=0,const=0,unresolved=3,critical=0); guards=1 (strong=1); ecrecover=False; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1",,,,,insufficient_control_flow_coverage,dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1,0xddfd1df74f389e7506c453066cb1477e4c536c26,13527,25603199,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xddfd1df74f389e7506c453066cb1477e4c536c26.json,https://etherscan.io/address/0xddfd1df74f389e7506c453066cb1477e4c536c26,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata,reachable dangerous operations found: 11 | strong authorization guards observed: 1 (hardcoded_address_check),hardcoded_address_check (msg.sender compared against a fixed address literal),v3
