anon_id,sid,chain,address,class,family_id,stratum,score,pred
C30b9ab499240,base:0xfc1e017812a16fb3650d6110765d2622fd23c1e4,base,0xfc1e017812a16fb3650d6110765d2622fd23c1e4,malicious,F00082,exact_bytecode_conflict,0.1972287148237228,1.0
Cbb0333469bbe,ethereum:0x930fcc37d6042c79211ee18a02857cb1fd7f0d0b,ethereum,0x930fcc37d6042c79211ee18a02857cb1fd7f0d0b,malicious,F00011,exact_bytecode_conflict,0.5708491802215576,1.0
Ce1b0098d3300,ethereum:0xd49c36326b80fcdc3f042d78c96820321bfee1d1,ethereum,0xd49c36326b80fcdc3f042d78c96820321bfee1d1,malicious,F00138,exact_bytecode_conflict,0.8019772171974182,1.0
Cf279359c59e0,bnb:0xb7f7d6714134a313799988b4f160f05d3caf0487,bnb,0xb7f7d6714134a313799988b4f160f05d3caf0487,malicious,F00202,exact_bytecode_conflict,0.5154417157173157,1.0
C13b8068fde78,bnb:0x7bbd933c24536c7ae7f85040f658ef0ffe602805,bnb,0x7bbd933c24536c7ae7f85040f658ef0ffe602805,malicious,F00209,exact_bytecode_conflict,0.9439849257469176,1.0
Ccc2129f8d5f9,polygon:0x000005d2c018e5146489b81e850cf3c31260bd97,polygon,0x000005d2c018e5146489b81e850cf3c31260bd97,malicious,F00037,exact_bytecode_conflict,0.9882965683937072,1.0
Cb0e0a3450861,polygon:0xff02bb0a44881b8496b932d0a2c1fce0e206c88d,polygon,0xff02bb0a44881b8496b932d0a2c1fce0e206c88d,malicious,F00004,exact_bytecode_conflict,0.0022749926429241,0.0
Cea8d919e1acc,ethereum(implied):0x9ff0f2142b1e1e978f7351f8a0370a788f10a539,ethereum(implied),0x9ff0f2142b1e1e978f7351f8a0370a788f10a539,benign_general,F00251,exact_bytecode_conflict,,
C8f0a99858f43,ethereum(implied):0x07783798c66f96f76ba1b96638c15f3d99ace213,ethereum(implied),0x07783798c66f96f76ba1b96638c15f3d99ace213,benign_general,F00252,exact_bytecode_conflict,,
Cde54d21bd25f,ethereum(implied):0xa5da07d8532eb87426bb830ad878cd65a0c41c17,ethereum(implied),0xa5da07d8532eb87426bb830ad878cd65a0c41c17,benign_general,F00227,exact_bytecode_conflict,,
C194972fe9d37,optimism:0xffc39760990e55229fb040a37e58377c578e9732,optimism,0xffc39760990e55229fb040a37e58377c578e9732,benign_cleared,F00690,exact_bytecode_conflict,0.0017199484864249,0.0
C6b092d43e38e,base:0xe5e12d1f4af7de60b484f5561acaff2c0ef79322,base,0xe5e12d1f4af7de60b484f5561acaff2c0ef79322,benign_cleared,F00831,exact_bytecode_conflict,0.0019739076960831,0.0
C4fbd7fd247af,ethereum:0x3eb0ddd2180376b9be9b278957783148bd453fcf,ethereum,0x3eb0ddd2180376b9be9b278957783148bd453fcf,benign_cleared,F00007,exact_bytecode_conflict,0.1230793520808219,1.0
C28a7b10ba0c1,ethereum:0x12a5fde062886ba79ebc4c206b4c2da34d1b892b,ethereum,0x12a5fde062886ba79ebc4c206b4c2da34d1b892b,benign_cleared,F00880,exact_bytecode_conflict,0.0020012368913739,0.0
C4a01f5c8c14a,bnb:0xe458001e15cf79e1ce66b802c93fab435b5868f6,bnb,0xe458001e15cf79e1ce66b802c93fab435b5868f6,benign_cleared,F01180,exact_bytecode_conflict,0.0070826122537255,0.0
Ccab59affa5fc,bnb:0x68d1b0295982445fd3e5eb26aa6a3cc57f1ec80d,bnb,0x68d1b0295982445fd3e5eb26aa6a3cc57f1ec80d,benign_cleared,F01268,exact_bytecode_conflict,0.0039022536948323,0.0
Cff0968141917,bnb:0x6b26cff1469f172af788258c4e9cdbb70a1abc00,bnb,0x6b26cff1469f172af788258c4e9cdbb70a1abc00,benign_cleared,F01300,exact_bytecode_conflict,0.0004283964517526,0.0
C9691f2018533,ethereum(implied):0x9fa5ecb7dd5a4b8148a9a0143beb2fc65b860592,ethereum(implied),0x9fa5ecb7dd5a4b8148a9a0143beb2fc65b860592,benign_general,F00227,highest_scoring_benign_general,,
C522c80662df7,ethereum(implied):0x47c40eda096bacbcef1cbd4665ecfc5da69968dc,ethereum(implied),0x47c40eda096bacbcef1cbd4665ecfc5da69968dc,benign_general,F00242,highest_scoring_benign_general,,
C40e17968360c,ethereum(implied):0xb329140ba66f6a6181f4a6fc1fe888f390b5f917,ethereum(implied),0xb329140ba66f6a6181f4a6fc1fe888f390b5f917,benign_general,F00223,highest_scoring_benign_general,,
Ca26c84ec142e,ethereum(implied):0x3e44ca1ec3311ad15cea614ee1751203c5d71e33,ethereum(implied),0x3e44ca1ec3311ad15cea614ee1751203c5d71e33,benign_general,F00245,highest_scoring_benign_general,,
C63090adb6843,ethereum(implied):0x320b57e9983646373e15e95818c40a0dc8aaab60,ethereum(implied),0x320b57e9983646373e15e95818c40a0dc8aaab60,benign_general,F00234,highest_scoring_benign_general,,
C76908e340c57,ethereum(implied):0x9e86737afeb8c41250ce4203e5fc0cedf5ef9937,ethereum(implied),0x9e86737afeb8c41250ce4203e5fc0cedf5ef9937,benign_general,F00233,highest_scoring_benign_general,,
Ca57ade059229,ethereum(implied):0xf0f14c009f90d127a4842119c9b13d03f1f8ae09,ethereum(implied),0xf0f14c009f90d127a4842119c9b13d03f1f8ae09,benign_general,F00244,highest_scoring_benign_general,,
Ce88eceede70a,ethereum(implied):0x2639476df6c890b69e0ec30eef396e5ab031f6e8,ethereum(implied),0x2639476df6c890b69e0ec30eef396e5ab031f6e8,benign_general,F00230,highest_scoring_benign_general,,
C2d79194f1184,ethereum(implied):0x5eb4ba0c320b59f825cc8d2291f672247aa5d06f,ethereum(implied),0x5eb4ba0c320b59f825cc8d2291f672247aa5d06f,benign_general,F00222,highest_scoring_benign_general,,
Ce338924b6c41,ethereum(implied):0xf57683120252eff8d1f0b5d2c01d329c2026c00c,ethereum(implied),0xf57683120252eff8d1f0b5d2c01d329c2026c00c,benign_general,F00250,highest_scoring_benign_general,,
Ce91ec89ee649,ethereum(implied):0x8d6c5c61e815a53b1d24ac94deec62f31911eeb4,ethereum(implied),0x8d6c5c61e815a53b1d24ac94deec62f31911eeb4,benign_general,F00226,highest_scoring_benign_general,,
Cbc6ef31efc39,ethereum(implied):0x96ff8310ec2b9a679d0119271fbfd20a8e6549ec,ethereum(implied),0x96ff8310ec2b9a679d0119271fbfd20a8e6549ec,benign_general,F00225,highest_scoring_benign_general,,
C8db6a35ff294,ethereum(implied):0xf35a1758c7219edc2ff28a90f78cfefc438a6783,ethereum(implied),0xf35a1758c7219edc2ff28a90f78cfefc438a6783,benign_general,F00255,highest_scoring_benign_general,,
Cf496da5169ee,ethereum(implied):0x491467417ee69d31ebedf2ac4f2e971ec4a8389c,ethereum(implied),0x491467417ee69d31ebedf2ac4f2e971ec4a8389c,benign_general,F00235,highest_scoring_benign_general,,
C117b7e077663,ethereum(implied):0x4577f61d75520eb7e3c8e131e1f2c59e6a5fd0a8,ethereum(implied),0x4577f61d75520eb7e3c8e131e1f2c59e6a5fd0a8,benign_general,F00230,highest_scoring_benign_general,,
C96b43e349938,ethereum(implied):0x84ee928f923c5e662e39c750042e4b396471926c,ethereum(implied),0x84ee928f923c5e662e39c750042e4b396471926c,benign_general,F00236,highest_scoring_benign_general,,
Cfac5037c383d,ethereum(implied):0x65c4d5e574a6ebc5c42aee6a22742c7b3d5372e0,ethereum(implied),0x65c4d5e574a6ebc5c42aee6a22742c7b3d5372e0,benign_general,F00237,highest_scoring_benign_general,,
C87f8418b2b9e,ethereum(implied):0xffa1413371a902515a36d65641bef51288cc8be6,ethereum(implied),0xffa1413371a902515a36d65641bef51288cc8be6,benign_general,F00232,highest_scoring_benign_general,,
C473251127b0a,ethereum(implied):0x72b0a16fbf59756364b960fc56f8ae178fc66ec3,ethereum(implied),0x72b0a16fbf59756364b960fc56f8ae178fc66ec3,benign_general,F00240,highest_scoring_benign_general,,
C9cd26263ba1b,ethereum(implied):0x315ae796d37c3dfe3046b772229620f22c5220b2,ethereum(implied),0x315ae796d37c3dfe3046b772229620f22c5220b2,benign_general,F00246,highest_scoring_benign_general,,
C6718c0054f61,ethereum(implied):0x402f4fc9373624ce410e8cf1cc88994b078b829f,ethereum(implied),0x402f4fc9373624ce410e8cf1cc88994b078b829f,benign_general,F00253,highest_scoring_benign_general,,
C8611964f0978,ethereum(implied):0xbd846a6118d20129130c539ad4879c14061d3197,ethereum(implied),0xbd846a6118d20129130c539ad4879c14061d3197,benign_general,F00229,highest_scoring_benign_general,,
Ca467cd1589d9,ethereum(implied):0x2863c6ce4eeff6d86d443728e60c64e74f837c5b,ethereum(implied),0x2863c6ce4eeff6d86d443728e60c64e74f837c5b,benign_general,F00247,highest_scoring_benign_general,,
