address,exact_bytecode_hash,bytecode_family_id,split_group,split,final_label,coverage_status,first_observed_block,label_origin,propagated_from
0x451d7d6f235c26172d5d39e24d8e96e05e62ff10,85bb640c326e7355b734b0556a0fef980e7d265499b94932d120b81bceabcebd,FAM00156,addr:0xd603deb91664bab7c7efabfce25a94f15b2ef4b7,val,B,COMPLETE,25655960,REVIEWED,0x451d7d6f235c26172d5d39e24d8e96e05e62ff10
0x45e87d68ff89dd2bc7729a86e776af9393ebf845,86fd319ab66813f07f606b926911051c714face270a8cf214abe07b865cd68ad,FAM00158,addr:0x45e87d68ff89dd2bc7729a86e776af9393ebf845,train,B,COMPLETE,25608850,REVIEWED,0x45e87d68ff89dd2bc7729a86e776af9393ebf845
0x45f31d19c1592519240a3695ba2f8f5665da8927,bcd7f3c4accccd0b642386e2d6605ef894b648d9106bc16705b50a6a23e7fec9,FAM00159,addr:0x45f31d19c1592519240a3695ba2f8f5665da8927,val,B,COMPLETE,25636714,REVIEWED,0x45f31d19c1592519240a3695ba2f8f5665da8927
0x46c80a57d5f6b7bf071156ed89ed36731fca1323,46c18631fb76969bd3f3070a265af79dedac1924742fd3495eabf0ccd75871b2,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25611617,REVIEWED,0x46c80a57d5f6b7bf071156ed89ed36731fca1323
0x471bb0cdf57b551660ba4846a83f746259194ff1,d1f7d9c73be953b76afc9f2ad93459e2230ff3196f517e65112acebb31f4efcb,FAM00160,addr:0x471bb0cdf57b551660ba4846a83f746259194ff1,val,U,PARTIAL,25637381,REVIEWED,0x471bb0cdf57b551660ba4846a83f746259194ff1
0x47a51af4b3bc07a389e2f516308782d6e815fb1c,de39566d1247b0b30f2ff65078c714fce95cdfeb177abc580c8eb21925c19ed1,FAM00162,addr:0x47a51af4b3bc07a389e2f516308782d6e815fb1c,train,B,COMPLETE,25623650,REVIEWED,0x47a51af4b3bc07a389e2f516308782d6e815fb1c
0x48362f2848342bc52b0b312431c6c0ff107ecfe4,87c96c0f533ecae74335282ea17333684cadd72d97f4ea365eae1b1039e31276,FAM00096,addr:0xe9707d82341c3ef8feea772223635c981a0789fb,val,B,COMPLETE,25642060,REVIEWED,0x48362f2848342bc52b0b312431c6c0ff107ecfe4
0x487db2fd20522c4a3ed542249483d9a12de66b1f,16d80af121e512f2924da86f03c5921692b2e1ef7ec44f5bc8c221e0a0cd622f,FAM00099,addr:0x487db2fd20522c4a3ed542249483d9a12de66b1f,train,B,COMPLETE,25596909,REVIEWED,0x487db2fd20522c4a3ed542249483d9a12de66b1f
0x48a388338be8b49674dffc6d7a04ca324d1612af,f79de0314b7841c41c799bf0c56cd340eaa764a5d8291c5a5ca792c3d5195f80,FAM00069,addr:0xa8167f866f79e46cbded276ea3db7389ad188003,train,B,COMPLETE,25660901,REVIEWED,0x48a388338be8b49674dffc6d7a04ca324d1612af
0x48fd218c9130536df3d0a6e21d3704b8fa0660fa,9c791f89029aa59734bacfccdb082c7453de895cee505c90a2eaad3e7c6f4a73,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25611004,REVIEWED,0x48fd218c9130536df3d0a6e21d3704b8fa0660fa
0x4986579bcdd269b3f3c51eb0954114b2694afcf4,9c70a5ae88a317c27c02f71e816e1ad095c8c2b3e90eed6185bf87a83274e236,FAM00167,addr:0x4986579bcdd269b3f3c51eb0954114b2694afcf4,train,R2,COMPLETE,25600115,REVIEWED,0x4986579bcdd269b3f3c51eb0954114b2694afcf4
0x49bd6523dffb8e8cc4f8efbc3c3470389ba2c2ac,91515d984f70f25b09919012880205b419023fe1ee91b780fdb43702514517d6,FAM00168,addr:0x49bd6523dffb8e8cc4f8efbc3c3470389ba2c2ac,val,R1,COMPLETE,25659287,REVIEWED,0x49bd6523dffb8e8cc4f8efbc3c3470389ba2c2ac
0x4a39daa326ce573ac22f820a0e54e5b439d8e9ce,72ef8ff906b4090ee0a092d5d83ac97ef74d7b5059787d3d17a06627d7fa643c,FAM00169,addr:0x4a39daa326ce573ac22f820a0e54e5b439d8e9ce,train,B,COMPLETE,25615916,REVIEWED,0x4a39daa326ce573ac22f820a0e54e5b439d8e9ce
0x4aacf559e3e7ed62d1b73ac81b5f5109404aebd5,e9f19a46719c4c250267cbb186c40638ebdc5814b1dbf7fb4ddaf8347da147b2,FAM00170,addr:0x4aacf559e3e7ed62d1b73ac81b5f5109404aebd5,train,U,PARTIAL,25598309,REVIEWED,0x4aacf559e3e7ed62d1b73ac81b5f5109404aebd5
0x4ae24b0edee921d4cc4763efdff1662ae4972f1a,2826bb84049f134e346c9aed2b889e0d36f99384900e0b9195cd28f424531e1e,FAM00094,addr:0xeca8a631f5b06191056e8fa9a0c860d1cc94643a,train,B,COMPLETE,25605325,REVIEWED,0x4ae24b0edee921d4cc4763efdff1662ae4972f1a
0x4b6a05051ead216833b3f9e559b22412e95cb82a,f2c3544ba50a7303fa3d8d41eb272d2fc06c1d69dd748ce009981cba6e651cc5,FAM00096,addr:0xe9707d82341c3ef8feea772223635c981a0789fb,val,B,COMPLETE,25642271,REVIEWED,0x4b6a05051ead216833b3f9e559b22412e95cb82a
0x4bf152a41869b2dd66fd9eb6ee250762f3e01671,22fa014f60216d90373b7d15b49ece42e774889a7a359295f715ffc2d7bc58db,FAM00173,addr:0x4bf152a41869b2dd66fd9eb6ee250762f3e01671,train,B,COMPLETE,25595148,REVIEWED,0x4bf152a41869b2dd66fd9eb6ee250762f3e01671
0x4d073346a707d0a56b73bac8b2e8d5ddf94f93b5,94dd482f0a49ee6b38c722c5b6beecc31fac58b20a93da9776d060d95bbb10db,FAM00176,addr:0x4d073346a707d0a56b73bac8b2e8d5ddf94f93b5,test,B,COMPLETE,25683690,REVIEWED,0x4d073346a707d0a56b73bac8b2e8d5ddf94f93b5
0x4f577087064ea4b5cf294d44cfd56275d9d1ed18,c86cfab4dcff2822fad92a55a3f91cfe3542845ca5e144b1f679f89eb2db128f,FAM00179,addr:0x4f577087064ea4b5cf294d44cfd56275d9d1ed18,train,B,COMPLETE,25595188,REVIEWED,0x4f577087064ea4b5cf294d44cfd56275d9d1ed18
0x5008991f551d32a68818431f0ae3e70e698a656b,cf55651390db60a2106cf16b28410a15ef04caf125a45f5179715941c8114d45,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25602990,REVIEWED,0x5008991f551d32a68818431f0ae3e70e698a656b
0x50e8e9c7638286137c18b2edc6bfad36c6bbe66e,085244a13d7ba82120128aa34f1392a33c7ce901e059d51b5c5b19f30283ad28,FAM00063,addr:0x50e8e9c7638286137c18b2edc6bfad36c6bbe66e,val,B,COMPLETE,25630354,REVIEWED,0x50e8e9c7638286137c18b2edc6bfad36c6bbe66e
0x515db541d7699af28ccf3dc9ab036350f6ecf932,131b9d2343302f877c6ee7ac43eb1ac3a6290d7f4d2245bb31a905ed3e664597,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25615816,REVIEWED,0x515db541d7699af28ccf3dc9ab036350f6ecf932
0x51f286db35d9d97dca64590ee49c07ccb6698730,d76cedf8d4bddb3b353f001a1f993172a4d91ac0e26b98be2565fa7ca526acbe,FAM00061,addr:0xe870793621d4e2694dce54b8d51d23bd107d9fbe,train,B,COMPLETE,25595485,REVIEWED,0x51f286db35d9d97dca64590ee49c07ccb6698730
0x540fe9bec2470e93aa911906eb560ad6647612c2,76d26274a54629ae9747ab65dc5ed97c6c072855f37f4ee33b10ca659de549ad,FAM00184,addr:0x540fe9bec2470e93aa911906eb560ad6647612c2,train,R2,COMPLETE,25609861,REVIEWED,0x540fe9bec2470e93aa911906eb560ad6647612c2
0x547b9169ab3c89e0958ee3580d83cec8551e7a88,6f6cfbf8fc798df0bc81ed7382178a629bdedc71b455e3b05f4a1cf3afdde53f,FAM00186,addr:0x547b9169ab3c89e0958ee3580d83cec8551e7a88,test,B,COMPLETE,25683850,REVIEWED,0x547b9169ab3c89e0958ee3580d83cec8551e7a88
0x54b0c56ae343eb140cfd994235cdc644792ddd5a,28df206d00f81399452932f8bbb08509d9c72b62f04f7e140eb773e3911749b7,FAM00188,addr:0xbd5f148d0ee282b762f0ea34078200a79432e09d,train,B,COMPLETE,25599259,REVIEWED,0x54b0c56ae343eb140cfd994235cdc644792ddd5a
0x54bf93ee1a08af3c90c1cf9973d6e95be9ef65d7,244116e9fd65371c0c720b9eb4643d179de1c1ecf798102cd1d2ea122b899275,FAM00189,addr:0x54bf93ee1a08af3c90c1cf9973d6e95be9ef65d7,train,R2,COMPLETE,25595822,REVIEWED,0x54bf93ee1a08af3c90c1cf9973d6e95be9ef65d7
0x5530776fa2fdf0c2cd242dc6d9bfb29b1e3616be,d18b1c109bd185cbefb997791151582991285c1fa9e59450f35bfd599a745a6f,FAM00190,addr:0x5530776fa2fdf0c2cd242dc6d9bfb29b1e3616be,val,R1,COMPLETE,25636576,REVIEWED,0x5530776fa2fdf0c2cd242dc6d9bfb29b1e3616be
0x557f37550196a3022aec6c2b1b4951900ea3e3c2,c7ae5b57be5feaa33668653e5e509ce3c0aaa1ae8972f8b085479aa619b9e3eb,FAM00192,addr:0x557f37550196a3022aec6c2b1b4951900ea3e3c2,test,B,COMPLETE,25674198,REVIEWED,0x557f37550196a3022aec6c2b1b4951900ea3e3c2
0x55e756ee933501b4ea8d7448b4521abde21f3a15,5aca3355a95ddafd3abfc3efcae08ed57e2680c950f469b6f0247b64826b92b2,FAM00193,addr:0x55e756ee933501b4ea8d7448b4521abde21f3a15,train,R1,COMPLETE,25610138,REVIEWED,0x55e756ee933501b4ea8d7448b4521abde21f3a15
0x563f842256263621947cad4deb105e0eaf2deee3,ee558f902140b9f9be74e0f920977a83e2fcf24fe99cb91524e5598793dddc91,FAM00194,addr:0x563f842256263621947cad4deb105e0eaf2deee3,train,R2,COMPLETE,25595323,REVIEWED,0x563f842256263621947cad4deb105e0eaf2deee3
0x5875d41c1261002786005199dab0cbfc396c680f,44b6a4fa40a5de9d0e8ba68a95005caf905a57c643a3591978bce4aeb01dc45c,FAM00196,addr:0x5875d41c1261002786005199dab0cbfc396c680f,test,B,COMPLETE,25673212,REVIEWED,0x5875d41c1261002786005199dab0cbfc396c680f
0x58e02510ae94eff8e555aad51b2440b2527f9cea,386e6e34fa47b7603c33c88f8177dc84d7d9b2e51ea4e28ba81cde2208872ab4,FAM00197,addr:0x58e02510ae94eff8e555aad51b2440b2527f9cea,train,B,COMPLETE,25623182,REVIEWED,0x58e02510ae94eff8e555aad51b2440b2527f9cea
0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d,fdadb553cb1e210742e748822cf295f7baab01373ddc3ab79c026b9c710f25a4,FAM00198,addr:0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d,train,U,PARTIAL,25595545,REVIEWED,0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d
0x5ccff9b68e64e5debfa0412635598cbb7f148ddd,bfa009ff1aeaf3a8d72cbbca091d81af22dbea19adc649da61e4204d890ae849,FAM00201,addr:0x5ccff9b68e64e5debfa0412635598cbb7f148ddd,train,R1,COMPLETE,25611659,REVIEWED,0x5ccff9b68e64e5debfa0412635598cbb7f148ddd
0x5d6c18590bdb438792e42fad8c76ed76d17a6b1a,5d5ca39d7dca490589755d72af26a1bcebe68c898867791a27719e43f8d4585d,FAM00202,addr:0x5d6c18590bdb438792e42fad8c76ed76d17a6b1a,test,B,COMPLETE,25684369,REVIEWED,0x5d6c18590bdb438792e42fad8c76ed76d17a6b1a
0x5db0e9fe1ec300a6af350077f59aa87b7d45a369,b83c7fe9278c18b239bcbb6467d5f761fc58fbccc9d02d578fb0aef80cec72ae,FAM00203,addr:0x5db0e9fe1ec300a6af350077f59aa87b7d45a369,test,B,COMPLETE,25689378,REVIEWED,0x5db0e9fe1ec300a6af350077f59aa87b7d45a369
0x5e2d13c8bc715749fd8a616705806b0f9d9b7a1a,3e054cd87da4f0b66f8447be8661dbc73fc2c97adf9ced20b6e6c6f859491997,FAM00204,addr:0x5e2d13c8bc715749fd8a616705806b0f9d9b7a1a,train,U,PARTIAL,25597644,REVIEWED,0x5e2d13c8bc715749fd8a616705806b0f9d9b7a1a
0x5efd83239a2710f7f48e575c5d7126f615e2c214,6d6b0f9ba39ec2eadf7c49ef03363e5d80c61e96e608cbebb0f36eee9d612170,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25627998,REVIEWED,0x5efd83239a2710f7f48e575c5d7126f615e2c214
0x60ec737913dbadeda2439fff4ad1dc98aa833a93,81fd1b6a57804c62865573f27529c8da8803e59a131fc9b8d4a8d4bf1b4d04ea,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25620765,REVIEWED,0x60ec737913dbadeda2439fff4ad1dc98aa833a93
0x612373d7003d694220f7800eeaf8e3924c0951d3,56926d3a19c73d00c503d036de685b104193f90188b6d5ad952f991acd0ec682,FAM00007,addr:0x612373d7003d694220f7800eeaf8e3924c0951d3,train,U,PARTIAL,25595276,REVIEWED,0x612373d7003d694220f7800eeaf8e3924c0951d3
0x6191caaa93ba41af2e28920445615badffbe049e,565aa25387884d203e14baad5432fb04be5be63e984dced70ae231f0689444c9,FAM00208,addr:0x6191caaa93ba41af2e28920445615badffbe049e,val,B,COMPLETE,25642713,REVIEWED,0x6191caaa93ba41af2e28920445615badffbe049e
0x61c7ac1d9d0d3efd1a3934794e749cd653a5465f,a2e9d88bdcab81a78ea5c39bc3b06e784fde74da9fa8d79b585704904a36ff47,FAM00083,addr:0x700667b0fa52fddb7262b9498e79e1f62ff69be9,train,B,COMPLETE,25650026,REVIEWED,0x61c7ac1d9d0d3efd1a3934794e749cd653a5465f
0x61f7a6402ea4911c82ec6bbf67370d48914879e7,2bc0104eb79302f26977ca1a884be44cbaee7fa2c952e804c57cec4f22b1a5ed,FAM00210,addr:0x61f7a6402ea4911c82ec6bbf67370d48914879e7,train,B,COMPLETE,25603753,REVIEWED,0x61f7a6402ea4911c82ec6bbf67370d48914879e7
0x63c0c19a282a1b52b07dd5a65b58948a07dae32b,deb51590e22cdf9f70292f763d6d3aea8b078148aae082f3af1eca19bf0aa58c,FAM00212,addr:0x63c0c19a282a1b52b07dd5a65b58948a07dae32b,train,B,COMPLETE,25595148,REVIEWED,0x63c0c19a282a1b52b07dd5a65b58948a07dae32b
0x6640c1cccaf07dbe765ec05e294fe427cc92831c,46e5f5b6ae6b62f7e81bd4c1b0d057bffed95dd58187c4acc11c755b112453ec,FAM00214,addr:0x6640c1cccaf07dbe765ec05e294fe427cc92831c,test,B,COMPLETE,25663118,REVIEWED,0x6640c1cccaf07dbe765ec05e294fe427cc92831c
0x674201ed30037535ca6085391edad285ffa84cbe,e4a629055eaaf5254b82a398ab1689ea083c18554e1b27f950feb9f6bde368e7,FAM00215,addr:0x674201ed30037535ca6085391edad285ffa84cbe,test,B,COMPLETE,25677920,REVIEWED,0x674201ed30037535ca6085391edad285ffa84cbe
0x674a55fc659a843878a7499b674cc733abe14de5,0c67b28f0cf8c04bde389567d2a0d07612593efe8e5b7484def061ccb3d6e616,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25615203,REVIEWED,0x674a55fc659a843878a7499b674cc733abe14de5
0x69f3814cd453980531e3f089448b11ec2ef865e6,249edceadba2a0bb61e3cae450c55ce2a03b2a750e5c5c23d880353e35841ee6,FAM00219,addr:0x69f3814cd453980531e3f089448b11ec2ef865e6,val,B,COMPLETE,25635518,REVIEWED,0x69f3814cd453980531e3f089448b11ec2ef865e6
0x6a6d367579bfc74f86dd61655e0066f60b04e7b9,91867c25963477ed836d7b2ad1d063289df0663183a3fde5192bee023528c955,FAM00220,addr:0x6a6d367579bfc74f86dd61655e0066f60b04e7b9,train,B,COMPLETE,25613349,REVIEWED,0x6a6d367579bfc74f86dd61655e0066f60b04e7b9
0x6aed451a31bd0b01dd789f5d83003c52fc044bad,62a0c101946a97c80e0ecdd20eeee4ac1c3e68c767e38e19b3d6c21ce3705fe0,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25615305,REVIEWED,0x6aed451a31bd0b01dd789f5d83003c52fc044bad
0x6d0a0c88fc4bb805fee880fb514f94101f723d85,e09c1cee7c67fddee848c1e99b28990bbc385a2d69bc6ffca256325095000f4c,FAM00223,addr:0x6d0a0c88fc4bb805fee880fb514f94101f723d85,train,B,COMPLETE,25597892,REVIEWED,0x6d0a0c88fc4bb805fee880fb514f94101f723d85
0x6d7ed70e76192732827817927149ba2b326c9e13,6396f9a94970aa26922b85de8246e9f0da3746a7af8383276a8ada29b6c79b81,FAM00226,addr:0xa660b149f2dee492c62ad502a920c4ed4f0830e0,train,U,PARTIAL,25621490,REVIEWED,0x6d7ed70e76192732827817927149ba2b326c9e13
0x6db68611cf6c10e05caf2245db4bbb93383d223e,d348e8be2d811a98a23a4bd8496bde5ef67384b2610328fa469f60cee92de8db,FAM00230,addr:0x6db68611cf6c10e05caf2245db4bbb93383d223e,val,U,PARTIAL,25651127,REVIEWED,0x6db68611cf6c10e05caf2245db4bbb93383d223e
0x700667b0fa52fddb7262b9498e79e1f62ff69be9,2d9a4fd6da5bf547ca861fa16a349f7376daa35f6104b737a503ba3534da6570,FAM00083,addr:0x700667b0fa52fddb7262b9498e79e1f62ff69be9,train,B,COMPLETE,25623728,REVIEWED,0x700667b0fa52fddb7262b9498e79e1f62ff69be9
0x70147a8a10b6a6d3f00056aff6e339e67d7f8d2a,e94da7a17e36d9def50894091138d3aa2e2864c44f61e159e632453b46c89be3,FAM00233,addr:0x70147a8a10b6a6d3f00056aff6e339e67d7f8d2a,train,R1,COMPLETE,25604250,REVIEWED,0x70147a8a10b6a6d3f00056aff6e339e67d7f8d2a
0x709a519eb51f7153b7560a4aa7033ee4ff45a907,ea9b8deaeedb1063b4b7813a594deaa494929a1d3a67ac8e27cc53fb73850d40,FAM00236,addr:0x709a519eb51f7153b7560a4aa7033ee4ff45a907,val,R1,COMPLETE,25639470,REVIEWED,0x709a519eb51f7153b7560a4aa7033ee4ff45a907
0x74590823134e5523d1ab6c70b0de1bb8f840c69e,480ff0622c5f54708251fb0fd52f50c3c8a9d9c6649beadbc692d96d0068180b,FAM00240,addr:0x74590823134e5523d1ab6c70b0de1bb8f840c69e,train,B,COMPLETE,25599557,REVIEWED,0x74590823134e5523d1ab6c70b0de1bb8f840c69e
0x7483ca5309cbc2d4d66a12e9a2d4d0d6ffdd348c,9d3257bfe1f57e655a2375f78f6e4d3f2f3c6f9f9c7aad222769a718d30117d0,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25628024,REVIEWED,0x7483ca5309cbc2d4d66a12e9a2d4d0d6ffdd348c
0x74b02e949024b3cc3473215a6175de48b90c92f4,ca7aebd26f777eb9fcb01f95e38aa9ad36ed34d38a8023b560021677cae576cf,FAM00241,addr:0x74b02e949024b3cc3473215a6175de48b90c92f4,val,B,COMPLETE,25640447,REVIEWED,0x74b02e949024b3cc3473215a6175de48b90c92f4
0x74f2b03fdec0e9cc35aac867c67bc938233088fd,e31d95754c47ca776244245a20de7fb404d8525e2584a0a41df9b696531ca7dd,FAM00242,addr:0x74f2b03fdec0e9cc35aac867c67bc938233088fd,train,R1,COMPLETE,25595407,REVIEWED,0x74f2b03fdec0e9cc35aac867c67bc938233088fd
0x7517e1ae3b1bb0a13300573b017ebf89e33dcb27,0dec31405bcd2c609d218650cb7715420784f9aaf347ba9cd79989bc574d50ed,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25628002,REVIEWED,0x7517e1ae3b1bb0a13300573b017ebf89e33dcb27
0x75c391310edf24577f53f47c4ae189bdacebc13e,89ad5acdf80ebc74e4e534a726236751dd45d27ae3f91ea2300b046cfba78d72,FAM00244,addr:0x75c391310edf24577f53f47c4ae189bdacebc13e,train,B,COMPLETE,25617910,REVIEWED,0x75c391310edf24577f53f47c4ae189bdacebc13e
0x765bb67215871759d0e54cef5796bb79c48ce2e9,0195ca0a3015d275a7e4ffeb5d2478bfd2c84168d4ab73070c804d46676c0329,FAM00245,addr:0x765bb67215871759d0e54cef5796bb79c48ce2e9,test,U,PARTIAL,25693283,REVIEWED,0x765bb67215871759d0e54cef5796bb79c48ce2e9
0x7702e8e817fc3d5df97b2b3e6a6978c748ef7702,10657093b4d3394a6a15e8aaf6f2929e6661f51b4e342583e5e09cf489b5e494,FAM00248,addr:0x7702e8e817fc3d5df97b2b3e6a6978c748ef7702,test,R1,COMPLETE,25661943,REVIEWED,0x7702e8e817fc3d5df97b2b3e6a6978c748ef7702
0x771484232bde6dad55188c6b1880e8f8c04081f4,14710dbffb8e6e8b5ea936a93b775a4fc35709385f5d4318255dc300b9304413,FAM00249,addr:0x771484232bde6dad55188c6b1880e8f8c04081f4,train,B,COMPLETE,25609033,REVIEWED,0x771484232bde6dad55188c6b1880e8f8c04081f4
0x7785a22facd31db653ba4928f1d5b81d093f0b2f,26bfd04fa2b7fe6a14405ba77ba1c919a87c99777b8d6bb18c5334278beb0606,FAM00250,addr:0x7785a22facd31db653ba4928f1d5b81d093f0b2f,train,B,COMPLETE,25595175,REVIEWED,0x7785a22facd31db653ba4928f1d5b81d093f0b2f
0x7e6bc54553c5b2d83c03e115e9cf6c5f20b3be76,ac4ad902c1c7b5cd43f1c61905a33b3768967b32584bf5801a8aee991afe4f0d,FAM00254,addr:0x7e6bc54553c5b2d83c03e115e9cf6c5f20b3be76,val,U,PARTIAL,25631574,REVIEWED,0x7e6bc54553c5b2d83c03e115e9cf6c5f20b3be76
0x7e74122cc5e8098b798071a7505b7b92ee964883,70c2c801c1d659367ecb041beafdbfefbf554c2d81d683d769d15a81c113d8e3,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25613970,REVIEWED,0x7e74122cc5e8098b798071a7505b7b92ee964883
0x7ebcdcf1b56cfabe51d5238c9f8f17815a755835,b56a94223e0b777a06080de0a92f2853b294219be9c1acdd4a67ae144eda90a6,FAM00257,addr:0x7ebcdcf1b56cfabe51d5238c9f8f17815a755835,test,B,COMPLETE,25687735,REVIEWED,0x7ebcdcf1b56cfabe51d5238c9f8f17815a755835
0x80b52569d50154133444fc617b7206c360bf7e6b,0df657e569045ca9a43b1e523ad549d713efebe2b9e771a97304bba635b48629,FAM00136,addr:0x8566c9396cf6e45cbdb4439d11317bf787c56f12,val,B,COMPLETE,25642159,REVIEWED,0x80b52569d50154133444fc617b7206c360bf7e6b
0x810b0c57e28369e0eec3b5ae3544c6c309bce005,3f95222364176dec9f05648fb1fe97ad261238cd4fedf2396cf8882a6fce4894,FAM00061,addr:0xe870793621d4e2694dce54b8d51d23bd107d9fbe,train,B,COMPLETE,25692610,PROPAGATED_EXACT_BYTECODE,0x3efe7fe04bed5f9e7150897a9d57fe8d16eeccd1
0x81355a66b2a136907324d1e6b9aab8ebb7567635,83b0d8b0595d8c51bdd6c18e709d2067dad618e51e3090f9f4fbf76ce40c9c52,FAM00261,addr:0x81355a66b2a136907324d1e6b9aab8ebb7567635,val,R1,COMPLETE,25648406,REVIEWED,0x81355a66b2a136907324d1e6b9aab8ebb7567635
0x81aab69e1b91ea709459d6edb57ae397764c4114,fd744a621cf54e0ad9e977a2b15fa89617ba0970d1650bc31983791b29708fec,FAM00262,addr:0x81aab69e1b91ea709459d6edb57ae397764c4114,train,U,PARTIAL,25602524,REVIEWED,0x81aab69e1b91ea709459d6edb57ae397764c4114
0x824de88b4654502b49ba80fdb7e5157639b756f8,ca85f819a2f1770725fd6d51677a5e171a1731bcc3739fd543383b5c64cb50fb,FAM00264,addr:0x824de88b4654502b49ba80fdb7e5157639b756f8,train,U,PARTIAL,25602525,REVIEWED,0x824de88b4654502b49ba80fdb7e5157639b756f8
0x8438ce0831e4f5e7974cabf1647e6b7b276ec094,674502d21eca3348064a460afdb3158bc186c0e790175c75b7b206478391d0a8,FAM00268,addr:0x8438ce0831e4f5e7974cabf1647e6b7b276ec094,val,U,PARTIAL,25642635,REVIEWED,0x8438ce0831e4f5e7974cabf1647e6b7b276ec094
0x8535687b766a712d89abf86a298032e4f19078dd,0ad608ad86d8930780eccec2fe95d790e869c5785e261ea9f712406f5a0efdcc,FAM00269,addr:0x8535687b766a712d89abf86a298032e4f19078dd,train,B,COMPLETE,25623514,REVIEWED,0x8535687b766a712d89abf86a298032e4f19078dd
0x8566c9396cf6e45cbdb4439d11317bf787c56f12,729838046837246fbf5396af00a580b233adde7ebefa26f4f05d5bf3fbccbe30,FAM00136,addr:0x8566c9396cf6e45cbdb4439d11317bf787c56f12,val,B,COMPLETE,25641984,REVIEWED,0x8566c9396cf6e45cbdb4439d11317bf787c56f12
0x85865a99f0db671c38f10188ca390b506ec133d4,1fb5e823c54bde7ebe3540923f8f4da38e73a888b928823eff5e7af834290bd5,FAM00271,addr:0x85865a99f0db671c38f10188ca390b506ec133d4,train,R1,COMPLETE,25598900,REVIEWED,0x85865a99f0db671c38f10188ca390b506ec133d4
0x86131c2916880a8740edf029933f39de5e4d58c1,70ff94dd3b0cc365422a21eebeafa2f6dbf8a03c63797a1a9760a504a4b46527,FAM00069,addr:0xa8167f866f79e46cbded276ea3db7389ad188003,train,B,COMPLETE,25596523,REVIEWED,0x86131c2916880a8740edf029933f39de5e4d58c1
0x868af393d2a611c27afc2ac19d15bccd9fbd38db,282375dee63f540ce98084c4974daf050ec0281c716b6e11a1d7f166dd9bab66,FAM00272,addr:0x868af393d2a611c27afc2ac19d15bccd9fbd38db,train,U,PARTIAL,25603839,REVIEWED,0x868af393d2a611c27afc2ac19d15bccd9fbd38db
0x870ce2d6dbd39ecd833bc3004bb8c5171faf1d8e,e491133b911c15148c5ca303bd7d590174a274845a66f0ed22c2dd7b6a390ae1,FAM00274,addr:0x870ce2d6dbd39ecd833bc3004bb8c5171faf1d8e,test,B,COMPLETE,25668254,REVIEWED,0x870ce2d6dbd39ecd833bc3004bb8c5171faf1d8e
0x8746ec63759e51d0c05defd275369cec2f054b5b,8cdebcbb5cb84cf16e21c0258cce688a89ddb6a5def1c8acfdf7457d32f13872,FAM00096,addr:0xe9707d82341c3ef8feea772223635c981a0789fb,val,B,COMPLETE,25641883,REVIEWED,0x8746ec63759e51d0c05defd275369cec2f054b5b
0x87a3cc0810cb1bd7a46fdc79fe7faa0dd0ffea56,14deae08bbae21cabb2657354732b965a9a3a102cd59033d57d5b7c0e1ba5460,FAM00275,addr:0x87a3cc0810cb1bd7a46fdc79fe7faa0dd0ffea56,test,B,COMPLETE,25687610,REVIEWED,0x87a3cc0810cb1bd7a46fdc79fe7faa0dd0ffea56
0x88cf071b4bf5facab6712070a671f71282188d46,2ddf1852a3826fd3cd218bfc75350f76efa7b96cfabd5cdc7cce28267bf73de9,FAM00276,addr:0x88cf071b4bf5facab6712070a671f71282188d46,train,R2,COMPLETE,25596970,REVIEWED,0x88cf071b4bf5facab6712070a671f71282188d46
0x901050f96654e0ad017b48da4061563020039d11,49c326cfbe73cd8e22a20fe690fd3d2426c70ea83f93ea8a1111eef082455680,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25628012,REVIEWED,0x901050f96654e0ad017b48da4061563020039d11
