sample_id,label,family_id_theta,fold_id_theta,max_sim_to_train
ethereum:0x98d54ea32246e9aa3b3d531685e1fd34194a3e63,1,F00122,2,0.3984375
ethereum:0xceaa59577cd3302b43eee7e02dad912842786966,1,F00123,1,0.8046875
ethereum:0xf5258ab8fdbf149896985dde1d8ed43fb86f9479,1,F00124,0,0.765625
ethereum:0x572065f25b2af0081bca42d1b173e507e8005e54,1,F00008,0,0.8046875
ethereum:0x7be15e236cdb8c9c5e74c33e2d63e2c184573487,1,F00122,2,0.4375
ethereum:0x4fabb145d64652a948d72533023f6e7a623c7c53,1,F00125,2,0.3046875
ethereum:0xf51d1ccaaf78eead5adfd907880f4f5df5f9a615,1,F00126,1,0.546875
ethereum:0x32f66e05d98fe6a15216f6219f414a4a76d84d7a,1,F00042,1,0.8203125
ethereum:0x5be238e2972441043f3386c4858fd609d1637a29,1,F00048,2,0.8359375
ethereum:0x58b273343b70404f6a68249abb6a4c4560bdbe81,1,F00044,0,0.8828125
ethereum:0xcb3756460556a02138c34431e7aede00cbb487fe,1,F00127,0,0.7578125
ethereum:0x2380e6cc8724360ee4e0b6416353b3c30b1d0b41,1,F00128,4,0.625
ethereum:0xb7893c1fbbc04267af87bdb013d701ef05920462,1,F00124,0,0.765625
ethereum:0x930fcc37d6042c79211ee18a02857cb1fd7f0d0b,1,F00012,4,0.71875
ethereum:0x698cd6d2618baa3e35ecb7322919c5fce95886cf,1,F00129,4,0.1875
ethereum:0x2a0d9353b4d03f7ab026775b78d27e5f35aa60b3,1,F00130,1,0.8046875
ethereum:0xb6785b782571980b3ddb5d40659f4861ff15aa02,1,F00027,3,0.8046875
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,1,F00131,3,0.671875
ethereum:0x300b0ccdc7b0d416593de409b04a5fd930daa9f7,1,F00087,3,0.875
ethereum:0x8613f7e17d522e80a9410a4375032dff82f7e315,1,F00132,2,0.671875
ethereum:0x6b8efeb4a4d1c7d7378b64451bd87cf5578a0b26,1,F00133,1,0.65625
ethereum:0xa37a5abd41f8109b430400f91f1361c7fcedcf18,1,F00007,3,0.8046875
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,1,F00134,0,0.8046875
ethereum:0xb7349b3481ca70c7cb7176c5ed1aa95a35abc397,1,F00135,1,0.671875
ethereum:0x2287bebc41fd56b30ea0cfc278b91de503015148,1,F00048,2,0.7734375
ethereum:0x3ca269ec828a35b292a8cefa1193d18bb244eea0,1,F00016,4,0.625
ethereum:0x5d595731fbdba356ae71b65f6f014749a4eb969a,1,F00136,2,0.8984375
ethereum:0x6f14a6393744adf43be8c3c6c0924f840e7892f6,1,F00006,4,0.828125
ethereum:0xb8165a3c9361e405aa21311883ad6388cd484215,1,F00137,0,0.703125
ethereum:0xe21cec99a4cca4a4bbe98624ea2f8f407462507d,1,F00115,0,0.8515625
ethereum:0xf8cdf743e29bf94fdb71052d7b67239a2cbb3611,1,F00138,1,0.875
ethereum:0xa25f6ef06880a2c7e2bda3e647011235c68bcacb,1,F00025,4,0.7109375
ethereum:0xd9998753a9d5018e6bb80ae81f4a61f5b08fe1b8,1,F00035,1,0.8046875
ethereum:0xbb3783f3e97eea9927900f2cb38afea434cb235a,1,F00035,1,0.796875
ethereum:0x00037763c2c4e6efa6bf9a03775f6a0b5112b578,1,F00014,3,0.890625
ethereum:0x540fe9bec2470e93aa911906eb560ad6647612c2,1,F00006,4,0.828125
ethereum:0x68ae6c736ae31bbab8d8b712cdc1f552e7de7351,1,F00025,4,0.6796875
ethereum:0xff02c0c9644e519256b0e03e19f41793e9c0624f,1,F00035,1,0.796875
ethereum:0x804e70b455f44560a43605fe1e34a02e0c9f79c2,1,F00006,4,0.828125
ethereum:0x66c24762397b3a74f567ad07192c74779c0d8261,1,F00139,3,0.6796875
ethereum:0x6b7879a5d747e30a3adb37a9e41c046928fce933,1,F00006,4,0.828125
ethereum:0x84d05511614272694d3a9cebe896514dbde51f40,1,F00025,4,0.71875
ethereum:0x57a413be621201554abca00bdb25dbbea82f13c8,1,F00035,1,0.8046875
ethereum:0xc6cb2c4d7c277bbd774fd9a9e485c1da0a460ade,1,F00025,4,0.71875
ethereum:0xe51ed17a26a0e88c5ca7b962a2271dea4548ca13,1,F00140,0,0.671875
ethereum:0x0c9900ae00ca9071dae00084006400003900cba7,1,F00141,3,0.7265625
ethereum:0xecdbddd1644a5a53fea4571131c4ed0418f37f61,1,F00142,2,0.6015625
ethereum:0x5144d5655a3cd69efff897330489115c07517bbd,1,F00122,2,0.4375
ethereum:0xbb9461a20ff8fd4111cb9d449ad1596cc288b021,1,F00143,2,0.8671875
ethereum:0xda1978401ba2c0fddde5df5b3c10fb24a1bbf44b,1,F00128,4,0.6171875
ethereum:0x93c1bfc95c20d212c85c6bbc74bd339b3c0086da,1,F00061,3,0.8828125
ethereum:0xa485c48ecbee5eec72d697ab9e985751fab48318,1,F00001,1,0.7890625
ethereum:0x5f0393396359b58366049e7b11aa786de4c473fd,1,F00008,0,0.8046875
ethereum:0xca27f2cc3c3f0fd3ec0f283bf7faf0a5fd4b78e1,1,F00119,2,0.640625
ethereum:0xda3ec82db03d024e54fff2f0eca2cf1b19cf9b11,1,F00144,1,0.609375
ethereum:0x4b39b261659df3d39a4f95d0a5cec6ee2b394be8,1,F00087,3,0.8984375
ethereum:0x912ac7a8ed81a4a0a707c4342a85f2f582440a3b,1,F00073,4,0.71875
ethereum:0x4fcff2c42e8eba63c44b92dd6332a9c75c923751,1,F00036,3,0.53125
ethereum:0x6159fd2b871e4c11fabe564e3b2835eff7ed9969,1,F00138,1,0.890625
ethereum:0x8730af6d97a84a2086411be23902066304550050,1,F00145,4,0.71875
ethereum:0x35f476f48a576e174757d77cf84881e9037848dc,1,F00146,3,0.75
ethereum:0x6f94e6658730eacb340171cbc4a57357a5ffb926,1,F00044,0,0.8828125
ethereum:0x2ae985de063d88fbaf60cdc8e81a9a8cf89d226c,1,F00124,0,0.765625
ethereum:0x912f913496622df4e4efe38e61e1b9554a37e13d,1,F00147,3,0.5703125
ethereum:0x2cba7f7d0728c3cfcfb5f6d0ddcf4af49fa37956,1,F00001,1,0.7890625
ethereum:0x9249d32e20e78c7ad9a3aacc7bbf161e5b02ba07,1,F00148,2,0.5859375
ethereum:0x058c9df053828f5817ef67bac3cd90672ae4489a,1,F00149,3,0.8984375
ethereum:0xb4d2215f6e155566a391edc9b7ab0e816a934af4,1,F00150,1,0.8671875
ethereum:0x000005d2c018e5146489b81e850cf3c31260bd97,1,F00043,0,0.7109375
ethereum:0x6c69f2033bcfa81dae0af6d5dbf1b80378a987f2,1,F00151,1,0.875
ethereum:0xcf45b71a976bf6b71c509936e3f1033cebd8ea14,1,F00152,1,0.8828125
ethereum:0x08f5e230d412f0cd475b03b9acb51d1562f730f9,1,F00025,4,0.6796875
ethereum:0x1e60fa69383fcf5b482a3fa141b0835d434c77d6,1,F00135,1,0.671875
ethereum:0x9a56ac6f7a9c0944f448191a138b9d458fbb3c04,1,F00153,0,0.7578125
ethereum:0xac8919bbbcd06d2540194230a736bdafa9936ebf,1,F00154,1,0.78125
ethereum:0x4c2ddc99a000ceee676bfdf3ba27cb46740206c6,1,F00155,4,0.4921875
ethereum:0xf3a6b50ba75a42922120e3f77dbd72e41ac830c6,1,F00138,1,0.8828125
ethereum:0x14b286892fb33ca530c1f95efab7ae1d51660130,1,F00156,3,0.875
ethereum:0xc4599c6dbc70d3986a628acabbc839d08a98a2b2,1,F00157,2,0.8359375
ethereum:0xc271d8cefdd51a02054217a4442cc10960723879,1,F00020,2,0.890625
ethereum:0x8b52d1c28282ee323d66faa3365dbdf251bc219c,1,F00158,1,0.703125
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,1,F00138,1,0.859375
ethereum:0xf6fcd2ccd2472b71f334c3e4f1a7001f1ee53700,1,F00149,3,0.8203125
ethereum:0x3fb35d27c96adbe45e8814a2a4110cd002422345,1,F00159,1,0.71875
ethereum:0x3220bf967f84160905e4d4326f7dbcd0a2f5a5bf,1,F00025,4,0.6796875
ethereum:0xf21953cc4950fba0d3b59fcc5e7f413ae164e019,1,F00160,4,0.8125
ethereum:0xda81d9eced2ddc2e87242e1ccb18d8ae5f07193e,1,F00044,0,0.8515625
ethereum:0xebc7ad3208228522092eaeaa4124d031ca14fa1b,1,F00161,0,0.71875
ethereum:0xeb736cce9493493138a7758831bb4d3ed16acc8c,1,F00162,3,0.78125
ethereum:0x89046d34e70a65acab2152c26a0c8e493b5ba629,1,F00008,0,0.84375
ethereum:0xf3e6e6ed97b2df9241007026ad4ee9d094e13695,1,F00163,3,0.875
ethereum:0xfdee40030641b66a6af7a53eeedd4740fedb761c,1,F00025,4,0.71875
ethereum:0xa9684b3cd76dbb86049dcc1e9ce75a6ac3f74dce,1,F00164,2,0.7265625
ethereum:0x73c3553cf99de17b9fc6f8ec83d092e3b489b098,1,F00165,1,0.8125
ethereum:0xf5fb3834b41b9ad538fc30a34dae20ecb584cce3,1,F00166,0,0.8828125
ethereum:0x8d95ce736d17e3daa8afb9b8d5b5b68af9518c1c,1,F00167,4,0.734375
ethereum:0x5e7ed20a830eb1f3bae2ed1bcb7c0ea0ad14afca,1,F00146,3,0.75
ethereum:0xbdf96cd5aafe3448ef66019e78c84b00ac2be083,1,F00168,3,0.8125
ethereum:0x2d33b68f3152a43e10b327dbf47bfed0b4a78d10,1,F00169,4,0.765625
ethereum:0xe85c20c9408a07383d932332540d322a1becacb5,1,F00025,4,0.7578125
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,1,F00123,1,0.78125
ethereum:0x179ebfcc4a92d6c7e354a1362d59643c7a967fc9,1,F00170,2,0.734375
ethereum:0x5c486eb696e9f4389a0e61d79d45e92a86a5221e,1,F00171,1,0.65625
ethereum:0xa2e47f21d0340f24131e1be1c0cc6fe2b9d8b8fd,1,F00007,3,0.796875
ethereum:0x00000000007047538007de9dd86921f8992ba638,1,F00172,2,0.375
ethereum:0x93078e0e35daa6cefb532eb57247a6c24a2d0c14,1,F00017,2,0.1640625
ethereum:0xabadf5913a3178c6010a9e01b76c16cbcc1a3f5e,1,F00152,1,0.8828125
ethereum:0x777e03001d4b2b5ecca3a10474ba355f95630f56,1,F00173,2,0.6796875
ethereum:0x00512d0000e0c24900008f3fd3e12600b5bd00b0,1,F00174,2,0.8203125
ethereum:0xee8a08362b98290d6f78f6781b756dd347d2df51,1,F00175,1,0.671875
ethereum:0x3287832c35d5577b4ca2c558a43743ab33b92fa7,1,F00176,0,0.8671875
ethereum:0x9da9f2ce82964766535b39d2793526774f9479f1,1,F00154,1,0.78125
ethereum:0x8d414d524dfbeabee9dfc48a152f8ab85a28eb15,1,F00177,4,0.7890625
ethereum:0x1b6b834e67968c8be8e13cc2f6a92f037bac4a73,1,F00150,1,0.8671875
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,1,F00178,3,0.71875
ethereum:0x7e35895acbf8734a5c47f5d27020d0fbe9e865d4,1,F00179,2,0.6796875
ethereum:0x44f4663f80af5c5f3ce0be5c405a19a221d47100,1,F00146,3,0.734375
ethereum:0xeb63ad112c162be423c6e59246995b4aa48fb1bf,1,F00180,1,0.8671875
ethereum:0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1,F00181,0,0.578125
ethereum:0x19ce015fde363db74eddccb05fcf638ed8e4c8e7,1,F00182,4,0.6953125
ethereum:0x3549c7f6a9d712fd3007efc1b85e0c4acca5c211,1,F00025,4,0.6796875
ethereum:0xb159f6810a4c2ff0a936d593a89545ff75a0aaa2,1,F00183,3,0.8984375
ethereum:0xd49c36326b80fcdc3f042d78c96820321bfee1d1,1,F00161,0,0.71875
ethereum:0x29520f332cf10c6612f47f38881d0568bb6fe971,1,F00184,3,0.40625
ethereum:0xb5629500e7395c5417f8f228fae1a5263fc93159,1,F00130,1,0.8203125
ethereum:0x06837b7cdc7ad0f219ce46215411b1c7d89021cb,1,F00154,1,0.75
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,1,F00134,0,0.7734375
ethereum:0xb66f536510e0554e08082710847385031f75749e,1,F00146,3,0.7578125
ethereum:0xe38e81a06ada5c4515a1fc8266ae470da63c00b4,1,F00025,4,0.71875
ethereum:0x5cb401dec691025bf91e24b54257f2561ee3764e,1,F00150,1,0.8671875
ethereum:0x557f37550196a3022aec6c2b1b4951900ea3e3c2,1,F00057,4,0.65625
ethereum:0xd3dc65efd16487b43530ca2ce05c3ce8da2af1ee,1,F00024,2,0.6796875
ethereum:0xbfc64cd6cec913bcd004faca475581d9eb65a01a,1,F00008,0,0.8671875
ethereum:0x2a755758fb0d25883e8e3e9573b9d2c18c1777db,1,F00142,2,0.625
ethereum:0x4de6dab5c679b18f8bedb8467fa1ad8271721a28,1,F00007,3,0.8046875
ethereum:0x7fbeb059aa52a2618d78bea937fb5497c774c057,1,F00020,2,0.859375
ethereum:0x544bb1d8c8e3b7ca17f620f06eb75b93ddb93a15,1,F00142,2,0.6015625
ethereum:0x8d109b57a2a8be80501c25962f880ff59d6293d6,1,F00138,1,0.8828125
ethereum:0x4a3727de5470132a5ddf48ad95e27361ee0f803c,1,F00130,1,0.8046875
ethereum:0x9eece72f8313d81d9172ec68e1dcb6c1cfd60961,1,F00185,1,0.7734375
ethereum:0xb847f107513522af770ee0aad8da0319e6da32b3,1,F00025,4,0.71875
ethereum:0xcb76f210fff34c2176802579a3f4d57b6d8803de,1,F00044,0,0.8515625
ethereum:0x0a7d91f11f5ca455c742ed32691ce2726e15883c,1,F00150,1,0.8671875
ethereum:0x7f7f0dcbe8add58145b2785afea40950891b44c8,1,F00020,2,0.859375
ethereum:0x9e5bf3d3238ad9e69548494739e8c9eb52eac6d9,1,F00146,3,0.75
ethereum:0xb221f464c8265381054b3dbfda90fd4e5f01ab0e,1,F00124,0,0.7578125
ethereum:0xed8b1d49003bf29528e5521e63e9d37af951b905,1,F00048,2,0.8359375
ethereum:0x0dd61275ecd8666b3bfe77ff1ce17a98b542caad,1,F00028,1,0.875
ethereum:0xfe027bde22d96f0b1fb01605c32e5e6ac40eb376,1,F00186,0,0.5546875
ethereum:0x285002f5846615453053a5074ae7d743ea38201c,1,F00051,4,0.875
ethereum:0x89318ee02b4adda57770267afe5cd8f5242320d2,1,F00058,0,0.7421875
ethereum:0xe9eaef23ac3ce6c232517541c7d361852b06f911,1,F00035,1,0.8046875
ethereum:0x716e87bb0a48ceed408c5b629769d0dd3cc0bd63,1,F00128,4,0.625
ethereum:0xf8f29a89be297b78371bacd7704fa9d29851a5ca,1,F00187,4,0.7890625
ethereum:0xa5482e831dae2ff1acb4006cfeb84361c60bbef9,1,F00078,0,0.890625
ethereum:0x672df215f73e5a998dc76bb6625902334fcbc6c4,1,F00188,3,0.8828125
ethereum:0xae7ab96520de3a18e5e111b5eaab095312d7fe84,1,F00189,2,0.1640625
ethereum:0x710fad1041f0ee79916bb1a6adef662303bb8b6e,1,F00025,4,0.71875
ethereum:0x47a1ef086545283991674ff23a7b5926d09d49ff,1,F00027,3,0.8515625
ethereum:0xf632f40b3e0df3c1b104c14639ef42326b224efa,1,F00190,1,0.7890625
ethereum:0x4be1f53c5597bdc64fbe271f8e44b361aa013d4b,1,F00191,0,0.8359375
ethereum:0x1aef6286650aa180051f7a4b81c854244395ad54,1,F00192,4,0.578125
ethereum:0x0000013e81b16d6f369a3376cb38381c06606ed8,1,F00040,2,0.890625
ethereum:0x2035b40ada2a246ddca8e5cc3debf9654004484b,1,F00008,0,0.8046875
ethereum:0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e,1,F00008,0,0.8359375
ethereum:0x9605236172776a72d14c4f8038e053454ad10ad8,1,F00007,3,0.796875
ethereum:0xb89f4c98d5906383490c06c745a68a08fed48209,1,F00193,3,0.5859375
ethereum:0xa03fc3c62d26253b3ec3076cb871afa3b5fa60ab,1,F00006,4,0.828125
ethereum:0x28d0c57d3f0ae14d6307fea3972d704166e26785,1,F00194,2,0.8984375
ethereum:0xc39d0c269aec8e45563d1616d82f5c6a20065332,1,F00142,2,0.625
ethereum:0xf52a8ce4154e380d8d96477c6cad9296e404c878,1,F00136,2,0.890625
ethereum:0xa88c68635a153ae504b79ba3d0839ffe94fc7508,1,F00130,1,0.859375
ethereum:0xf903dd08547de6601ca1d0a880d0d9912d762d5e,1,F00025,4,0.6796875
ethereum:0x58753e0a351623a4cbaa8e7b247d1e813cb7e3cf,1,F00138,1,0.859375
ethereum:0x70602eac62eda029d878ca4a52690bc276e53c0c,1,F00195,1,0.8359375
ethereum:0x6f46ec250925dbe74d54f7649b876bd6356a4d27,1,F00130,1,0.8125
ethereum:0xb2b28aaf0fa0a9d417d4201a22cfd5dd9ea159ff,1,F00081,1,0.703125
ethereum:0x46b3daa28e41ba2233523acfce0b960331086a7b,1,F00196,4,0.890625
ethereum:0x2c08fc11a7e4e817dbec359eabc8f2117113b091,1,F00071,2,0.75
ethereum:0x6db52cd2d4c1f6f8cc4f6a84b11b43c4e6b9a303,1,F00028,1,0.890625
ethereum:0xeb4ef8f8c42b5dd98a3d2b630a3519e90199208b,1,F00130,1,0.8046875
ethereum:0xf34dc139d91320a58f18245d742f694e83cd4d68,1,F00154,1,0.7734375
ethereum:0xf142c83fec04b13eadbbbc6117f6d8fec59f7318,1,F00197,0,0.8046875
ethereum:0x0000ee48d8540fe16c7e421fd6e61bdecb2748d7,1,F00014,3,0.890625
ethereum:0xac8bd2651a6a366eb036aff84d984586f800cee1,1,F00008,0,0.78125
ethereum:0x0000ce484ce6afbf650eb6b009dae2655aa39fc4,1,F00014,3,0.875
ethereum:0xa669cd8315b80478bdc95acf73defa92a0e8d036,1,F00087,3,0.875
ethereum:0x98e3238b6f82538c4298c92143e3ad1cc7cce559,1,F00198,3,0.2734375
ethereum:0x0fe0a7d4deca2a6e732d6f54f8ac55c7f62b9962,1,F00124,0,0.7578125
ethereum:0x9594dc63e7087611979adf0ee512c37ce8c3ba4c,1,F00199,2,0.5859375
ethereum:0xbd1cf204b8f8510f92c8d4c739573caade890210,1,F00006,4,0.8203125
ethereum:0x577667e200d0ff51df790446de9b3f078c322726,1,F00130,1,0.8046875
ethereum:0x42d2fbbc453ec84e85d0fe4058e6a1a38ca32adb,1,F00007,3,0.8046875
ethereum:0x25684dc148e5c7ad8e8d7cd5078ce431df9b7b4a,1,F00200,1,0.5546875
ethereum:0xf916aa0e33e4b26b7671b46e4bfce1389a9ae180,1,F00201,0,0.5859375
ethereum:0x8799a9fa7da4fb3745342e15c6b12f6ff63c2b0a,1,F00006,4,0.828125
ethereum:0x716af990aa5b57cf9f868c9f1e9de545c57db350,1,F00006,4,0.8359375
ethereum:0x0fae7943e5035b65c842b47373627b7d222ac95e,1,F00202,4,0.8828125
ethereum:0xe4ed9d391b7a8d3ef0110699c814de4402665832,1,F00203,3,0.65625
ethereum:0x1a3279e529a18603d7d9c066f8f42a7a00005e85,1,F00204,2,0.78125
ethereum:0xcd903e88366559dbf83ee1d3257522c6a8c6f206,1,F00205,1,0.8359375
ethereum:0xf67ce7d600bfed7ac9ddb85d082a873633c6eb64,1,F00163,3,0.875
ethereum:0x3bf3846eb3ea815ba1e682c55b78e96de1a8d612,1,F00001,1,0.78125
ethereum:0xac68d6c8805358385a3beaa567037edacbe830d8,1,F00150,1,0.8671875
ethereum:0x5eda019df70bfcbe53e33ea40077c6ee63386301,1,F00044,0,0.8515625
ethereum:0x8c886bf8a303201532820287d51c733f2c8ea15b,1,F00078,0,0.890625
ethereum:0x3b76b2e000697c168ada827bbdc303dd0acf80d8,1,F00206,0,0.875
ethereum:0x630505d8cfafcf56721deb557fdcfdb7dd23810b,1,F00144,1,0.5859375
ethereum:0x89383882fc2d0cd4d7952a3267a3b6dae967e704,1,F00025,4,0.71875
ethereum:0x3d560dad46fbcb746ca145fd4e065ac0af7991ca,1,F00103,4,0.7890625
ethereum:0x82afce297189b8eabc0786f5d9c21c762bcb8216,1,F00007,3,0.7890625
ethereum:0x20f7837aa2078e5455506c9185a5f7200ff32608,1,F00044,0,0.875
ethereum:0xbc597fb4fef6d1d31820a592492dcc5cc9255b5e,1,F00068,4,0.78125
ethereum:0xad96f83ad7df7dcfd3faf724dec83b27bb4d8ded,1,F00207,0,0.5625
ethereum:0x71d3410b017de35ad643f67a4f7bc5d02af4dc71,1,F00143,2,0.8671875
ethereum:0xf1a7aad87cc39b27002b92c413d164b02a158934,1,F00035,1,0.8046875
ethereum:0x8c16769db3c897bf2c61c1af7b4b89e678096a54,1,F00107,3,0.875
ethereum:0x06fc3a599f2b2b535d3e9b32092a64a00324633b,1,F00208,0,0.8828125
ethereum:0x47daf8e221c1807584eea30005fb458fec6afe27,1,F00124,0,0.75
ethereum:0xda4ccc6dc669ec880a132cb7c25c67e82d490e92,1,F00001,1,0.7890625
ethereum:0xef7b31f45b19ffef6f1ff5ae684b78b1a86c1c0c,1,F00002,1,0.875
ethereum:0x1f07336d35c9a70ed086f6aa3c4c0bd1266e6f63,1,F00209,3,0.7734375
ethereum:0xaecc16ab0ed7377db3ce86346a449622f669d0ee,1,F00210,2,0.765625
ethereum:0x2d6d3cc25b79399d52a45901abf0d53c25d05423,1,F00008,0,0.8671875
ethereum:0xb083055e11094618f5c7e1d801f6518184f4b6cc,1,F00008,0,0.75
ethereum:0xb1541b5e1a2ce5dacad595fb9317ddb6f00a0f08,1,F00020,2,0.890625
ethereum:0x066ae77a4bd9ff6bbbfc1c4330d71c9957224b08,1,F00211,1,0.78125
ethereum:0xfd621952b4f7a6887220b3488d849cec3168c138,1,F00008,0,0.8046875
ethereum:0x349c41a8e164a243203605dbd07889d201174d77,1,F00025,4,0.6796875
ethereum:0x67bf36772f3da35683ac840bb0af0cd8e72c7a9e,1,F00011,0,0.65625
ethereum:0x047440829317d30e994964ff6fa1f82884910dde,1,F00212,0,0.8671875
ethereum:0x5c0935ac050e939565c3e42a6882074ebb3eabda,1,F00025,4,0.671875
bnb:0xdc51ffb83fa7f50eae82269fb282e63feecd6fdd,1,F00057,4,0.625
bnb:0x1440b2cb64db1cc5c69513113e5ebfffbc38a451,1,F00001,1,0.828125
bnb:0x71f3be23621ae9fc0c883776d9f78187a7640c8b,1,F00213,4,0.875
bnb:0x4cc5066716d7047b1b816f24f27fb5e275627a1f,1,F00007,3,0.8046875
bnb:0xb8d5b587f5a76e1da6e38bdc813e1a0e7fdec6b0,1,F00214,3,0.859375
bnb:0xd53f5c32eea3e3a141f777e995ee22a0692cb077,1,F00107,3,0.859375
bnb:0xddb2dbdeb44275246515fcdf960e10bd2781f1b5,1,F00142,2,0.6484375
bnb:0xc0698378def6c7e05703bf6c803d5f63ba73c2db,1,F00215,2,0.5625
bnb:0x28b2b2ce79838773008f1cb39184e8da33d6fe8a,1,F00068,4,0.8515625
bnb:0x6f6a83ab804a05007d11a831261be3d7fe2b2f09,1,F00007,3,0.8046875
bnb:0xed79a74c1d95bbf31a3f39a5f3cf9217735adf52,1,F00008,0,0.8046875
bnb:0x8972c34d0030b3a0faeb69051b72c12598cf1879,1,F00016,4,0.6171875
bnb:0xdc534312204495c1e784aa6437593116a608665c,1,F00216,1,0.6796875
bnb:0xef1f6e80c2f405d1a0acd6c36d87457113fb83c9,1,F00197,0,0.8046875
bnb:0x307a7cf5b1e6e55e6060a68939cfc352c6742a43,1,F00044,0,0.8515625
bnb:0xda77f053c1ee9d2901c9cbe69da98c58fed45465,1,F00217,2,0.859375
bnb:0xaf790557ca8cf63530e88fe2f7ac6c6efd38d3b3,1,F00048,2,0.78125
bnb:0xff02c0c9644e519256b0e03e19f41793e9c0624f,1,F00035,1,0.796875
bnb:0x03d3a03315b9a80fd3bb00b1da747f88987f6d8f,1,F00218,0,0.8125
bnb:0x5344e94a2673692959180f5418af73bfe7efae5d,1,F00006,4,0.828125
bnb:0x1107396baebd1da108fdb2691d08a3b3f831b4d6,1,F00025,4,0.6796875
bnb:0xd51134658c71e28238b4d2516b2664f7a98475a4,1,F00219,2,0.734375
bnb:0xa9b1296efce1404b88acc18d0ff2c88831ecdbf2,1,F00217,2,0.8515625
bnb:0x2ea03bbf2df570a354e460e6d76f5eb246483e93,1,F00220,3,0.625
bnb:0x7daca39645b25b09d2f72779c823cfcfc0fc8ab8,1,F00197,0,0.84375
bnb:0x0057f443f4a9720c6df957bf4f2885bc68e0ece8,1,F00221,1,0.8984375
bnb:0xcf4362842477cbeacadf07a300cbcb9cf7a50cc1,1,F00068,4,0.828125
bnb:0x9bf434ecc229f69222bb10fed215a4f5f5a840ae,1,F00220,3,0.625
bnb:0x0be6d14d85bc36898034d6298332eb88206b91bf,1,F00035,1,0.8046875
bnb:0x5f0393396359b58366049e7b11aa786de4c473fd,1,F00008,0,0.8046875
bnb:0x86002727eb3ed276b70ed900f0c243ee2a446768,1,F00024,2,0.6796875
bnb:0x547ccd8a73ec9079dd72c5091baeb7a5ea14254e,1,F00222,4,0.890625
bnb:0x633288b20f63d9f6f71037d6cd4a5090436134f2,1,F00025,4,0.6796875
bnb:0x6db6dc43ad9d9a98d995c343af1e818ed71fa380,1,F00041,0,0.6015625
bnb:0x9fba59fc999c649f3738cfa0d630fcb0a09808c7,1,F00223,1,0.3828125
bnb:0x1dc0c02b418bd68122839ca938cea6d730d88a49,1,F00051,4,0.875
bnb:0x677237ec1e03135888075a498f2dbc5948bdb85e,1,F00224,0,0.8984375
bnb:0x8679ef70e32f9a0e2141e9818654ed2a9db571e9,1,F00045,3,0.8046875
bnb:0x611652ff9caa7f1ef6c2b76da2d4d8ed7c565a77,1,F00225,4,0.859375
bnb:0x4f9526d54fff10a39cc45b8cff90e30dfab9d921,1,F00226,3,0.8671875
bnb:0xe5de516c9a20352aefd21dc35e7097543f7d0f91,1,F00113,2,0.859375
bnb:0x3e15869fd36666a71a2c882baccc2285ff4811cc,1,F00227,0,0.8515625
bnb:0x88700edf44cc2b0d7b7a4c6e76e96566b247e42e,1,F00228,2,0.671875
bnb:0x572065f25b2af0081bca42d1b173e507e8005e54,1,F00008,0,0.8046875
bnb:0x32f66e05d98fe6a15216f6219f414a4a76d84d7a,1,F00042,1,0.8203125
bnb:0xb4e6e92e5be540d50d1146d6564d8b1a1d3dd275,1,F00071,2,0.75
bnb:0x15c432e31d073c85f51b31016ff70f0874a5bab3,1,F00025,4,0.6796875
bnb:0x6aad959be02e67396457ce29730f5ae7a2ef8db0,1,F00222,4,0.875
bnb:0x5d595731fbdba356ae71b65f6f014749a4eb969a,1,F00025,4,0.7109375
bnb:0x6ca82f0fbf6f803c3fc3863ecb64b53ac9e180b5,1,F00229,1,0.765625
bnb:0x3447d54e4358e306d58e5bbfc3a19d728d53f78e,1,F00017,2,0.1640625
bnb:0x04e04545763e803842607adb6c83560cc9fec4dd,1,F00230,0,0.8984375
bnb:0x6585c153881af96f603fce649534a14a73acc04f,1,F00044,0,0.8515625
bnb:0xd6a407ba93704fd10e60ffad2e38389535259327,1,F00007,3,0.7890625
bnb:0x3a6a547e80f82b17fa6d5a618ff7f42a1ec92550,1,F00027,3,0.859375
bnb:0x5daf6257643a872d2f6c0d49434d25f3d4671ad4,1,F00227,0,0.84375
bnb:0x3360ab1feeabb3ae87241afcf69480313df97c39,1,F00060,1,0.6640625
bnb:0xd38732a071239cbecbdc7eba2b5008e6a3ea4127,1,F00231,4,0.890625
bnb:0xa13273977acb3068aae7263eb5487ba5be60840a,1,F00048,2,0.8359375
bnb:0x38c401c978f047e689980da3fb884925575e39a5,1,F00044,0,0.8515625
bnb:0x000005d2c018e5146489b81e850cf3c31260bd97,1,F00043,0,0.7109375
bnb:0x06100887d8c541524c6697c3506885372f970f19,1,F00033,2,0.8984375
