sid,chain,address,bytecode_sha256,code_bytes,opcode_count,label,class,family_id,outer_fold_primary,outer_fold_secondary,label_provenance,external_call_surface,state_write_surface,delegate_proxy_surface,token_movement_selector_surface,approval_selector_surface,code_lifecycle_surface,exact_duplicate_count,bytecode_group_id
ethereum:0xa485c48ecbee5eec72d697ab9e985751fab48318,ethereum,0xa485c48ecbee5eec72d697ab9e985751fab48318,a298faf4deca3513a10eddec126917730a4f31c3b3dd48b3672c440aa0cb74dd,5140,2815,1,malicious,F00001,2.0,4.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,Ba298faf4deca3513
ethereum:0x5f0393396359b58366049e7b11aa786de4c473fd,ethereum,0x5f0393396359b58366049e7b11aa786de4c473fd,b53140f0c09e95faf1e1269260712ba74e925385eb987e7205e8e4a40caec1dd,3597,2164,1,malicious,F00008,2.0,2.0,task_aligned_dataset_v1,1,0,0,1,0,0,4,Bb53140f0c09e95fa
ethereum:0xca27f2cc3c3f0fd3ec0f283bf7faf0a5fd4b78e1,ethereum,0xca27f2cc3c3f0fd3ec0f283bf7faf0a5fd4b78e1,8c30047f610cbffd9a071f06396bf8abd20477e91ebebfb49572d77c4535cb31,4042,2477,1,malicious,F00100,4.0,1.0,task_aligned_dataset_v1,1,0,0,0,0,0,2,B8c30047f610cbffd
ethereum:0xda3ec82db03d024e54fff2f0eca2cf1b19cf9b11,ethereum,0xda3ec82db03d024e54fff2f0eca2cf1b19cf9b11,651b5cea002bf40de5f7ee0c0ec5f5c352ceaf5c82d7d26cf99370e88e46957d,1914,1018,1,malicious,F00122,1.0,2.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B651b5cea002bf40d
ethereum:0x4b39b261659df3d39a4f95d0a5cec6ee2b394be8,ethereum,0x4b39b261659df3d39a4f95d0a5cec6ee2b394be8,161565d52a084c37a627adfe1fb86c0b6bccecb522024cf9fe9c9b2f4d2256ce,2067,1244,1,malicious,F00075,1.0,2.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B161565d52a084c37
ethereum:0x912ac7a8ed81a4a0a707c4342a85f2f582440a3b,ethereum,0x912ac7a8ed81a4a0a707c4342a85f2f582440a3b,1279485af77f65f086af698acb0951e75dc518c0c1edc3b04a3ffaf385290a8a,2053,1198,1,malicious,F00063,1.0,1.0,task_aligned_dataset_v1,1,0,0,1,0,0,1,B1279485af77f65f0
ethereum:0x4fcff2c42e8eba63c44b92dd6332a9c75c923751,ethereum,0x4fcff2c42e8eba63c44b92dd6332a9c75c923751,32233092833c70b85ac65a687aca4be95679c0ba6817f7fca738d4130a28fb3a,7042,3779,1,malicious,F00032,4.0,1.0,task_aligned_dataset_v1,1,0,0,1,0,1,1,B32233092833c70b8
ethereum:0x6159fd2b871e4c11fabe564e3b2835eff7ed9969,ethereum,0x6159fd2b871e4c11fabe564e3b2835eff7ed9969,29c1ab8e4d716c88be8c041c2dea439ac18a34cfaa19f6ec03039728234d2a5d,7027,3909,1,malicious,F00116,3.0,0.0,task_aligned_dataset_v1,1,0,0,1,1,0,1,B29c1ab8e4d716c88
ethereum:0x8730af6d97a84a2086411be23902066304550050,ethereum,0x8730af6d97a84a2086411be23902066304550050,4af50ee3ea3d0ef0f2933fac16c1761fd55bba7d9c56dd0490303ba4580405cd,3341,1786,1,malicious,F00123,0.0,0.0,task_aligned_dataset_v1,1,1,0,0,0,0,1,B4af50ee3ea3d0ef0
ethereum:0x35f476f48a576e174757d77cf84881e9037848dc,ethereum,0x35f476f48a576e174757d77cf84881e9037848dc,9a8f074c3ad76a9a92ddf5c40f38d70d91af531309bfbc26a03a30f0db2af0a8,5754,3209,1,malicious,F00124,2.0,2.0,task_aligned_dataset_v1,1,0,0,0,0,1,1,B9a8f074c3ad76a9a
ethereum:0x6f94e6658730eacb340171cbc4a57357a5ffb926,ethereum,0x6f94e6658730eacb340171cbc4a57357a5ffb926,759a91310ea8a22c08c53827a143ec70106335767fc70a3bc2172d986fd60401,3474,1912,1,malicious,F00038,0.0,3.0,task_aligned_dataset_v1,1,0,0,0,0,1,1,B759a91310ea8a22c
ethereum:0x2ae985de063d88fbaf60cdc8e81a9a8cf89d226c,ethereum,0x2ae985de063d88fbaf60cdc8e81a9a8cf89d226c,a8f585633f6a2bc3c812114df5f963fe5f9ed7dfcfc3c455af196a345561026a,1181,742,1,malicious,F00056,1.0,0.0,task_aligned_dataset_v1,1,0,0,1,0,0,3,Ba8f585633f6a2bc3
ethereum:0x912f913496622df4e4efe38e61e1b9554a37e13d,ethereum,0x912f913496622df4e4efe38e61e1b9554a37e13d,0c4bfb54fc958b8c4e82f9c1ee5a23dde6f0a265bdcd06ec3e8295da8e272104,5162,2597,1,malicious,F00125,4.0,4.0,task_aligned_dataset_v1,1,1,0,0,0,0,1,B0c4bfb54fc958b8c
ethereum:0x2cba7f7d0728c3cfcfb5f6d0ddcf4af49fa37956,ethereum,0x2cba7f7d0728c3cfcfb5f6d0ddcf4af49fa37956,59a43154e5d8a955c49b64b15f4031450799bb8f2ebbf4837517d7d3245e2c3b,5140,2815,1,malicious,F00001,2.0,4.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B59a43154e5d8a955
ethereum:0x9249d32e20e78c7ad9a3aacc7bbf161e5b02ba07,ethereum,0x9249d32e20e78c7ad9a3aacc7bbf161e5b02ba07,29259671f0c4d230b7c47f0e088b3255cdea67932e886c25bbf01ff21fc33d7c,364,133,1,malicious,F00126,3.0,3.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B29259671f0c4d230
ethereum:0x058c9df053828f5817ef67bac3cd90672ae4489a,ethereum,0x058c9df053828f5817ef67bac3cd90672ae4489a,5be1ae496aaf3195c23b6bb098ff8caa0347ca300d25d4d8660adae2cb5b1fb4,702,347,1,malicious,F00127,2.0,2.0,task_aligned_dataset_v1,1,1,0,0,0,0,1,B5be1ae496aaf3195
ethereum:0xb4d2215f6e155566a391edc9b7ab0e816a934af4,ethereum,0xb4d2215f6e155566a391edc9b7ab0e816a934af4,74127a617d956625d2889b57b2138d84b8923ae30be13166725c255f2323314d,871,462,1,malicious,F00128,1.0,1.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B74127a617d956625
ethereum:0x000005d2c018e5146489b81e850cf3c31260bd97,ethereum,0x000005d2c018e5146489b81e850cf3c31260bd97,f8ddb8f73da15753e910e823cc7dfc9b8f2cd64bb67981a0ba1a11d711556c08,5442,2913,1,malicious,F00037,3.0,4.0,task_aligned_dataset_v1,1,1,0,1,0,0,6,Bf8ddb8f73da15753
ethereum:0x6c69f2033bcfa81dae0af6d5dbf1b80378a987f2,ethereum,0x6c69f2033bcfa81dae0af6d5dbf1b80378a987f2,96515d794b4e22cdd88b494010572dfe8821a12f9ea58eb41525d690cb797a65,3447,1771,1,malicious,F00129,0.0,1.0,task_aligned_dataset_v1,1,1,0,0,0,0,1,B96515d794b4e22cd
ethereum:0xcf45b71a976bf6b71c509936e3f1033cebd8ea14,ethereum,0xcf45b71a976bf6b71c509936e3f1033cebd8ea14,6763acfccf649d27c6759a598c343971b42ca6028d064dd17a23215e053a96c2,6202,3404,1,malicious,F00130,1.0,1.0,task_aligned_dataset_v1,1,0,0,1,1,0,1,B6763acfccf649d27
ethereum:0x08f5e230d412f0cd475b03b9acb51d1562f730f9,ethereum,0x08f5e230d412f0cd475b03b9acb51d1562f730f9,694a78d0bd8b6819a57b6e3b7ce6d29ae883f14930b8b6b05e3aad2f42154aed,1042,522,1,malicious,F00023,4.0,2.0,task_aligned_dataset_v1,1,1,1,0,0,0,19,B694a78d0bd8b6819
ethereum:0x1e60fa69383fcf5b482a3fa141b0835d434c77d6,ethereum,0x1e60fa69383fcf5b482a3fa141b0835d434c77d6,8a53886b216996ca656646cba7fcc2231ae717347fc2c9458ee9dd381532a0d6,1615,971,1,malicious,F00113,3.0,4.0,task_aligned_dataset_v1,1,0,0,0,0,1,1,B8a53886b216996ca
ethereum:0x9a56ac6f7a9c0944f448191a138b9d458fbb3c04,ethereum,0x9a56ac6f7a9c0944f448191a138b9d458fbb3c04,0d04a42f56279e01ea2235dcd89cd00621ca5c05fd587fa19555775afd3122f3,2812,1472,1,malicious,F00131,2.0,2.0,task_aligned_dataset_v1,1,1,0,0,0,0,1,B0d04a42f56279e01
ethereum:0xac8919bbbcd06d2540194230a736bdafa9936ebf,ethereum,0xac8919bbbcd06d2540194230a736bdafa9936ebf,5eaa86de41266178d8f1f102505fed199a60ab8bd250ffc773f4aeeadfaadbfd,1857,1075,1,malicious,F00132,0.0,0.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B5eaa86de41266178
ethereum:0x4c2ddc99a000ceee676bfdf3ba27cb46740206c6,ethereum,0x4c2ddc99a000ceee676bfdf3ba27cb46740206c6,3899f86c7d0d1e549f9ba7fc637e22e52d6f807cdf98bcc779c7e2695b3faa9f,403,213,1,malicious,F00133,1.0,1.0,task_aligned_dataset_v1,1,0,0,0,0,1,1,B3899f86c7d0d1e54
ethereum:0xf3a6b50ba75a42922120e3f77dbd72e41ac830c6,ethereum,0xf3a6b50ba75a42922120e3f77dbd72e41ac830c6,bd22a5c085d6bc8d5b7aba44d290ee3457820144a60190bfba0f469d85ea54e9,7027,3916,1,malicious,F00116,3.0,0.0,task_aligned_dataset_v1,1,0,0,1,1,0,1,Bbd22a5c085d6bc8d
ethereum:0x14b286892fb33ca530c1f95efab7ae1d51660130,ethereum,0x14b286892fb33ca530c1f95efab7ae1d51660130,1d919294fecdb6b6d53ad4172cb74dbd4d536a419e4f8abb4845ebdc84183e1f,3091,1623,1,malicious,F00129,0.0,1.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B1d919294fecdb6b6
ethereum:0xc4599c6dbc70d3986a628acabbc839d08a98a2b2,ethereum,0xc4599c6dbc70d3986a628acabbc839d08a98a2b2,1ec7d84766765efc69768bd372d3eb45e7a7d848321c4bae9c20eb3eb97e54a1,551,310,1,malicious,F00134,0.0,0.0,task_aligned_dataset_v1,1,1,0,0,0,1,1,B1ec7d84766765efc
ethereum:0xc271d8cefdd51a02054217a4442cc10960723879,ethereum,0xc271d8cefdd51a02054217a4442cc10960723879,fe7ad06ce917f427cdb905988091a9b7c79ccab831ffb4a4c4ff1bfbce3293be,5302,3060,1,malicious,F00018,1.0,1.0,task_aligned_dataset_v1,1,0,0,1,0,0,1,Bfe7ad06ce917f427
ethereum:0x8b52d1c28282ee323d66faa3365dbdf251bc219c,ethereum,0x8b52d1c28282ee323d66faa3365dbdf251bc219c,bfd8fa3ba8e5bc42265c52ddfacbcdb918dc8c84f270863793788514003e67d5,1826,1106,1,malicious,F00135,4.0,4.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,Bbfd8fa3ba8e5bc42
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,ethereum,0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,101c8919b2d9e03407b8bdaba01867806975ab88bf8df03ea890ce10bea1e67a,7282,4109,1,malicious,F00116,3.0,0.0,task_aligned_dataset_v1,1,0,0,1,1,1,1,B101c8919b2d9e034
ethereum:0xf6fcd2ccd2472b71f334c3e4f1a7001f1ee53700,ethereum,0xf6fcd2ccd2472b71f334c3e4f1a7001f1ee53700,a7b9d05494f2254483b334c48ca506f90847a7876e7803e4aace56dbf37754b5,702,372,1,malicious,F00127,2.0,2.0,task_aligned_dataset_v1,1,1,0,0,0,0,1,Ba7b9d05494f22544
ethereum:0x3fb35d27c96adbe45e8814a2a4110cd002422345,ethereum,0x3fb35d27c96adbe45e8814a2a4110cd002422345,cc4b3834fd6a44f977643b00d10addea0eeb87767308657691fba5071f796808,14786,7231,1,malicious,F00136,3.0,3.0,task_aligned_dataset_v1,1,0,0,1,1,1,1,Bcc4b3834fd6a44f9
ethereum:0x3220bf967f84160905e4d4326f7dbcd0a2f5a5bf,ethereum,0x3220bf967f84160905e4d4326f7dbcd0a2f5a5bf,694a78d0bd8b6819a57b6e3b7ce6d29ae883f14930b8b6b05e3aad2f42154aed,1042,522,1,malicious,F00023,4.0,2.0,task_aligned_dataset_v1,1,1,1,0,0,0,19,B694a78d0bd8b6819
ethereum:0xf21953cc4950fba0d3b59fcc5e7f413ae164e019,ethereum,0xf21953cc4950fba0d3b59fcc5e7f413ae164e019,ba867bcbf33c74803840e3aa9f915f3ff72e76f912ac75526a8637bdd159e7d3,946,500,1,malicious,F00137,2.0,2.0,task_aligned_dataset_v1,1,0,1,0,0,0,1,Bba867bcbf33c7480
ethereum:0xda81d9eced2ddc2e87242e1ccb18d8ae5f07193e,ethereum,0xda81d9eced2ddc2e87242e1ccb18d8ae5f07193e,326fbd3b7123b08b8086a424dbf41d98b1047ad03a8910732176fe758c228fef,3497,1926,1,malicious,F00038,0.0,3.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B326fbd3b7123b08b
ethereum:0xebc7ad3208228522092eaeaa4124d031ca14fa1b,ethereum,0xebc7ad3208228522092eaeaa4124d031ca14fa1b,61fdaa1d1c1a0e916797a0326a3d69946c83cd68a1044ebade45da0be890af9e,3092,1667,1,malicious,F00138,4.0,0.0,task_aligned_dataset_v1,1,1,0,1,0,0,2,B61fdaa1d1c1a0e91
ethereum:0xeb736cce9493493138a7758831bb4d3ed16acc8c,ethereum,0xeb736cce9493493138a7758831bb4d3ed16acc8c,5b68a992a5ef7c972adb66617057c01c3210d4a46db82485a042a72f13178d23,705,382,1,malicious,F00139,1.0,1.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B5b68a992a5ef7c97
ethereum:0x89046d34e70a65acab2152c26a0c8e493b5ba629,ethereum,0x89046d34e70a65acab2152c26a0c8e493b5ba629,c47a30746e52176110850941ae888e6d38bc370b077eaaa5779a2cfd07cf14a7,3933,2264,1,malicious,F00008,2.0,2.0,task_aligned_dataset_v1,1,0,0,1,0,1,4,Bc47a30746e521761
ethereum:0xf3e6e6ed97b2df9241007026ad4ee9d094e13695,ethereum,0xf3e6e6ed97b2df9241007026ad4ee9d094e13695,a862b44c3b57ea091e9602f6c480a3e89dfa819a868e5cba2859eff0cd2c7d88,3775,2109,1,malicious,F00140,0.0,0.0,task_aligned_dataset_v1,1,0,0,1,0,0,1,Ba862b44c3b57ea09
ethereum:0xfdee40030641b66a6af7a53eeedd4740fedb761c,ethereum,0xfdee40030641b66a6af7a53eeedd4740fedb761c,167d1b43941590c3f826e7b72ae596c871aa1bd46c2597360ce2b4dff922011c,1042,514,1,malicious,F00023,4.0,2.0,task_aligned_dataset_v1,1,1,0,0,0,0,7,B167d1b43941590c3
ethereum:0xa9684b3cd76dbb86049dcc1e9ce75a6ac3f74dce,ethereum,0xa9684b3cd76dbb86049dcc1e9ce75a6ac3f74dce,993ec975fd50ebcbef32b65ea7890fe9591e114f7ac8b7967df5b22b6c59dd8d,2267,1277,1,malicious,F00141,0.0,0.0,task_aligned_dataset_v1,1,0,0,1,1,0,1,B993ec975fd50ebcb
ethereum:0x73c3553cf99de17b9fc6f8ec83d092e3b489b098,ethereum,0x73c3553cf99de17b9fc6f8ec83d092e3b489b098,5bf637fe2970abde34184212f251cff87c4924567793fdd0570930e3c9312a81,2701,1402,1,malicious,F00142,4.0,4.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B5bf637fe2970abde
ethereum:0xf5fb3834b41b9ad538fc30a34dae20ecb584cce3,ethereum,0xf5fb3834b41b9ad538fc30a34dae20ecb584cce3,6ec84c3b0f5d16ce90278c776c638f42c61831d4139d385400c96dd337079215,3249,2079,1,malicious,F00076,0.0,0.0,task_aligned_dataset_v1,1,0,1,1,0,0,1,B6ec84c3b0f5d16ce
ethereum:0x8d95ce736d17e3daa8afb9b8d5b5b68af9518c1c,ethereum,0x8d95ce736d17e3daa8afb9b8d5b5b68af9518c1c,4eaef16862c5c23160cc7e6bb4508e667a28eacfa17da22ca75aa5d57e0540be,479,317,1,malicious,F00143,3.0,3.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,B4eaef16862c5c231
ethereum:0x5e7ed20a830eb1f3bae2ed1bcb7c0ea0ad14afca,ethereum,0x5e7ed20a830eb1f3bae2ed1bcb7c0ea0ad14afca,1cf89a14af03fdec788cc0d1e231124e8b4df73ff79fdd1a96ae03a8717927cf,5301,2956,1,malicious,F00124,2.0,2.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B1cf89a14af03fdec
ethereum:0xbdf96cd5aafe3448ef66019e78c84b00ac2be083,ethereum,0xbdf96cd5aafe3448ef66019e78c84b00ac2be083,31fbd2bb3bdee14198692c6ad0b8e97b7389e83dd768ec1e9926f9783adac696,625,359,1,malicious,F00144,2.0,2.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B31fbd2bb3bdee141
ethereum:0x2d33b68f3152a43e10b327dbf47bfed0b4a78d10,ethereum,0x2d33b68f3152a43e10b327dbf47bfed0b4a78d10,025b00a28a5ab14bd76900520c3a906b2a01e33d5147926c938903a8f132e265,3397,2175,1,malicious,F00145,3.0,4.0,task_aligned_dataset_v1,1,1,0,0,0,0,1,B025b00a28a5ab14b
ethereum:0xe85c20c9408a07383d932332540d322a1becacb5,ethereum,0xe85c20c9408a07383d932332540d322a1becacb5,5f7ddc176c9490193890595d786163b5329eb32cfdf01d5c77f5a7ac0abd7685,1073,529,1,malicious,F00023,4.0,2.0,task_aligned_dataset_v1,1,1,0,0,0,0,1,B5f7ddc176c949019
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,ethereum,0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,d62b978363cefe09d5372668bbc43e3625ca9ea877a5745b5553ac30ea6b5ed9,4069,2421,1,malicious,F00104,1.0,2.0,task_aligned_dataset_v1,1,1,1,1,1,0,1,Bd62b978363cefe09
ethereum:0x179ebfcc4a92d6c7e354a1362d59643c7a967fc9,ethereum,0x179ebfcc4a92d6c7e354a1362d59643c7a967fc9,b7cad5e881e9a6bb9724d96458b228159d9d6fc946fa11e419b6f5fc4dd4e352,6384,3195,1,malicious,F00146,1.0,1.0,task_aligned_dataset_v1,1,0,0,1,1,0,1,Bb7cad5e881e9a6bb
ethereum:0x5c486eb696e9f4389a0e61d79d45e92a86a5221e,ethereum,0x5c486eb696e9f4389a0e61d79d45e92a86a5221e,71363d5721b5851e0efc13a80720102ec773fad552639d9baa5afcf65c0a3bf0,1395,611,1,malicious,F00147,0.0,0.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B71363d5721b5851e
ethereum:0xa2e47f21d0340f24131e1be1c0cc6fe2b9d8b8fd,ethereum,0xa2e47f21d0340f24131e1be1c0cc6fe2b9d8b8fd,38409df12a3c3389c073bfc9974b09f1f3aa7aa77e9cecc1d84f9ec1991b7db5,2900,1631,1,malicious,F00007,4.0,0.0,task_aligned_dataset_v1,1,1,0,0,0,1,1,B38409df12a3c3389
ethereum:0x00000000007047538007de9dd86921f8992ba638,ethereum,0x00000000007047538007de9dd86921f8992ba638,8fadc008309975f8455eb7d189c637b8355e6ab7afac5b0b9d1db86793502941,2360,1632,1,malicious,F00148,2.0,3.0,task_aligned_dataset_v1,1,0,0,1,0,0,2,B8fadc008309975f8
ethereum:0x93078e0e35daa6cefb532eb57247a6c24a2d0c14,ethereum,0x93078e0e35daa6cefb532eb57247a6c24a2d0c14,a6cd454883dd7b28b2a92d5bd67ea387072a626bb54f6b704839ec7d4938c7bc,252,169,1,malicious,F00016,1.0,2.0,task_aligned_dataset_v1,1,0,0,0,0,0,4,Ba6cd454883dd7b28
ethereum:0xabadf5913a3178c6010a9e01b76c16cbcc1a3f5e,ethereum,0xabadf5913a3178c6010a9e01b76c16cbcc1a3f5e,24a855c5b1327548e3c279cc571fe3000fdf8a655c33f32f22be0fd695d9dcd7,6202,3404,1,malicious,F00130,1.0,1.0,task_aligned_dataset_v1,1,0,0,1,1,0,1,B24a855c5b1327548
ethereum:0x777e03001d4b2b5ecca3a10474ba355f95630f56,ethereum,0x777e03001d4b2b5ecca3a10474ba355f95630f56,15a37b48c758ca41a1ff91e5e700976eca0235602ba7a5a92ea006f5c75cced4,6251,3534,1,malicious,F00149,4.0,4.0,task_aligned_dataset_v1,1,0,0,1,1,1,1,B15a37b48c758ca41
ethereum:0x00512d0000e0c24900008f3fd3e12600b5bd00b0,ethereum,0x00512d0000e0c24900008f3fd3e12600b5bd00b0,94e86ff9c6bdfdfe6dea299ef32383e0611bf457e1cf1fdfc08955f0861d1a21,2371,1167,1,malicious,F00150,3.0,3.0,task_aligned_dataset_v1,1,0,0,1,0,0,1,B94e86ff9c6bdfdfe
ethereum:0xee8a08362b98290d6f78f6781b756dd347d2df51,ethereum,0xee8a08362b98290d6f78f6781b756dd347d2df51,2633bde0e45f9921de9a0d5af3f2d47294d95d56b7d49a8eea28707174ab3d82,3119,1799,1,malicious,F00151,2.0,2.0,task_aligned_dataset_v1,1,0,0,1,0,1,1,B2633bde0e45f9921
ethereum:0x3287832c35d5577b4ca2c558a43743ab33b92fa7,ethereum,0x3287832c35d5577b4ca2c558a43743ab33b92fa7,f205f6b093be5b07eca6ee0112b7bc070ce2dfc0dd9ff07e407b40b7189ad5ed,2349,1319,1,malicious,F00152,3.0,4.0,task_aligned_dataset_v1,1,0,1,0,0,1,1,Bf205f6b093be5b07
ethereum:0x9da9f2ce82964766535b39d2793526774f9479f1,ethereum,0x9da9f2ce82964766535b39d2793526774f9479f1,ca42e84f11925c507380284f1f4ecc9bb7ddf428cbfd83e26ab4d1bfffd6de4c,1857,1070,1,malicious,F00132,0.0,0.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,Bca42e84f11925c50
ethereum:0x8d414d524dfbeabee9dfc48a152f8ab85a28eb15,ethereum,0x8d414d524dfbeabee9dfc48a152f8ab85a28eb15,48666f5a564a410b53f05afbe82ef4cc937b9f2162cd628eb4308282b8449a24,1529,1009,1,malicious,F00153,1.0,1.0,task_aligned_dataset_v1,1,1,1,0,0,1,1,B48666f5a564a410b
ethereum:0x1b6b834e67968c8be8e13cc2f6a92f037bac4a73,ethereum,0x1b6b834e67968c8be8e13cc2f6a92f037bac4a73,adbf8d8bf73de4c921dc7674195c71c1916a87712bf093a2f607e438e039c484,871,462,1,malicious,F00128,1.0,1.0,task_aligned_dataset_v1,1,0,0,0,0,0,2,Badbf8d8bf73de4c9
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,ethereum,0xa283d9f6be0e452ea7615466f23830be0311ab1e,096dfb27cae9abdd232fa3db24b026dbf4e9fb7fbb5c806d20c0a4ebe7df8b44,6398,3394,1,malicious,F00109,0.0,1.0,task_aligned_dataset_v1,1,0,0,1,1,0,1,B096dfb27cae9abdd
ethereum:0x7e35895acbf8734a5c47f5d27020d0fbe9e865d4,ethereum,0x7e35895acbf8734a5c47f5d27020d0fbe9e865d4,d5c39913b52a22e6c51dc0a8fb86f177bb570f697b3c1d644f54e48bce3d9733,3940,2124,1,malicious,F00154,0.0,0.0,task_aligned_dataset_v1,1,0,0,1,0,0,1,Bd5c39913b52a22e6
ethereum:0x44f4663f80af5c5f3ce0be5c405a19a221d47100,ethereum,0x44f4663f80af5c5f3ce0be5c405a19a221d47100,4b312d2be007106142f7f9ce84e01dca015c6cdb4137b39fc4b8ba889b4e4e20,5669,3117,1,malicious,F00124,2.0,2.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B4b312d2be0071061
ethereum:0xeb63ad112c162be423c6e59246995b4aa48fb1bf,ethereum,0xeb63ad112c162be423c6e59246995b4aa48fb1bf,f674675173858392bfd5bd21e39ddea2848b87acf09dd416f96c11a54930c8f9,2826,1589,1,malicious,F00152,3.0,4.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,Bf674675173858392
ethereum:0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,ethereum,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,72f45957d6dbd80ccbb4d9919a63a0121d4027793f2d97dd4af81843c303e16b,2491,1419,1,malicious,F00155,4.0,4.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,B72f45957d6dbd80c
ethereum:0x19ce015fde363db74eddccb05fcf638ed8e4c8e7,ethereum,0x19ce015fde363db74eddccb05fcf638ed8e4c8e7,069dd05ae030f900a8e26684fb0000e740d180c7e8f988acd0b7c7ce7dacd8d3,6000,3386,1,malicious,F00156,3.0,3.0,task_aligned_dataset_v1,1,0,0,1,1,0,1,B069dd05ae030f900
ethereum:0x3549c7f6a9d712fd3007efc1b85e0c4acca5c211,ethereum,0x3549c7f6a9d712fd3007efc1b85e0c4acca5c211,694a78d0bd8b6819a57b6e3b7ce6d29ae883f14930b8b6b05e3aad2f42154aed,1042,522,1,malicious,F00023,4.0,2.0,task_aligned_dataset_v1,1,1,1,0,0,0,19,B694a78d0bd8b6819
ethereum:0xb159f6810a4c2ff0a936d593a89545ff75a0aaa2,ethereum,0xb159f6810a4c2ff0a936d593a89545ff75a0aaa2,f3cd3c3c605f256088898d8bb24c8ae5f6ed4cb73b3ec6b4f7c1e47fc966fb90,2621,1559,1,malicious,F00157,4.0,3.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,Bf3cd3c3c605f2560
ethereum:0xd49c36326b80fcdc3f042d78c96820321bfee1d1,ethereum,0xd49c36326b80fcdc3f042d78c96820321bfee1d1,61fdaa1d1c1a0e916797a0326a3d69946c83cd68a1044ebade45da0be890af9e,3092,1667,1,malicious,F00138,4.0,0.0,task_aligned_dataset_v1,1,1,0,1,0,0,2,B61fdaa1d1c1a0e91
ethereum:0x29520f332cf10c6612f47f38881d0568bb6fe971,ethereum,0x29520f332cf10c6612f47f38881d0568bb6fe971,21ef845941f190bc15d7fd06db3852827acd72785de4cadcf2c3b6f98a9bd242,373,174,1,malicious,F00158,2.0,2.0,task_aligned_dataset_v1,1,0,0,0,0,1,1,B21ef845941f190bc
ethereum:0xb5629500e7395c5417f8f228fae1a5263fc93159,ethereum,0xb5629500e7395c5417f8f228fae1a5263fc93159,62a1de9737bc459f984938aa81962232c230901a0a9337bf98adda5297f306e2,1277,797,1,malicious,F00003,1.0,0.0,task_aligned_dataset_v1,1,0,0,1,0,0,1,B62a1de9737bc459f
ethereum:0x06837b7cdc7ad0f219ce46215411b1c7d89021cb,ethereum,0x06837b7cdc7ad0f219ce46215411b1c7d89021cb,e0d62803d222aa87c3f2c8fbbb1d787d315471c03cce8b88c038440943f9944a,1857,1099,1,malicious,F00132,0.0,0.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,Be0d62803d222aa87
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,ethereum,0x0776e2d86f654028e2c3c51b4835277dbbf62c21,3c4deec29d8b2e4a62147d76ff8c472c5611fdc8cdd417625b9b80824eb01dfe,4871,2744,1,malicious,F00112,4.0,0.0,task_aligned_dataset_v1,1,0,0,1,1,1,1,B3c4deec29d8b2e4a
ethereum:0xb66f536510e0554e08082710847385031f75749e,ethereum,0xb66f536510e0554e08082710847385031f75749e,9c6b9c01591754375fc26f9f9655757bfceb9820407133421cffde3a07a5c4fe,5916,3292,1,malicious,F00124,2.0,2.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B9c6b9c0159175437
ethereum:0xe38e81a06ada5c4515a1fc8266ae470da63c00b4,ethereum,0xe38e81a06ada5c4515a1fc8266ae470da63c00b4,167d1b43941590c3f826e7b72ae596c871aa1bd46c2597360ce2b4dff922011c,1042,514,1,malicious,F00023,4.0,2.0,task_aligned_dataset_v1,1,1,0,0,0,0,7,B167d1b43941590c3
